ticket_number,booking_id,itinerary_id,passenger_id,leg_sequence,total_legs,trip_id,route_id,origin_terminal_id,destination_terminal_id,base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed,promotion_code
TICK-022216,BKG-011105,ITI-011105,P02892,1,1,TRIP-003246,RTE-30,TRM-20,TRM-25,281000,14000,29000,296000,30,0,APP5
TICK-022217,BKG-011106,ITI-011106,P00188,1,2,TRIP-002786,RTE-22,TRM-22,TRM-23,185000,0,20000,205000,20,0,
TICK-022218,BKG-011106,ITI-011106,P00188,2,2,TRIP-000788,RTE-23,TRM-23,TRM-24,149000,0,16000,165000,16,0,
TICK-022219,BKG-011107,ITI-011107,P02714,1,1,TRIP-001666,RTE-16,TRM-16,TRM-17,173000,17000,17000,173000,17,0,EARLY10
TICK-022220,BKG-011108,ITI-011108,P01719,1,2,TRIP-001158,RTE-02,TRM-02,TRM-03,100000,0,11000,111000,11,0,
TICK-022221,BKG-011108,ITI-011108,P01719,2,2,TRIP-001159,RTE-03,TRM-03,TRM-04,87000,0,10000,97000,10,0,
TICK-022222,BKG-011109,ITI-011109,P02220,1,3,TRIP-003216,RTE-14,TRM-14,TRM-15,386000,0,42000,428000,43,0,
TICK-022223,BKG-011109,ITI-011109,P02220,2,3,TRIP-003196,RTE-15,TRM-15,TRM-16,112000,0,12000,124000,12,0,
TICK-022224,BKG-011109,ITI-011109,P02220,3,3,TRIP-003197,RTE-16,TRM-16,TRM-17,216000,0,24000,240000,24,0,
TICK-022225,BKG-011110,ITI-011110,P03091,1,2,TRIP-000375,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,10,
TICK-022226,BKG-011110,ITI-011110,P03091,2,2,TRIP-000376,RTE-08,TRM-08,TRM-09,194000,0,21000,215000,22,0,
TICK-022227,BKG-011111,ITI-011111,P01559,1,2,TRIP-001514,RTE-05,TRM-05,TRM-06,407000,41000,40000,406000,41,0,EARLY10
TICK-022228,BKG-011111,ITI-011111,P01559,2,2,TRIP-001515,RTE-06,TRM-06,TRM-07,122000,12000,12000,122000,12,0,EARLY10
TICK-022229,BKG-011112,ITI-011112,P03790,1,1,TRIP-002732,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-022230,BKG-011113,ITI-011113,P00919,1,2,TRIP-002116,RTE-15,TRM-15,TRM-16,134000,0,15000,149000,15,30,
TICK-022231,BKG-011113,ITI-011113,P00919,2,2,TRIP-002117,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,0,
TICK-022232,BKG-011114,ITI-011114,P00454,1,2,TRIP-000208,RTE-16,TRM-16,TRM-17,350000,0,38000,388000,39,0,
TICK-022233,BKG-011114,ITI-011114,P00454,2,2,TRIP-000209,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-022234,BKG-011115,ITI-011115,P01654,1,2,TRIP-001359,RTE-04,TRM-04,TRM-05,131000,0,14000,145000,14,0,
TICK-022235,BKG-011115,ITI-011115,P01654,2,2,TRIP-002828,RTE-05,TRM-05,TRM-06,458000,0,50000,508000,51,0,
TICK-022236,BKG-011116,ITI-011116,P03492,1,1,TRIP-000806,RTE-08,TRM-08,TRM-09,155000,16000,15000,154000,15,0,EARLY10
TICK-022237,BKG-011117,ITI-011117,P01036,1,1,TRIP-001584,RTE-14,TRM-14,TRM-15,275000,0,30000,305000,30,0,
TICK-022238,BKG-011118,ITI-011118,P01634,1,3,TRIP-002868,RTE-20,TRM-20,TRM-21,149000,7000,16000,158000,16,0,APP5
TICK-022239,BKG-011118,ITI-011118,P01634,2,3,TRIP-001651,RTE-21,TRM-21,TRM-22,156000,8000,16000,164000,16,0,APP5
TICK-022240,BKG-011118,ITI-011118,P01634,3,3,TRIP-001652,RTE-22,TRM-22,TRM-23,148000,7000,16000,157000,16,0,APP5
TICK-022241,BKG-011119,ITI-011119,P03622,1,1,TRIP-000513,RTE-09,TRM-09,TRM-10,165000,8000,17000,174000,17,0,APP5
TICK-022242,BKG-011120,ITI-011120,P02663,1,3,TRIP-000461,RTE-21,TRM-21,TRM-22,234000,0,26000,260000,26,0,
TICK-022243,BKG-011120,ITI-011120,P02663,2,3,TRIP-000462,RTE-22,TRM-22,TRM-23,222000,0,24000,246000,25,0,
TICK-022244,BKG-011120,ITI-011120,P02663,3,3,TRIP-001013,RTE-23,TRM-23,TRM-24,301000,0,33000,334000,33,0,
TICK-022245,BKG-011121,ITI-011121,P03427,1,1,TRIP-001232,RTE-02,TRM-02,TRM-03,74000,0,8000,82000,8,0,
TICK-022246,BKG-011122,ITI-011122,P03163,1,2,TRIP-003231,RTE-18,TRM-18,TRM-19,196000,0,22000,218000,22,0,
TICK-022247,BKG-011122,ITI-011122,P03163,2,2,TRIP-003957,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-022248,BKG-011123,ITI-011123,P03126,1,3,TRIP-002135,RTE-01,TRM-01,TRM-02,198000,0,22000,220000,22,30,
TICK-022249,BKG-011123,ITI-011123,P03126,2,3,TRIP-003260,RTE-02,TRM-02,TRM-03,89000,0,10000,99000,10,0,
TICK-022250,BKG-011123,ITI-011123,P03126,3,3,TRIP-003261,RTE-03,TRM-03,TRM-04,141000,0,16000,157000,16,0,
TICK-022251,BKG-011124,ITI-011124,P03561,1,2,TRIP-003035,RTE-09,TRM-09,TRM-10,279000,0,31000,310000,31,0,
TICK-022252,BKG-011124,ITI-011124,P03561,2,2,TRIP-001980,RTE-28,TRM-10,TRM-15,237000,0,26000,263000,26,0,
TICK-022253,BKG-011125,ITI-011125,P01390,1,1,TRIP-001549,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-022254,BKG-011126,ITI-011126,P01069,1,2,TRIP-003128,RTE-27,TRM-05,TRM-10,232000,23000,23000,232000,23,0,EARLY10
TICK-022255,BKG-011126,ITI-011126,P01069,2,2,TRIP-001517,RTE-28,TRM-10,TRM-15,237000,24000,23000,236000,24,0,EARLY10
TICK-022256,BKG-011127,ITI-011127,P00796,1,2,TRIP-000513,RTE-09,TRM-09,TRM-10,165000,16000,16000,165000,16,0,EARLY10
TICK-022257,BKG-011127,ITI-011127,P00796,2,2,TRIP-000284,RTE-28,TRM-10,TRM-15,237000,24000,23000,236000,24,0,EARLY10
TICK-022258,BKG-011128,ITI-011128,P00966,1,2,TRIP-001549,RTE-22,TRM-22,TRM-23,148000,7000,16000,157000,16,0,APP5
TICK-022259,BKG-011128,ITI-011128,P00966,2,2,TRIP-000676,RTE-23,TRM-23,TRM-24,149000,7000,16000,158000,16,0,APP5
TICK-022260,BKG-011129,ITI-011129,P03191,1,1,TRIP-001653,RTE-12,TRM-12,TRM-13,148000,15000,15000,148000,15,0,EARLY10
TICK-022261,BKG-011130,ITI-011130,P00319,1,3,TRIP-000890,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-022262,BKG-011130,ITI-011130,P00319,2,3,TRIP-002806,RTE-26,TRM-01,TRM-05,93000,0,10000,103000,10,0,
TICK-022263,BKG-011130,ITI-011130,P00319,3,3,TRIP-002221,RTE-27,TRM-05,TRM-10,232000,0,26000,258000,26,0,
TICK-022264,BKG-011131,ITI-011131,P00639,1,3,TRIP-001367,RTE-04,TRM-04,TRM-05,221000,22000,22000,221000,22,0,EARLY10
TICK-022265,BKG-011131,ITI-011131,P00639,2,3,TRIP-001368,RTE-27,TRM-05,TRM-10,392000,39000,39000,392000,39,0,EARLY10
TICK-022266,BKG-011131,ITI-011131,P00639,3,3,TRIP-002537,RTE-28,TRM-10,TRM-15,237000,24000,23000,236000,24,0,EARLY10
TICK-022267,BKG-011132,ITI-011132,P03452,1,2,TRIP-000835,RTE-16,TRM-16,TRM-17,259000,0,28000,287000,29,0,
TICK-022268,BKG-011132,ITI-011132,P03452,2,2,TRIP-001114,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-022269,BKG-011133,ITI-011133,P03517,1,2,TRIP-002363,RTE-08,TRM-08,TRM-09,129000,6000,14000,137000,14,0,PEAK5
TICK-022270,BKG-011133,ITI-011133,P03517,2,2,TRIP-002850,RTE-09,TRM-09,TRM-10,165000,8000,17000,174000,17,0,PEAK5
TICK-022271,BKG-011134,ITI-011134,P02424,1,2,TRIP-000012,RTE-18,TRM-18,TRM-19,294000,15000,31000,310000,31,0,PEAK5
TICK-022272,BKG-011134,ITI-011134,P02424,2,2,TRIP-000013,RTE-19,TRM-19,TRM-20,112000,6000,12000,118000,12,0,PEAK5
TICK-022273,BKG-011135,ITI-011135,P01728,1,3,TRIP-003453,RTE-09,TRM-09,TRM-10,165000,0,18000,183000,18,0,
TICK-022274,BKG-011135,ITI-011135,P01728,2,3,TRIP-001253,RTE-28,TRM-10,TRM-15,190000,0,21000,211000,21,0,
TICK-022275,BKG-011135,ITI-011135,P01728,3,3,TRIP-001254,RTE-15,TRM-15,TRM-16,140000,0,15000,155000,16,0,
TICK-022276,BKG-011136,ITI-011136,P01147,1,2,TRIP-002287,RTE-03,TRM-03,TRM-04,70000,7000,7000,70000,7,10,EARLY10
TICK-022277,BKG-011136,ITI-011136,P01147,2,2,TRIP-002527,RTE-04,TRM-04,TRM-05,164000,16000,16000,164000,16,0,EARLY10
TICK-022278,BKG-011137,ITI-011137,P02800,1,1,TRIP-000124,RTE-09,TRM-09,TRM-10,248000,12000,26000,262000,26,0,APP5
TICK-022279,BKG-011138,ITI-011138,P03927,1,1,TRIP-001274,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-022280,BKG-011139,ITI-011139,P02596,1,1,TRIP-001035,RTE-23,TRM-23,TRM-24,223000,11000,23000,235000,24,0,APP5
TICK-022281,BKG-011140,ITI-011140,P01438,1,2,TRIP-002595,RTE-01,TRM-01,TRM-02,198000,0,22000,220000,22,0,
TICK-022282,BKG-011140,ITI-011140,P01438,2,2,TRIP-002596,RTE-02,TRM-02,TRM-03,89000,0,10000,99000,10,0,
TICK-022283,BKG-011141,ITI-011141,P00581,1,3,TRIP-001035,RTE-23,TRM-23,TRM-24,223000,0,25000,248000,25,0,
TICK-022284,BKG-011141,ITI-011141,P00581,2,3,TRIP-002087,RTE-24,TRM-24,TRM-25,348000,0,38000,386000,39,0,
TICK-022285,BKG-011141,ITI-011141,P00581,3,3,TRIP-001539,RTE-25,TRM-25,TRM-01,433000,0,48000,481000,48,0,
TICK-022286,BKG-011142,ITI-011142,P02637,1,2,TRIP-002321,RTE-09,TRM-09,TRM-10,279000,0,31000,310000,31,0,
TICK-022287,BKG-011142,ITI-011142,P02637,2,2,TRIP-001833,RTE-10,TRM-10,TRM-11,231000,0,25000,256000,26,0,
TICK-022288,BKG-011143,ITI-011143,P01184,1,3,TRIP-002866,RTE-13,TRM-13,TRM-14,168000,0,18000,186000,19,10,
TICK-022289,BKG-011143,ITI-011143,P01184,2,3,TRIP-002867,RTE-14,TRM-14,TRM-15,229000,0,25000,254000,25,0,
TICK-022290,BKG-011143,ITI-011143,P01184,3,3,TRIP-003958,RTE-15,TRM-15,TRM-16,112000,0,12000,124000,12,0,
TICK-022291,BKG-011144,ITI-011144,P01602,1,2,TRIP-000003,RTE-06,TRM-06,TRM-07,122000,6000,13000,129000,13,0,PEAK5
TICK-022292,BKG-011144,ITI-011144,P01602,2,2,TRIP-000004,RTE-07,TRM-07,TRM-08,235000,12000,25000,248000,25,0,PEAK5
TICK-022293,BKG-011145,ITI-011145,P00033,1,3,TRIP-001697,RTE-18,TRM-18,TRM-19,294000,0,32000,326000,33,0,
TICK-022294,BKG-011145,ITI-011145,P00033,2,3,TRIP-002046,RTE-19,TRM-19,TRM-20,112000,0,12000,124000,12,0,
TICK-022295,BKG-011145,ITI-011145,P00033,3,3,TRIP-003959,RTE-30,TRM-20,TRM-25,337000,0,37000,374000,37,0,
TICK-022296,BKG-011146,ITI-011146,P02597,1,2,TRIP-000191,RTE-18,TRM-18,TRM-19,294000,29000,29000,294000,29,30,EARLY10
TICK-022297,BKG-011146,ITI-011146,P02597,2,2,TRIP-000997,RTE-19,TRM-19,TRM-20,112000,11000,11000,112000,11,0,EARLY10
TICK-022298,BKG-011147,ITI-011147,P00264,1,2,TRIP-000141,RTE-06,TRM-06,TRM-07,98000,5000,10000,103000,10,30,APP5
TICK-022299,BKG-011147,ITI-011147,P00264,2,2,TRIP-000142,RTE-07,TRM-07,TRM-08,235000,12000,25000,248000,25,0,APP5
TICK-022300,BKG-011148,ITI-011148,P00104,1,2,TRIP-003071,RTE-20,TRM-20,TRM-21,149000,15000,15000,149000,15,0,EARLY10
TICK-022301,BKG-011148,ITI-011148,P00104,2,2,TRIP-002197,RTE-21,TRM-21,TRM-22,195000,20000,19000,194000,19,0,EARLY10
TICK-022302,BKG-011149,ITI-011149,P00165,1,2,TRIP-001526,RTE-29,TRM-15,TRM-20,334000,0,37000,371000,37,0,
TICK-022303,BKG-011149,ITI-011149,P00165,2,2,TRIP-000430,RTE-30,TRM-20,TRM-25,337000,0,37000,374000,37,0,
TICK-022304,BKG-011150,ITI-011150,P03164,1,3,TRIP-001231,RTE-05,TRM-05,TRM-06,271000,0,30000,301000,30,0,
TICK-022305,BKG-011150,ITI-011150,P03164,2,3,TRIP-002271,RTE-06,TRM-06,TRM-07,81000,0,9000,90000,9,0,
TICK-022306,BKG-011150,ITI-011150,P03164,3,3,TRIP-003228,RTE-07,TRM-07,TRM-08,245000,0,27000,272000,27,0,
TICK-022307,BKG-011151,ITI-011151,P03120,1,3,TRIP-000375,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,0,
TICK-022308,BKG-011151,ITI-011151,P03120,2,3,TRIP-000376,RTE-08,TRM-08,TRM-09,194000,0,21000,215000,22,0,
TICK-022309,BKG-011151,ITI-011151,P03120,3,3,TRIP-000620,RTE-09,TRM-09,TRM-10,199000,0,22000,221000,22,0,
TICK-022310,BKG-011152,ITI-011152,P02327,1,1,TRIP-001222,RTE-12,TRM-12,TRM-13,88000,4000,9000,93000,9,0,PEAK5
TICK-022311,BKG-011153,ITI-011153,P00194,1,1,TRIP-000381,RTE-09,TRM-09,TRM-10,279000,14000,29000,294000,29,0,APP5
TICK-022312,BKG-011154,ITI-011154,P01211,1,3,TRIP-000387,RTE-22,TRM-22,TRM-23,178000,9000,19000,188000,19,0,APP5
TICK-022313,BKG-011154,ITI-011154,P01211,2,3,TRIP-000388,RTE-23,TRM-23,TRM-24,301000,15000,31000,317000,32,0,APP5
TICK-022314,BKG-011154,ITI-011154,P01211,3,3,TRIP-000389,RTE-24,TRM-24,TRM-25,279000,14000,29000,294000,29,0,APP5
TICK-022315,BKG-011155,ITI-011155,P00210,1,3,TRIP-000401,RTE-02,TRM-02,TRM-03,59000,0,6000,65000,6,0,
TICK-022316,BKG-011155,ITI-011155,P00210,2,3,TRIP-000402,RTE-03,TRM-03,TRM-04,70000,0,8000,78000,8,0,
TICK-022317,BKG-011155,ITI-011155,P00210,3,3,TRIP-000403,RTE-04,TRM-04,TRM-05,131000,0,14000,145000,14,0,
TICK-022318,BKG-011156,ITI-011156,P01894,1,2,TRIP-001499,RTE-12,TRM-12,TRM-13,88000,4000,9000,93000,9,0,APP5
TICK-022319,BKG-011156,ITI-011156,P01894,2,2,TRIP-002136,RTE-13,TRM-13,TRM-14,135000,7000,14000,142000,14,0,APP5
TICK-022320,BKG-011157,ITI-011157,P00618,1,3,TRIP-001337,RTE-08,TRM-08,TRM-09,129000,6000,14000,137000,14,0,APP5
TICK-022321,BKG-011157,ITI-011157,P00618,2,3,TRIP-001338,RTE-09,TRM-09,TRM-10,279000,14000,29000,294000,29,0,APP5
TICK-022322,BKG-011157,ITI-011157,P00618,3,3,TRIP-001966,RTE-28,TRM-10,TRM-15,320000,16000,33000,337000,34,0,APP5
TICK-022323,BKG-011158,ITI-011158,P00607,1,2,TRIP-000451,RTE-21,TRM-21,TRM-22,187000,0,21000,208000,21,0,
TICK-022324,BKG-011158,ITI-011158,P00607,2,2,TRIP-000452,RTE-22,TRM-22,TRM-23,178000,0,20000,198000,20,0,
TICK-022325,BKG-011159,ITI-011159,P01388,1,3,TRIP-003860,RTE-08,TRM-08,TRM-09,162000,0,18000,180000,18,0,
TICK-022326,BKG-011159,ITI-011159,P01388,2,3,TRIP-003453,RTE-09,TRM-09,TRM-10,165000,0,18000,183000,18,0,
TICK-022327,BKG-011159,ITI-011159,P01388,3,3,TRIP-003454,RTE-10,TRM-10,TRM-11,185000,0,20000,205000,20,0,
TICK-022328,BKG-011160,ITI-011160,P00320,1,3,TRIP-001417,RTE-16,TRM-16,TRM-17,292000,15000,30000,307000,31,0,PEAK5
TICK-022329,BKG-011160,ITI-011160,P00320,2,3,TRIP-001418,RTE-17,TRM-17,TRM-18,68000,3000,7000,72000,7,0,PEAK5
TICK-022330,BKG-011160,ITI-011160,P00320,3,3,TRIP-001419,RTE-18,TRM-18,TRM-19,196000,10000,20000,206000,21,0,PEAK5
TICK-022331,BKG-011161,ITI-011161,P03632,1,2,TRIP-003697,RTE-11,TRM-11,TRM-12,218000,0,24000,242000,24,20,
TICK-022332,BKG-011161,ITI-011161,P03632,2,2,TRIP-001986,RTE-12,TRM-12,TRM-13,110000,0,12000,122000,12,0,
TICK-022333,BKG-011162,ITI-011162,P02642,1,1,TRIP-003055,RTE-02,TRM-02,TRM-03,59000,3000,6000,62000,6,0,APP5
TICK-022334,BKG-011163,ITI-011163,P02345,1,2,TRIP-000805,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,0,
TICK-022335,BKG-011163,ITI-011163,P02345,2,2,TRIP-000806,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
TICK-022336,BKG-011164,ITI-011164,P03956,1,2,TRIP-001514,RTE-05,TRM-05,TRM-06,407000,0,45000,452000,45,0,
TICK-022337,BKG-011164,ITI-011164,P03956,2,2,TRIP-001515,RTE-06,TRM-06,TRM-07,122000,0,13000,135000,14,0,
TICK-022338,BKG-011165,ITI-011165,P02137,1,2,TRIP-001210,RTE-10,TRM-10,TRM-11,222000,11000,23000,234000,23,0,APP5
TICK-022339,BKG-011165,ITI-011165,P02137,2,2,TRIP-003665,RTE-11,TRM-11,TRM-12,353000,18000,37000,372000,37,0,APP5
TICK-022340,BKG-011166,ITI-011166,P01931,1,2,TRIP-000233,RTE-18,TRM-18,TRM-19,196000,0,22000,218000,22,30,
TICK-022341,BKG-011166,ITI-011166,P01931,2,2,TRIP-000234,RTE-19,TRM-19,TRM-20,94000,0,10000,104000,10,0,
TICK-022342,BKG-011167,ITI-011167,P01254,1,3,TRIP-000359,RTE-09,TRM-09,TRM-10,248000,0,27000,275000,28,0,
TICK-022343,BKG-011167,ITI-011167,P01254,2,3,TRIP-001376,RTE-28,TRM-10,TRM-15,228000,0,25000,253000,25,0,
TICK-022344,BKG-011167,ITI-011167,P01254,3,3,TRIP-003857,RTE-15,TRM-15,TRM-16,134000,0,15000,149000,15,0,
TICK-022345,BKG-011168,ITI-011168,P02234,1,3,TRIP-000627,RTE-14,TRM-14,TRM-15,343000,17000,36000,362000,36,0,APP5
TICK-022346,BKG-011168,ITI-011168,P02234,2,3,TRIP-000687,RTE-29,TRM-15,TRM-20,267000,13000,28000,282000,28,0,APP5
TICK-022347,BKG-011168,ITI-011168,P02234,3,3,TRIP-002265,RTE-30,TRM-20,TRM-25,422000,21000,44000,445000,44,0,APP5
TICK-022348,BKG-011169,ITI-011169,P01339,1,1,TRIP-000345,RTE-30,TRM-20,TRM-25,337000,0,37000,374000,37,0,
TICK-022349,BKG-011170,ITI-011170,P01005,1,2,TRIP-000581,RTE-03,TRM-03,TRM-04,83000,0,9000,92000,9,0,
TICK-022350,BKG-011170,ITI-011170,P01005,2,2,TRIP-000582,RTE-04,TRM-04,TRM-05,197000,0,22000,219000,22,0,
TICK-022351,BKG-011171,ITI-011171,P03270,1,2,TRIP-000683,RTE-16,TRM-16,TRM-17,216000,0,24000,240000,24,0,
TICK-022352,BKG-011171,ITI-011171,P03270,2,2,TRIP-000684,RTE-17,TRM-17,TRM-18,55000,0,6000,61000,6,0,
TICK-022353,BKG-011172,ITI-011172,P03653,1,3,TRIP-000698,RTE-30,TRM-20,TRM-25,569000,28000,60000,601000,60,0,APP5
TICK-022354,BKG-011172,ITI-011172,P03653,2,3,TRIP-000699,RTE-25,TRM-25,TRM-01,321000,16000,34000,339000,34,0,APP5
TICK-022355,BKG-011172,ITI-011172,P03653,3,3,TRIP-000700,RTE-01,TRM-01,TRM-02,248000,12000,26000,262000,26,0,APP5
TICK-022356,BKG-011173,ITI-011173,P01418,1,3,TRIP-001172,RTE-06,TRM-06,TRM-07,81000,0,9000,90000,9,0,
TICK-022357,BKG-011173,ITI-011173,P01418,2,3,TRIP-003688,RTE-07,TRM-07,TRM-08,330000,0,36000,366000,37,0,
TICK-022358,BKG-011173,ITI-011173,P01418,3,3,TRIP-003689,RTE-08,TRM-08,TRM-09,218000,0,24000,242000,24,0,
TICK-022359,BKG-011174,ITI-011174,P03236,1,3,TRIP-001650,RTE-07,TRM-07,TRM-08,294000,15000,31000,310000,31,0,APP5
TICK-022360,BKG-011174,ITI-011174,P03236,2,3,TRIP-002212,RTE-08,TRM-08,TRM-09,194000,10000,20000,204000,20,0,APP5
TICK-022361,BKG-011174,ITI-011174,P03236,3,3,TRIP-002213,RTE-09,TRM-09,TRM-10,199000,10000,21000,210000,21,0,APP5
TICK-022362,BKG-011175,ITI-011175,P03483,1,1,TRIP-001341,RTE-06,TRM-06,TRM-07,102000,0,11000,113000,11,0,
TICK-022363,BKG-011176,ITI-011176,P01687,1,2,TRIP-000818,RTE-17,TRM-17,TRM-18,55000,6000,5000,54000,5,0,EARLY10
TICK-022364,BKG-011176,ITI-011176,P01687,2,2,TRIP-001505,RTE-18,TRM-18,TRM-19,196000,20000,19000,195000,20,0,EARLY10
TICK-022365,BKG-011177,ITI-011177,P03493,1,2,TRIP-000408,RTE-16,TRM-16,TRM-17,208000,0,23000,231000,23,10,
TICK-022366,BKG-011177,ITI-011177,P03493,2,2,TRIP-001274,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-022367,BKG-011178,ITI-011178,P02171,1,3,TRIP-001084,RTE-19,TRM-19,TRM-20,94000,0,10000,104000,10,0,
TICK-022368,BKG-011178,ITI-011178,P02171,2,3,TRIP-001085,RTE-30,TRM-20,TRM-25,351000,0,39000,390000,39,0,
TICK-022369,BKG-011178,ITI-011178,P02171,3,3,TRIP-000838,RTE-25,TRM-25,TRM-01,214000,0,24000,238000,24,0,
TICK-022370,BKG-011179,ITI-011179,P03069,1,3,TRIP-002864,RTE-12,TRM-12,TRM-13,110000,0,12000,122000,12,0,
TICK-022371,BKG-011179,ITI-011179,P03069,2,3,TRIP-003150,RTE-13,TRM-13,TRM-14,168000,0,18000,186000,19,0,
TICK-022372,BKG-011179,ITI-011179,P03069,3,3,TRIP-003960,RTE-14,TRM-14,TRM-15,286000,0,31000,317000,32,0,
TICK-022373,BKG-011180,ITI-011180,P02635,1,3,TRIP-001814,RTE-06,TRM-06,TRM-07,98000,10000,10000,98000,10,20,EARLY10
TICK-022374,BKG-011180,ITI-011180,P02635,2,3,TRIP-000033,RTE-07,TRM-07,TRM-08,294000,29000,29000,294000,29,0,EARLY10
TICK-022375,BKG-011180,ITI-011180,P02635,3,3,TRIP-000034,RTE-08,TRM-08,TRM-09,262000,26000,26000,262000,26,0,EARLY10
TICK-022376,BKG-011181,ITI-011181,P03306,1,2,TRIP-000695,RTE-14,TRM-14,TRM-15,463000,23000,48000,488000,49,0,PEAK5
TICK-022377,BKG-011181,ITI-011181,P03306,2,2,TRIP-000777,RTE-29,TRM-15,TRM-20,267000,13000,28000,282000,28,0,PEAK5
TICK-022378,BKG-011182,ITI-011182,P02311,1,1,TRIP-001627,RTE-06,TRM-06,TRM-07,137000,0,15000,152000,15,0,
TICK-022379,BKG-011183,ITI-011183,P00925,1,2,TRIP-000423,RTE-04,TRM-04,TRM-05,131000,13000,13000,131000,13,0,EARLY10
TICK-022380,BKG-011183,ITI-011183,P00925,2,2,TRIP-000106,RTE-05,TRM-05,TRM-06,271000,27000,27000,271000,27,0,EARLY10
TICK-022381,BKG-011184,ITI-011184,P02607,1,2,TRIP-000971,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-022382,BKG-011184,ITI-011184,P02607,2,2,TRIP-000972,RTE-18,TRM-18,TRM-19,396000,0,44000,440000,44,0,
TICK-022383,BKG-011185,ITI-011185,P01444,1,3,TRIP-000859,RTE-11,TRM-11,TRM-12,174000,0,19000,193000,19,0,
TICK-022384,BKG-011185,ITI-011185,P01444,2,3,TRIP-001385,RTE-12,TRM-12,TRM-13,88000,0,10000,98000,10,0,
TICK-022385,BKG-011185,ITI-011185,P01444,3,3,TRIP-001386,RTE-13,TRM-13,TRM-14,135000,0,15000,150000,15,0,
TICK-022386,BKG-011186,ITI-011186,P01992,1,3,TRIP-002433,RTE-19,TRM-19,TRM-20,75000,0,8000,83000,8,0,
TICK-022387,BKG-011186,ITI-011186,P01992,2,3,TRIP-003961,RTE-20,TRM-20,TRM-21,149000,0,16000,165000,16,0,
TICK-022388,BKG-011186,ITI-011186,P01992,3,3,TRIP-003962,RTE-21,TRM-21,TRM-22,195000,0,21000,216000,22,0,
TICK-022389,BKG-011187,ITI-011187,P03517,1,2,TRIP-002017,RTE-01,TRM-01,TRM-02,198000,0,22000,220000,22,0,
TICK-022390,BKG-011187,ITI-011187,P03517,2,2,TRIP-002464,RTE-02,TRM-02,TRM-03,89000,0,10000,99000,10,0,
TICK-022391,BKG-011188,ITI-011188,P02950,1,2,TRIP-002663,RTE-25,TRM-25,TRM-01,361000,0,40000,401000,40,0,
TICK-022392,BKG-011188,ITI-011188,P02950,2,2,TRIP-002851,RTE-01,TRM-01,TRM-02,165000,0,18000,183000,18,0,
TICK-022393,BKG-011189,ITI-011189,P00429,1,2,TRIP-000937,RTE-06,TRM-06,TRM-07,102000,5000,11000,108000,11,0,APP5
TICK-022394,BKG-011189,ITI-011189,P00429,2,2,TRIP-002563,RTE-07,TRM-07,TRM-08,196000,10000,20000,206000,21,0,APP5
TICK-022395,BKG-011190,ITI-011190,P02055,1,2,TRIP-000648,RTE-21,TRM-21,TRM-22,156000,0,17000,173000,17,0,
TICK-022396,BKG-011190,ITI-011190,P02055,2,2,TRIP-003103,RTE-22,TRM-22,TRM-23,185000,0,20000,205000,20,0,
TICK-022397,BKG-011191,ITI-011191,P03194,1,2,TRIP-003204,RTE-21,TRM-21,TRM-22,156000,0,17000,173000,17,0,
TICK-022398,BKG-011191,ITI-011191,P03194,2,2,TRIP-003205,RTE-22,TRM-22,TRM-23,148000,0,16000,164000,16,0,
TICK-022399,BKG-011192,ITI-011192,P03742,1,3,TRIP-000982,RTE-17,TRM-17,TRM-18,65000,0,7000,72000,7,0,
TICK-022400,BKG-011192,ITI-011192,P03742,2,3,TRIP-000028,RTE-18,TRM-18,TRM-19,235000,0,26000,261000,26,0,
TICK-022401,BKG-011192,ITI-011192,P03742,3,3,TRIP-000029,RTE-19,TRM-19,TRM-20,90000,0,10000,100000,10,0,
TICK-022402,BKG-011193,ITI-011193,P01757,1,2,TRIP-002569,RTE-16,TRM-16,TRM-17,173000,0,19000,192000,19,0,
TICK-022403,BKG-011193,ITI-011193,P01757,2,2,TRIP-002570,RTE-17,TRM-17,TRM-18,92000,0,10000,102000,10,0,
TICK-022404,BKG-011194,ITI-011194,P02575,1,2,TRIP-000805,RTE-07,TRM-07,TRM-08,294000,0,32000,326000,33,0,
TICK-022405,BKG-011194,ITI-011194,P02575,2,2,TRIP-000806,RTE-08,TRM-08,TRM-09,155000,0,17000,172000,17,0,
