passenger_id,loyalty_tier,effective_start_date,effective_end_date
P01992,Basic,2023-04-29,2025-08-31
P01992,Gold,2025-08-31,
P01993,Basic,2023-09-23,2025-10-07
P01993,Gold,2025-10-07,
P01994,Basic,2023-09-13,
P01995,Basic,2023-06-07,2025-04-30
P01995,Gold,2025-04-30,
P01996,Basic,2024-10-07,
P01997,Gold,2023-05-29,2025-07-25
P01997,Platinum,2025-07-25,
P01998,Basic,2023-09-02,
P01999,Basic,2023-08-04,2025-09-16
P01999,Gold,2025-09-16,
P02000,Basic,2024-03-23,2025-06-21
P02000,Gold,2025-06-21,
P02001,Basic,2024-05-19,2025-06-05
P02001,Gold,2025-06-05,
P02002,Basic,2024-09-28,2025-04-07
P02002,Gold,2025-04-07,
P02003,Basic,2024-08-30,
P02004,Basic,2024-11-03,2025-08-09
P02004,Gold,2025-08-09,
P02005,Basic,2023-05-22,2025-03-14
P02005,Gold,2025-03-14,
P02006,Basic,2024-02-22,
P02007,Platinum,2023-06-05,
P02008,Basic,2024-03-27,
P02009,Basic,2023-07-31,
P02010,Basic,2023-07-23,
P02011,Basic,2023-05-22,
P02012,Basic,2024-07-07,2025-10-13
P02012,Gold,2025-10-13,
P02013,Gold,2024-01-26,
P02014,Basic,2023-05-09,
P02015,Basic,2024-01-23,2025-10-22
P02015,Gold,2025-10-22,
P02016,Basic,2024-10-09,
P02017,Gold,2024-02-25,
P02018,Basic,2024-08-15,
P02019,Basic,2024-07-30,
P02020,Platinum,2024-02-20,
P02021,Basic,2023-08-11,
P02022,Platinum,2024-08-12,
P02023,Basic,2024-09-11,
P02024,Basic,2024-05-20,
P02025,Platinum,2024-11-14,
P02026,Platinum,2023-04-13,
P02027,Basic,2023-07-27,
P02028,Basic,2024-04-18,
P02029,Gold,2024-05-07,
P02030,Basic,2024-01-01,
P02031,Basic,2024-03-23,
P02032,Basic,2023-10-22,
P02033,Basic,2023-01-10,2025-03-31
P02033,Gold,2025-03-31,
P02034,Basic,2023-02-22,
P02035,Gold,2024-08-22,
P02036,Basic,2024-10-21,
P02037,Basic,2023-07-27,
P02038,Basic,2024-10-04,
P02039,Gold,2024-06-30,
P02040,Basic,2024-03-12,2025-07-17
P02040,Gold,2025-07-17,
P02041,Basic,2023-02-05,
P02042,Basic,2023-10-11,
P02043,Basic,2023-12-04,
P02044,Gold,2023-06-09,
P02045,Basic,2023-07-18,2025-03-19
P02045,Gold,2025-03-19,
P02046,Basic,2024-07-18,
P02047,Gold,2023-03-31,
P02048,Gold,2023-10-16,
P02049,Basic,2024-05-01,2025-07-09
P02049,Gold,2025-07-09,
P02050,Basic,2024-05-03,
P02051,Basic,2023-03-24,
P02052,Gold,2024-05-11,
P02053,Basic,2024-08-02,
P02054,Basic,2023-06-24,2025-05-02
P02054,Gold,2025-05-02,
P02055,Basic,2023-08-30,
P02056,Platinum,2024-06-09,
P02057,Gold,2023-07-10,
P02058,Basic,2023-02-26,2025-04-21
P02058,Gold,2025-04-21,
P02059,Basic,2024-11-02,
P02060,Basic,2023-05-13,
P02061,Basic,2023-12-23,2025-06-07
P02061,Gold,2025-06-07,
P02062,Basic,2023-12-30,2025-05-29
P02062,Gold,2025-05-29,
P02063,Basic,2023-08-10,
P02064,Basic,2024-09-19,2025-05-22
P02064,Gold,2025-05-22,
P02065,Basic,2024-10-27,
P02066,Basic,2024-02-10,
P02067,Basic,2024-11-08,
P02068,Basic,2024-09-16,2025-09-30
P02068,Gold,2025-09-30,
P02069,Basic,2023-05-28,
P02070,Basic,2024-06-14,
P02071,Basic,2023-05-10,2025-06-15
P02071,Gold,2025-06-15,
P02072,Platinum,2024-03-24,
P02073,Basic,2024-03-30,
P02074,Basic,2023-12-28,
P02075,Basic,2024-05-14,
P02076,Basic,2024-06-28,
P02077,Basic,2024-10-29,2025-06-09
P02077,Gold,2025-06-09,
P02078,Gold,2024-10-07,
P02079,Basic,2024-10-22,2025-09-23
P02079,Gold,2025-09-23,
P02080,Basic,2024-11-02,
P02081,Basic,2023-10-27,2025-07-25
P02081,Gold,2025-07-25,
P02082,Basic,2024-07-11,
P02083,Gold,2023-09-15,
P02084,Platinum,2023-01-22,
P02085,Basic,2024-10-14,
P02086,Gold,2024-03-29,
P02087,Gold,2023-04-09,2025-04-11
P02087,Platinum,2025-04-11,
P02088,Basic,2023-12-15,
P02089,Basic,2024-05-07,
P02090,Basic,2023-02-24,
P02091,Gold,2023-05-11,2025-10-05
P02091,Platinum,2025-10-05,
P02092,Basic,2023-06-01,
P02093,Basic,2023-07-11,
P02094,Basic,2024-02-01,2025-03-28
P02094,Gold,2025-03-28,
P02095,Basic,2024-11-19,
P02096,Gold,2023-02-06,
P02097,Gold,2024-06-07,
P02098,Platinum,2023-09-23,
P02099,Gold,2023-11-02,
P02100,Basic,2023-11-11,2025-09-07
P02100,Gold,2025-09-07,
P02101,Basic,2023-12-12,2025-09-01
P02101,Gold,2025-09-01,
P02102,Basic,2023-01-22,
P02103,Gold,2024-01-22,2025-09-14
P02103,Platinum,2025-09-14,
P02104,Basic,2023-10-03,2025-06-04
P02104,Gold,2025-06-04,
P02105,Basic,2024-03-29,
P02106,Basic,2023-11-09,2025-07-13
P02106,Gold,2025-07-13,
P02107,Basic,2023-05-28,
P02108,Basic,2024-08-13,
P02109,Basic,2023-12-10,2025-09-23
P02109,Gold,2025-09-23,
P02110,Basic,2023-08-14,
P02111,Basic,2023-12-27,2025-09-06
P02111,Gold,2025-09-06,
P02112,Basic,2023-10-18,
P02113,Basic,2023-08-29,
P02114,Gold,2023-02-08,
P02115,Basic,2024-05-28,
P02116,Basic,2023-01-08,
P02117,Basic,2024-10-24,2025-07-28
P02117,Gold,2025-07-28,
P02118,Basic,2024-05-13,
P02119,Gold,2024-09-14,
P02120,Basic,2023-11-28,
P02121,Basic,2024-04-16,2025-03-28
P02121,Gold,2025-03-28,
P02122,Basic,2023-03-17,2025-07-29
P02122,Gold,2025-07-29,
P02123,Basic,2024-09-23,2025-08-10
P02123,Gold,2025-08-10,
P02124,Basic,2024-01-26,
P02125,Basic,2024-07-17,
P02126,Basic,2024-03-08,
P02127,Gold,2024-05-06,2025-03-28
P02127,Platinum,2025-03-28,
P02128,Basic,2023-03-18,
P02129,Basic,2024-05-19,
P02130,Platinum,2024-11-03,
P02131,Gold,2023-05-11,
P02132,Gold,2023-03-26,
P02133,Basic,2023-04-23,
P02134,Basic,2024-10-26,
P02135,Basic,2023-07-02,
P02136,Basic,2023-03-09,
P02137,Basic,2023-12-27,
P02138,Basic,2024-05-09,2025-09-29
P02138,Gold,2025-09-29,
P02139,Basic,2023-09-24,2025-10-23
P02139,Gold,2025-10-23,
P02140,Basic,2023-12-14,2025-10-15
P02140,Gold,2025-10-15,
P02141,Platinum,2023-09-17,
P02142,Platinum,2024-08-04,
P02143,Basic,2024-09-12,2025-06-23
P02143,Gold,2025-06-23,
P02144,Platinum,2023-06-06,
P02145,Basic,2024-03-04,
P02146,Gold,2024-02-07,
P02147,Basic,2024-06-13,
P02148,Basic,2023-08-21,
P02149,Basic,2024-04-09,2025-06-19
P02149,Gold,2025-06-19,
P02150,Basic,2024-01-19,
P02151,Gold,2023-02-18,2025-08-21
P02151,Platinum,2025-08-21,
P02152,Basic,2023-05-28,
P02153,Basic,2024-03-20,
P02154,Basic,2023-01-09,
P02155,Basic,2024-11-03,
P02156,Basic,2024-09-12,
P02157,Basic,2024-07-13,2025-03-29
P02157,Gold,2025-03-29,
P02158,Gold,2023-08-03,2025-10-22
P02158,Platinum,2025-10-22,
P02159,Basic,2023-10-28,
P02160,Basic,2023-07-05,
P02161,Basic,2024-01-26,
P02162,Basic,2024-11-26,
P02163,Basic,2023-12-17,
P02164,Basic,2024-11-09,2025-10-08
P02164,Gold,2025-10-08,
P02165,Basic,2023-11-24,
P02166,Platinum,2023-08-08,
P02167,Basic,2023-04-27,
P02168,Basic,2023-01-26,
P02169,Basic,2024-05-03,
P02170,Basic,2024-04-14,
P02171,Basic,2024-07-05,
P02172,Platinum,2023-11-10,
P02173,Gold,2024-03-23,
P02174,Basic,2024-10-26,
P02175,Gold,2023-06-22,
P02176,Basic,2023-03-06,
P02177,Basic,2024-03-01,
P02178,Basic,2023-11-30,
P02179,Gold,2023-04-30,
P02180,Basic,2023-03-28,
P02181,Gold,2024-05-31,
P02182,Basic,2024-04-26,
P02183,Basic,2023-05-03,
P02184,Platinum,2024-06-06,
P02185,Basic,2023-11-19,
P02186,Basic,2023-09-29,
P02187,Gold,2023-12-26,2025-09-07
P02187,Platinum,2025-09-07,
P02188,Basic,2024-01-03,2025-08-13
P02188,Gold,2025-08-13,
P02189,Basic,2023-11-26,2025-03-14
P02189,Gold,2025-03-14,
P02190,Basic,2024-03-21,
P02191,Basic,2024-01-05,
P02192,Gold,2024-11-02,2025-07-04
P02192,Platinum,2025-07-04,
P02193,Gold,2024-09-12,
P02194,Basic,2024-05-18,2025-05-26
P02194,Gold,2025-05-26,
P02195,Basic,2023-11-29,2025-03-30
P02195,Gold,2025-03-30,
P02196,Gold,2024-02-15,
P02197,Basic,2024-06-26,2025-04-23
P02197,Gold,2025-04-23,
P02198,Basic,2023-03-14,
P02199,Basic,2023-08-24,
P02200,Basic,2023-04-04,
P02201,Platinum,2024-05-13,
P02202,Gold,2024-05-02,
P02203,Gold,2023-06-27,
P02204,Gold,2023-06-25,
P02205,Basic,2024-03-19,2025-06-22
P02205,Gold,2025-06-22,
P02206,Basic,2023-09-22,2025-10-17
P02206,Gold,2025-10-17,
P02207,Basic,2023-04-30,
P02208,Basic,2024-02-07,2025-04-21
P02208,Gold,2025-04-21,
P02209,Basic,2023-07-09,
P02210,Basic,2024-03-15,2025-10-17
P02210,Gold,2025-10-17,
P02211,Basic,2023-09-08,
P02212,Platinum,2024-10-02,
P02213,Basic,2023-08-18,
P02214,Basic,2024-07-13,
P02215,Basic,2023-05-15,
P02216,Basic,2024-08-03,
P02217,Basic,2024-02-04,2025-06-08
P02217,Gold,2025-06-08,
P02218,Basic,2023-04-09,
P02219,Basic,2024-02-07,
P02220,Basic,2024-11-14,2025-05-04
P02220,Gold,2025-05-04,
P02221,Basic,2023-07-02,
P02222,Basic,2023-10-10,
P02223,Basic,2023-09-25,
P02224,Basic,2024-06-02,2025-04-18
P02224,Gold,2025-04-18,
P02225,Basic,2024-10-22,
P02226,Basic,2023-01-02,
P02227,Basic,2024-11-24,
P02228,Basic,2024-04-10,
P02229,Gold,2024-02-22,2025-03-29
P02229,Platinum,2025-03-29,
P02230,Basic,2024-07-07,
P02231,Basic,2023-02-11,2025-07-23
P02231,Gold,2025-07-23,
P02232,Basic,2024-11-09,
P02233,Basic,2023-06-08,2025-07-03
P02233,Gold,2025-07-03,
P02234,Gold,2024-07-17,
P02235,Gold,2024-08-16,
P02236,Basic,2023-03-13,
P02237,Basic,2023-02-01,2025-05-16
P02237,Gold,2025-05-16,
P02238,Basic,2023-07-09,2025-05-10
P02238,Gold,2025-05-10,
P02239,Basic,2024-06-29,
P02240,Basic,2023-11-08,
P02241,Basic,2024-04-08,2025-06-16
P02241,Gold,2025-06-16,
P02242,Gold,2023-06-27,
P02243,Gold,2023-07-23,
P02244,Basic,2023-12-04,
P02245,Basic,2024-09-30,
P02246,Basic,2024-01-11,
P02247,Basic,2023-06-05,2025-07-10
P02247,Gold,2025-07-10,
P02248,Platinum,2023-10-03,
P02249,Basic,2023-06-15,
P02250,Basic,2023-02-20,
P02251,Basic,2024-10-08,
P02252,Basic,2023-07-31,
P02253,Basic,2023-02-24,2025-04-20
P02253,Gold,2025-04-20,
P02254,Gold,2024-06-28,2025-07-28
P02254,Platinum,2025-07-28,
P02255,Basic,2023-10-23,2025-10-08
P02255,Gold,2025-10-08,
P02256,Basic,2023-02-07,2025-03-20
P02256,Gold,2025-03-20,
P02257,Basic,2023-04-07,
P02258,Gold,2024-09-07,
P02259,Basic,2024-02-02,
P02260,Basic,2024-10-23,
P02261,Basic,2024-11-30,
P02262,Basic,2023-01-08,2025-07-27
P02262,Gold,2025-07-27,
P02263,Gold,2023-03-07,2025-10-21
P02263,Platinum,2025-10-21,
P02264,Basic,2024-01-25,
P02265,Basic,2024-04-24,
P02266,Basic,2023-05-09,
P02267,Basic,2023-02-22,
P02268,Basic,2023-03-15,2025-05-20
P02268,Gold,2025-05-20,
P02269,Basic,2023-04-13,
P02270,Basic,2024-11-30,
P02271,Basic,2024-01-13,
P02272,Basic,2023-06-02,
P02273,Basic,2024-04-11,2025-09-06
P02273,Gold,2025-09-06,
P02274,Basic,2023-04-20,2025-08-19
P02274,Gold,2025-08-19,
P02275,Basic,2023-11-01,2025-05-11
P02275,Gold,2025-05-11,
P02276,Basic,2023-01-03,
P02277,Gold,2024-03-08,
P02278,Basic,2024-04-24,
P02279,Basic,2024-05-21,
P02280,Basic,2023-07-10,2025-07-25
P02280,Gold,2025-07-25,
P02281,Basic,2023-01-17,
P02282,Basic,2023-09-03,
P02283,Basic,2023-09-18,2025-05-15
P02283,Gold,2025-05-15,
P02284,Basic,2024-01-30,
P02285,Basic,2024-06-02,2025-06-24
P02285,Gold,2025-06-24,
P02286,Basic,2024-10-08,
P02287,Basic,2024-06-01,
P02288,Basic,2023-11-05,
P02289,Gold,2024-11-15,2025-06-27
P02289,Platinum,2025-06-27,
P02290,Basic,2024-05-01,
P02291,Basic,2024-10-18,
P02292,Basic,2024-10-05,
P02293,Basic,2023-04-02,
P02294,Gold,2023-03-22,2025-04-23
P02294,Platinum,2025-04-23,
P02295,Basic,2023-07-28,
P02296,Basic,2023-05-23,
P02297,Basic,2024-11-05,2025-10-23
P02297,Gold,2025-10-23,
P02298,Platinum,2024-01-22,
P02299,Basic,2023-12-26,2025-08-01
P02299,Gold,2025-08-01,
P02300,Gold,2024-07-05,2025-10-13
P02300,Platinum,2025-10-13,
P02301,Gold,2023-04-05,
P02302,Basic,2024-03-26,2025-09-26
P02302,Gold,2025-09-26,
P02303,Gold,2024-05-22,2025-07-03
P02303,Platinum,2025-07-03,
P02304,Basic,2023-04-01,
P02305,Basic,2024-05-17,2025-09-14
P02305,Gold,2025-09-14,
P02306,Basic,2023-06-16,2025-04-01
P02306,Gold,2025-04-01,
P02307,Basic,2023-04-18,
P02308,Basic,2024-07-05,
P02309,Basic,2023-03-16,
P02310,Basic,2023-01-09,2025-04-06
P02310,Gold,2025-04-06,
P02311,Basic,2024-11-01,
P02312,Basic,2023-10-05,
P02313,Gold,2024-08-04,
P02314,Gold,2024-06-09,
P02315,Basic,2023-08-22,2025-05-27
P02315,Gold,2025-05-27,
P02316,Basic,2024-08-07,2025-10-14
P02316,Gold,2025-10-14,
P02317,Basic,2023-05-07,
P02318,Gold,2024-06-29,2025-03-15
P02318,Platinum,2025-03-15,
P02319,Gold,2024-03-29,
P02320,Basic,2024-05-05,
P02321,Basic,2023-12-11,
P02322,Basic,2024-08-19,
P02323,Basic,2024-03-20,
P02324,Basic,2024-03-22,
P02325,Basic,2024-02-17,
P02326,Basic,2024-07-11,
P02327,Basic,2024-08-17,
P02328,Platinum,2024-06-29,
P02329,Basic,2023-03-02,
P02330,Basic,2023-05-31,
P02331,Basic,2023-02-11,
P02332,Gold,2024-04-23,
P02333,Basic,2023-07-04,
P02334,Gold,2023-05-13,2025-06-09
P02334,Platinum,2025-06-09,
P02335,Basic,2024-03-07,2025-03-08
P02335,Gold,2025-03-08,
P02336,Basic,2024-06-12,2025-10-14
P02336,Gold,2025-10-14,
P02337,Gold,2023-03-12,
P02338,Basic,2023-09-01,
P02339,Gold,2023-08-30,
P02340,Gold,2024-10-20,
P02341,Basic,2023-03-04,
P02342,Basic,2023-04-16,
P02343,Basic,2024-01-10,2025-06-11
P02343,Gold,2025-06-11,
P02344,Basic,2024-01-05,2025-04-24
P02344,Gold,2025-04-24,
P02345,Basic,2023-01-29,
P02346,Platinum,2023-05-28,
P02347,Basic,2024-02-11,
P02348,Basic,2023-06-12,
P02349,Basic,2023-05-16,2025-06-15
P02349,Gold,2025-06-15,
P02350,Basic,2024-05-19,
P02351,Gold,2023-10-21,
P02352,Gold,2023-02-09,2025-08-09
P02352,Platinum,2025-08-09,
P02353,Basic,2024-02-22,
P02354,Basic,2023-07-11,
P02355,Basic,2024-02-14,
P02356,Basic,2023-12-04,
P02357,Basic,2024-03-27,
P02358,Platinum,2024-01-27,
P02359,Basic,2024-01-10,
P02360,Basic,2023-12-12,
P02361,Basic,2023-12-18,
P02362,Basic,2024-05-31,
P02363,Gold,2023-03-14,
P02364,Basic,2024-01-25,
P02365,Basic,2023-06-03,2025-05-22
P02365,Gold,2025-05-22,
P02366,Basic,2024-03-22,2025-08-29
P02366,Gold,2025-08-29,
P02367,Basic,2023-10-17,2025-08-29
P02367,Gold,2025-08-29,
P02368,Gold,2023-10-09,2025-03-21
P02368,Platinum,2025-03-21,
P02369,Basic,2023-11-27,
P02370,Basic,2024-03-24,
P02371,Basic,2024-08-23,
P02372,Basic,2024-09-17,
P02373,Basic,2024-01-25,
P02374,Basic,2024-09-20,
P02375,Gold,2024-05-30,2025-09-04
P02375,Platinum,2025-09-04,
P02376,Basic,2023-03-23,2025-10-21
P02376,Gold,2025-10-21,
P02377,Basic,2024-04-04,
P02378,Basic,2023-03-19,
P02379,Basic,2023-03-17,
P02380,Gold,2024-04-04,2025-10-23
P02380,Platinum,2025-10-23,
P02381,Gold,2023-12-20,2025-04-09
P02381,Platinum,2025-04-09,
P02382,Basic,2024-06-09,
P02383,Basic,2023-03-13,
P02384,Basic,2024-09-15,
P02385,Gold,2023-01-19,
P02386,Basic,2023-07-16,
P02387,Basic,2023-02-03,2025-03-07
P02387,Gold,2025-03-07,
P02388,Basic,2023-10-28,2025-07-29
P02388,Gold,2025-07-29,
P02389,Basic,2024-05-18,
P02390,Gold,2023-07-26,2025-08-30
P02390,Platinum,2025-08-30,
P02391,Basic,2024-10-29,
P02392,Basic,2023-09-27,
P02393,Gold,2024-02-03,
P02394,Basic,2023-11-02,
P02395,Basic,2023-04-10,
P02396,Platinum,2023-05-20,
P02397,Gold,2023-05-13,
P02398,Basic,2023-03-09,
P02399,Basic,2023-05-11,
P02400,Basic,2023-11-03,
P02401,Basic,2023-10-22,
P02402,Gold,2024-02-20,
P02403,Basic,2023-08-29,2025-04-07
P02403,Gold,2025-04-07,
P02404,Basic,2023-03-01,
P02405,Basic,2023-10-03,
P02406,Basic,2023-09-03,
P02407,Basic,2023-07-24,
P02408,Basic,2023-05-20,
P02409,Gold,2023-09-06,
P02410,Basic,2024-05-08,
P02411,Basic,2023-05-18,2025-04-14
P02411,Gold,2025-04-14,
P02412,Basic,2023-06-29,
P02413,Basic,2023-03-04,2025-05-29
P02413,Gold,2025-05-29,
P02414,Basic,2023-11-07,2025-09-08
P02414,Gold,2025-09-08,
P02415,Basic,2023-05-14,2025-10-02
P02415,Gold,2025-10-02,
P02416,Gold,2024-01-29,
P02417,Basic,2023-05-01,
P02418,Gold,2023-03-25,2025-08-30
P02418,Platinum,2025-08-30,
P02419,Basic,2024-04-21,
P02420,Basic,2024-09-06,
P02421,Basic,2023-04-18,
P02422,Gold,2023-12-11,
P02423,Basic,2024-03-04,
P02424,Basic,2024-01-11,2025-08-10
P02424,Gold,2025-08-10,
P02425,Basic,2024-07-06,2025-06-21
P02425,Gold,2025-06-21,
P02426,Basic,2023-01-27,
P02427,Basic,2024-12-01,2025-07-03
P02427,Gold,2025-07-03,
P02428,Basic,2024-09-11,2025-05-07
P02428,Gold,2025-05-07,
P02429,Basic,2023-07-12,
P02430,Basic,2024-07-05,2025-06-28
P02430,Gold,2025-06-28,
P02431,Basic,2023-02-23,
P02432,Platinum,2023-08-19,
P02433,Basic,2023-05-02,2025-03-23
P02433,Gold,2025-03-23,
P02434,Gold,2023-04-11,
P02435,Gold,2024-06-03,
P02436,Basic,2024-03-27,
P02437,Basic,2023-02-12,2025-07-19
P02437,Gold,2025-07-19,
P02438,Platinum,2024-02-29,
P02439,Basic,2023-04-16,2025-06-28
P02439,Gold,2025-06-28,
P02440,Basic,2024-02-27,
P02441,Basic,2023-02-14,
P02442,Basic,2024-06-13,2025-10-02
P02442,Gold,2025-10-02,
P02443,Basic,2023-01-16,
P02444,Gold,2024-01-29,
P02445,Basic,2023-11-24,2025-05-20
P02445,Gold,2025-05-20,
P02446,Basic,2023-09-26,
P02447,Gold,2023-04-27,
P02448,Basic,2023-10-02,
P02449,Basic,2024-10-30,
P02450,Basic,2023-05-02,
P02451,Basic,2023-08-28,
P02452,Basic,2024-01-16,
P02453,Basic,2024-04-03,
P02454,Gold,2024-07-12,
P02455,Basic,2024-07-30,
P02456,Basic,2023-08-18,
P02457,Basic,2023-10-27,
P02458,Basic,2023-06-01,
P02459,Basic,2023-06-27,2025-04-02
P02459,Gold,2025-04-02,
P02460,Basic,2023-10-24,2025-10-17
P02460,Gold,2025-10-17,
P02461,Basic,2023-04-20,
P02462,Basic,2023-07-03,
P02463,Gold,2023-11-27,2025-07-17
P02463,Platinum,2025-07-17,
P02464,Basic,2024-04-26,
P02465,Basic,2023-05-11,
P02466,Platinum,2024-09-25,
P02467,Gold,2023-07-01,
P02468,Basic,2023-03-22,
P02469,Basic,2023-02-16,
P02470,Basic,2024-03-25,2025-09-14
P02470,Gold,2025-09-14,
P02471,Gold,2023-06-17,
P02472,Gold,2023-08-06,
P02473,Basic,2023-10-28,
P02474,Basic,2023-09-21,
P02475,Basic,2024-05-09,
P02476,Basic,2024-01-06,
P02477,Basic,2024-07-06,
P02478,Basic,2024-08-24,
P02479,Basic,2023-11-08,
P02480,Basic,2024-06-10,
P02481,Gold,2023-03-05,
P02482,Basic,2023-09-23,2025-04-22
P02482,Gold,2025-04-22,
P02483,Gold,2023-02-09,
P02484,Basic,2023-07-10,
P02485,Platinum,2023-06-30,
P02486,Basic,2024-09-13,
P02487,Basic,2023-08-25,2025-10-18
P02487,Gold,2025-10-18,
P02488,Basic,2023-07-08,2025-07-06
P02488,Gold,2025-07-06,
P02489,Basic,2024-09-12,
P02490,Basic,2024-07-19,
P02491,Basic,2023-08-03,
P02492,Gold,2024-01-30,2025-10-07
P02492,Platinum,2025-10-07,
P02493,Gold,2024-09-07,2025-08-23
P02493,Platinum,2025-08-23,
P02494,Basic,2024-05-04,
P02495,Basic,2024-03-16,
P02496,Platinum,2024-09-01,
P02497,Basic,2024-04-25,2025-05-27
P02497,Gold,2025-05-27,
P02498,Basic,2024-07-26,2025-04-18
P02498,Gold,2025-04-18,
P02499,Basic,2023-01-09,
P02500,Gold,2024-10-09,
P02501,Basic,2023-05-20,
P02502,Gold,2023-01-09,
P02503,Basic,2023-12-17,
P02504,Gold,2023-06-29,2025-04-08
P02504,Platinum,2025-04-08,
P02505,Gold,2024-08-04,
P02506,Basic,2023-05-11,2025-10-12
P02506,Gold,2025-10-12,
P02507,Basic,2023-07-02,
P02508,Basic,2024-11-24,
P02509,Basic,2023-03-10,
P02510,Basic,2023-05-18,2025-10-14
P02510,Gold,2025-10-14,
P02511,Basic,2023-11-05,
P02512,Basic,2023-12-06,
P02513,Basic,2023-08-19,
P02514,Basic,2024-07-15,
P02515,Basic,2023-08-31,
P02516,Basic,2023-04-20,2025-09-05
P02516,Gold,2025-09-05,
P02517,Basic,2023-11-18,2025-07-25
P02517,Gold,2025-07-25,
P02518,Basic,2023-11-29,
P02519,Basic,2023-01-13,2025-07-26
P02519,Gold,2025-07-26,
P02520,Basic,2024-07-15,
P02521,Gold,2023-04-04,
P02522,Basic,2024-03-15,
P02523,Gold,2024-03-19,
P02524,Basic,2023-08-07,
P02525,Basic,2023-11-30,
P02526,Basic,2023-08-09,
P02527,Gold,2024-08-27,
P02528,Basic,2024-05-27,
P02529,Basic,2024-01-11,
P02530,Basic,2023-01-10,
P02531,Basic,2023-10-17,2025-07-29
P02531,Gold,2025-07-29,
P02532,Basic,2023-03-01,
P02533,Basic,2023-08-08,
P02534,Platinum,2023-10-29,
P02535,Basic,2023-09-22,2025-10-21
P02535,Gold,2025-10-21,
P02536,Basic,2024-05-15,
P02537,Basic,2023-09-15,
P02538,Basic,2024-02-01,
P02539,Basic,2023-11-27,2025-09-29
P02539,Gold,2025-09-29,
P02540,Basic,2024-01-09,
P02541,Basic,2023-11-24,
P02542,Basic,2023-11-22,
P02543,Basic,2024-09-25,
P02544,Basic,2023-05-11,2025-09-14
P02544,Gold,2025-09-14,
P02545,Gold,2024-04-21,2025-05-18
P02545,Platinum,2025-05-18,
P02546,Basic,2024-08-30,
P02547,Basic,2024-03-03,2025-10-14
P02547,Gold,2025-10-14,
P02548,Basic,2023-10-30,
P02549,Basic,2024-08-09,
P02550,Basic,2023-01-28,
P02551,Gold,2023-03-30,
P02552,Basic,2023-07-26,
P02553,Basic,2023-07-07,
P02554,Basic,2023-03-10,
P02555,Basic,2024-06-23,2025-08-11
P02555,Gold,2025-08-11,
P02556,Basic,2023-02-19,
P02557,Basic,2024-08-25,
P02558,Basic,2024-04-17,
P02559,Basic,2023-06-18,2025-04-22
P02559,Gold,2025-04-22,
P02560,Basic,2023-03-29,2025-07-16
P02560,Gold,2025-07-16,
P02561,Basic,2023-06-27,2025-04-30
P02561,Gold,2025-04-30,
P02562,Basic,2024-11-28,
P02563,Basic,2024-08-27,2025-10-13
P02563,Gold,2025-10-13,
P02564,Basic,2023-10-30,
P02565,Basic,2024-03-06,2025-06-19
P02565,Gold,2025-06-19,
P02566,Basic,2024-03-18,
P02567,Platinum,2024-01-21,
P02568,Basic,2023-12-27,2025-04-24
P02568,Gold,2025-04-24,
P02569,Gold,2023-12-14,
P02570,Gold,2024-10-16,
P02571,Basic,2024-05-15,
P02572,Gold,2024-05-06,2025-10-27
P02572,Platinum,2025-10-27,
P02573,Gold,2023-03-25,
P02574,Basic,2023-12-02,
P02575,Basic,2023-08-08,2025-10-16
P02575,Gold,2025-10-16,
P02576,Basic,2024-02-04,
P02577,Basic,2023-09-14,
P02578,Basic,2024-02-15,
P02579,Gold,2023-10-24,
P02580,Basic,2024-02-25,
P02581,Basic,2023-10-16,
P02582,Gold,2024-10-06,
P02583,Basic,2023-08-30,
P02584,Basic,2024-06-24,2025-05-10
P02584,Gold,2025-05-10,
P02585,Basic,2023-11-04,2025-10-05
P02585,Gold,2025-10-05,
P02586,Gold,2024-09-15,
P02587,Basic,2023-08-10,
P02588,Basic,2023-12-22,
P02589,Basic,2024-08-09,
P02590,Basic,2023-12-28,
P02591,Basic,2023-06-25,
P02592,Gold,2024-04-10,
P02593,Basic,2024-12-02,
P02594,Basic,2024-08-01,
P02595,Gold,2023-02-23,
P02596,Basic,2023-07-09,
P02597,Gold,2023-06-01,
P02598,Basic,2023-02-13,
P02599,Gold,2023-11-25,
P02600,Basic,2023-04-26,2025-10-13
P02600,Gold,2025-10-13,
P02601,Basic,2023-01-12,
P02602,Basic,2024-03-30,
P02603,Gold,2023-11-03,
P02604,Gold,2023-01-11,
P02605,Basic,2024-04-25,
P02606,Basic,2024-06-22,
P02607,Gold,2024-08-19,2025-07-21
P02607,Platinum,2025-07-21,
P02608,Basic,2023-09-09,
P02609,Basic,2024-04-02,
P02610,Basic,2023-11-22,
P02611,Basic,2024-08-19,2025-06-28
P02611,Gold,2025-06-28,
P02612,Basic,2023-02-07,2025-10-10
P02612,Gold,2025-10-10,
P02613,Basic,2023-06-22,
P02614,Basic,2023-04-16,2025-05-16
P02614,Gold,2025-05-16,
P02615,Gold,2023-09-04,
P02616,Basic,2024-05-30,
P02617,Basic,2024-11-22,
P02618,Platinum,2024-06-30,
P02619,Basic,2024-01-13,
P02620,Basic,2024-01-15,2025-06-19
P02620,Gold,2025-06-19,
P02621,Basic,2023-11-28,
P02622,Basic,2023-06-15,
P02623,Basic,2024-10-04,
P02624,Basic,2023-12-09,
P02625,Platinum,2023-10-18,
