trip_id,route_id,bus_fleet_id,scheduled_departure_ts,scheduled_arrival_ts
TRIP-003214,RTE-16,BUS-034,2025-08-23 00:00:00,2025-08-23 07:34:00
TRIP-003215,RTE-27,BUS-028,2025-12-09 06:00:00,2025-12-09 17:39:00
TRIP-003216,RTE-14,BUS-021,2025-10-22 06:00:00,2025-10-22 18:02:00
TRIP-003217,RTE-30,BUS-056,2025-10-23 12:00:00,2025-10-24 00:25:00
TRIP-003218,RTE-02,BUS-017,2025-09-23 06:00:00,2025-09-23 08:46:00
TRIP-003219,RTE-08,BUS-001,2025-02-22 06:00:00,2025-02-22 12:05:00
TRIP-003220,RTE-26,BUS-025,2025-12-22 18:00:00,2025-12-22 22:00:00
TRIP-003221,RTE-15,BUS-052,2025-12-09 18:00:00,2025-12-09 23:11:00
TRIP-003222,RTE-15,BUS-010,2025-12-23 18:00:00,2025-12-23 23:11:00
TRIP-003223,RTE-11,BUS-059,2025-11-08 06:00:00,2025-11-08 14:14:00
TRIP-003224,RTE-19,BUS-062,2025-09-09 00:00:00,2025-09-09 03:11:00
TRIP-003225,RTE-14,BUS-014,2025-02-09 06:00:00,2025-02-09 18:02:00
TRIP-003226,RTE-30,BUS-039,2025-03-23 00:00:00,2025-03-23 12:25:00
TRIP-003227,RTE-25,BUS-063,2025-03-23 12:00:00,2025-03-23 21:38:00
TRIP-003228,RTE-07,BUS-064,2025-02-23 06:00:00,2025-02-23 15:42:00
TRIP-003229,RTE-25,BUS-050,2025-05-09 18:00:00,2025-05-10 03:38:00
TRIP-003230,RTE-17,BUS-014,2025-02-22 12:00:00,2025-02-22 14:39:00
TRIP-003231,RTE-18,BUS-041,2025-02-22 18:00:00,2025-02-23 03:00:00
TRIP-003232,RTE-18,BUS-004,2025-05-23 00:00:00,2025-05-23 09:00:00
TRIP-003233,RTE-03,BUS-025,2025-10-23 12:00:00,2025-10-23 15:02:00
TRIP-003234,RTE-24,BUS-069,2025-10-09 06:00:00,2025-10-09 17:14:00
TRIP-003235,RTE-25,BUS-011,2025-10-09 18:00:00,2025-10-10 03:38:00
TRIP-003236,RTE-05,BUS-026,2025-09-09 00:00:00,2025-09-09 12:23:00
TRIP-003237,RTE-24,BUS-071,2025-03-22 12:00:00,2025-03-22 23:14:00
TRIP-003238,RTE-02,BUS-042,2025-11-22 12:00:00,2025-11-22 14:46:00
TRIP-003239,RTE-01,BUS-063,2025-12-23 00:00:00,2025-12-23 07:44:00
TRIP-003240,RTE-02,BUS-024,2025-12-23 12:00:00,2025-12-23 14:46:00
TRIP-003241,RTE-29,BUS-065,2025-02-23 06:00:00,2025-02-23 16:43:00
TRIP-003242,RTE-01,BUS-068,2025-01-23 18:00:00,2025-01-24 01:44:00
TRIP-003243,RTE-21,BUS-034,2025-08-22 12:00:00,2025-08-22 20:11:00
TRIP-003244,RTE-22,BUS-001,2025-08-23 00:00:00,2025-08-23 06:10:00
TRIP-003245,RTE-28,BUS-057,2025-02-08 12:00:00,2025-02-08 20:59:00
TRIP-003246,RTE-30,BUS-013,2025-02-22 06:00:00,2025-02-22 18:25:00
TRIP-003247,RTE-17,BUS-039,2025-01-09 06:00:00,2025-01-09 08:39:00
TRIP-003248,RTE-20,BUS-020,2025-07-09 06:00:00,2025-07-09 12:10:00
TRIP-003249,RTE-14,BUS-013,2025-10-09 00:00:00,2025-10-09 12:02:00
TRIP-003250,RTE-28,BUS-069,2025-10-09 06:00:00,2025-10-09 14:59:00
TRIP-003251,RTE-27,BUS-037,2025-05-22 18:00:00,2025-05-23 05:39:00
TRIP-003252,RTE-10,BUS-007,2025-05-23 06:00:00,2025-05-23 14:41:00
TRIP-003253,RTE-29,BUS-049,2025-11-22 12:00:00,2025-11-22 22:43:00
TRIP-003254,RTE-30,BUS-049,2025-11-23 00:00:00,2025-11-23 12:25:00
TRIP-003255,RTE-01,BUS-010,2025-07-23 06:00:00,2025-07-23 13:44:00
TRIP-003256,RTE-14,BUS-004,2025-08-08 18:00:00,2025-08-09 06:02:00
TRIP-003257,RTE-28,BUS-023,2025-03-08 18:00:00,2025-03-09 02:59:00
TRIP-003258,RTE-08,BUS-021,2025-03-23 06:00:00,2025-03-23 12:05:00
TRIP-003259,RTE-09,BUS-064,2025-03-23 12:00:00,2025-03-23 19:49:00
TRIP-003260,RTE-02,BUS-079,2025-07-23 06:00:00,2025-07-23 08:46:00
TRIP-003261,RTE-03,BUS-032,2025-07-23 12:00:00,2025-07-23 15:02:00
TRIP-003262,RTE-13,BUS-014,2025-08-08 12:00:00,2025-08-08 18:37:00
TRIP-003263,RTE-14,BUS-070,2025-08-09 00:00:00,2025-08-09 12:02:00
TRIP-003264,RTE-29,BUS-041,2025-08-09 12:00:00,2025-08-09 22:43:00
TRIP-003265,RTE-12,BUS-053,2025-07-09 18:00:00,2025-07-09 22:27:00
TRIP-003266,RTE-29,BUS-049,2025-01-09 00:00:00,2025-01-09 10:43:00
TRIP-003267,RTE-07,BUS-043,2025-10-08 06:00:00,2025-10-08 15:42:00
TRIP-003268,RTE-08,BUS-013,2025-10-08 18:00:00,2025-10-09 00:05:00
TRIP-003269,RTE-09,BUS-069,2025-10-09 00:00:00,2025-10-09 07:49:00
TRIP-003270,RTE-17,BUS-044,2025-11-09 12:00:00,2025-11-09 14:39:00
TRIP-003271,RTE-12,BUS-063,2025-10-08 06:00:00,2025-10-08 10:27:00
TRIP-003272,RTE-25,BUS-011,2025-05-22 06:00:00,2025-05-22 15:38:00
TRIP-003273,RTE-01,BUS-073,2025-05-22 18:00:00,2025-05-23 01:44:00
TRIP-003274,RTE-02,BUS-054,2025-05-23 06:00:00,2025-05-23 08:46:00
TRIP-003275,RTE-10,BUS-061,2025-11-08 12:00:00,2025-11-08 20:41:00
TRIP-003276,RTE-01,BUS-062,2025-03-08 06:00:00,2025-03-08 13:44:00
TRIP-003277,RTE-12,BUS-060,2025-06-09 18:00:00,2025-06-09 22:27:00
TRIP-003278,RTE-21,BUS-057,2025-02-08 06:00:00,2025-02-08 14:11:00
TRIP-003279,RTE-01,BUS-058,2025-04-23 00:00:00,2025-04-23 07:44:00
TRIP-003280,RTE-02,BUS-025,2025-01-08 12:00:00,2025-01-08 14:46:00
TRIP-003281,RTE-17,BUS-072,2025-08-23 00:00:00,2025-08-23 02:39:00
TRIP-003282,RTE-24,BUS-076,2025-07-23 12:00:00,2025-07-23 23:14:00
TRIP-003283,RTE-05,BUS-043,2025-03-22 06:00:00,2025-03-22 18:23:00
TRIP-003284,RTE-21,BUS-016,2025-01-09 00:00:00,2025-01-09 08:11:00
TRIP-003285,RTE-06,BUS-001,2025-06-23 06:00:00,2025-06-23 09:36:00
TRIP-003286,RTE-14,BUS-005,2025-04-09 00:00:00,2025-04-09 12:02:00
TRIP-003287,RTE-13,BUS-002,2025-05-09 00:00:00,2025-05-09 06:37:00
TRIP-003288,RTE-02,BUS-024,2025-05-09 12:00:00,2025-05-09 14:46:00
TRIP-003289,RTE-10,BUS-047,2025-11-23 00:00:00,2025-11-23 08:41:00
TRIP-003290,RTE-24,BUS-059,2025-04-09 00:00:00,2025-04-09 11:14:00
TRIP-003291,RTE-22,BUS-028,2025-02-23 12:00:00,2025-02-23 18:10:00
TRIP-003292,RTE-01,BUS-039,2025-05-22 12:00:00,2025-05-22 19:44:00
TRIP-003293,RTE-02,BUS-076,2025-05-23 00:00:00,2025-05-23 02:46:00
TRIP-003294,RTE-26,BUS-059,2025-08-09 06:00:00,2025-08-09 10:00:00
TRIP-003295,RTE-12,BUS-014,2025-05-23 06:00:00,2025-05-23 10:27:00
TRIP-003296,RTE-13,BUS-028,2025-03-09 00:00:00,2025-03-09 06:37:00
TRIP-003297,RTE-13,BUS-045,2025-01-22 18:00:00,2025-01-23 00:37:00
TRIP-003298,RTE-14,BUS-065,2025-01-23 06:00:00,2025-01-23 18:02:00
TRIP-003299,RTE-11,BUS-024,2025-05-08 12:00:00,2025-05-08 20:14:00
TRIP-003300,RTE-12,BUS-060,2025-05-09 00:00:00,2025-05-09 04:27:00
TRIP-003301,RTE-13,BUS-064,2025-05-09 06:00:00,2025-05-09 12:37:00
TRIP-003302,RTE-19,BUS-049,2025-04-08 12:00:00,2025-04-08 15:11:00
TRIP-003303,RTE-07,BUS-075,2025-02-22 18:00:00,2025-02-23 03:42:00
TRIP-003304,RTE-01,BUS-040,2025-07-09 06:00:00,2025-07-09 13:44:00
TRIP-003305,RTE-19,BUS-080,2025-04-23 06:00:00,2025-04-23 09:11:00
TRIP-003306,RTE-28,BUS-001,2025-01-22 06:00:00,2025-01-22 14:59:00
TRIP-003307,RTE-22,BUS-058,2025-09-22 06:00:00,2025-09-22 12:10:00
TRIP-003308,RTE-01,BUS-039,2025-12-09 00:00:00,2025-12-09 07:44:00
TRIP-003309,RTE-02,BUS-075,2025-12-09 12:00:00,2025-12-09 14:46:00
TRIP-003310,RTE-12,BUS-072,2025-11-23 18:00:00,2025-11-23 22:27:00
TRIP-003311,RTE-22,BUS-024,2025-04-22 12:00:00,2025-04-22 18:10:00
TRIP-003312,RTE-18,BUS-035,2025-03-09 12:00:00,2025-03-09 21:00:00
TRIP-003313,RTE-29,BUS-049,2025-11-08 12:00:00,2025-11-08 22:43:00
TRIP-003314,RTE-20,BUS-039,2025-11-09 00:00:00,2025-11-09 06:10:00
TRIP-003315,RTE-05,BUS-053,2025-07-22 06:00:00,2025-07-22 18:23:00
TRIP-003316,RTE-29,BUS-039,2025-05-23 12:00:00,2025-05-23 22:43:00
TRIP-003317,RTE-04,BUS-078,2025-05-23 00:00:00,2025-05-23 06:03:00
TRIP-003318,RTE-28,BUS-019,2025-09-08 12:00:00,2025-09-08 20:59:00
TRIP-003319,RTE-06,BUS-052,2025-08-09 06:00:00,2025-08-09 09:36:00
TRIP-003320,RTE-01,BUS-009,2025-02-09 00:00:00,2025-02-09 07:44:00
TRIP-003321,RTE-02,BUS-006,2025-02-09 12:00:00,2025-02-09 14:46:00
TRIP-003322,RTE-29,BUS-041,2025-01-22 06:00:00,2025-01-22 16:43:00
TRIP-003323,RTE-09,BUS-076,2025-04-09 00:00:00,2025-04-09 07:49:00
TRIP-003324,RTE-28,BUS-033,2025-04-09 12:00:00,2025-04-09 20:59:00
TRIP-003325,RTE-05,BUS-078,2025-10-22 06:00:00,2025-10-22 18:23:00
TRIP-003326,RTE-06,BUS-047,2025-10-22 18:00:00,2025-10-22 21:36:00
TRIP-003327,RTE-10,BUS-028,2025-12-23 12:00:00,2025-12-23 20:41:00
TRIP-003328,RTE-10,BUS-045,2025-03-08 12:00:00,2025-03-08 20:41:00
TRIP-003329,RTE-27,BUS-021,2025-03-22 06:00:00,2025-03-22 17:39:00
TRIP-003330,RTE-02,BUS-062,2025-11-08 18:00:00,2025-11-08 20:46:00
TRIP-003331,RTE-03,BUS-076,2025-11-09 00:00:00,2025-11-09 03:02:00
TRIP-003332,RTE-04,BUS-066,2025-11-09 06:00:00,2025-11-09 12:03:00
TRIP-003333,RTE-22,BUS-058,2025-08-09 12:00:00,2025-08-09 18:10:00
TRIP-003334,RTE-26,BUS-042,2025-07-09 18:00:00,2025-07-09 22:00:00
TRIP-003335,RTE-09,BUS-054,2025-03-09 12:00:00,2025-03-09 19:49:00
TRIP-003336,RTE-20,BUS-058,2025-10-23 06:00:00,2025-10-23 12:10:00
TRIP-003337,RTE-15,BUS-064,2025-04-09 06:00:00,2025-04-09 11:11:00
TRIP-003338,RTE-01,BUS-010,2025-05-08 18:00:00,2025-05-09 01:44:00
TRIP-003339,RTE-22,BUS-079,2025-12-09 12:00:00,2025-12-09 18:10:00
TRIP-003340,RTE-06,BUS-044,2025-07-23 00:00:00,2025-07-23 03:36:00
TRIP-003341,RTE-27,BUS-066,2025-01-22 12:00:00,2025-01-22 23:39:00
TRIP-003342,RTE-14,BUS-020,2025-12-09 12:00:00,2025-12-10 00:02:00
TRIP-003343,RTE-07,BUS-015,2025-10-23 00:00:00,2025-10-23 09:42:00
TRIP-003344,RTE-01,BUS-005,2025-03-23 00:00:00,2025-03-23 07:44:00
TRIP-003345,RTE-11,BUS-009,2025-02-09 12:00:00,2025-02-09 20:14:00
TRIP-003346,RTE-06,BUS-002,2025-08-22 12:00:00,2025-08-22 15:36:00
TRIP-003347,RTE-30,BUS-035,2025-12-09 06:00:00,2025-12-09 18:25:00
TRIP-003348,RTE-30,BUS-013,2025-11-22 06:00:00,2025-11-22 18:25:00
TRIP-003349,RTE-13,BUS-021,2025-02-23 06:00:00,2025-02-23 12:37:00
TRIP-003350,RTE-28,BUS-016,2025-09-22 12:00:00,2025-09-22 20:59:00
TRIP-003351,RTE-15,BUS-065,2025-09-23 00:00:00,2025-09-23 05:11:00
TRIP-003352,RTE-26,BUS-080,2025-04-23 00:00:00,2025-04-23 04:00:00
TRIP-003353,RTE-05,BUS-044,2025-04-23 06:00:00,2025-04-23 18:23:00
TRIP-003354,RTE-23,BUS-075,2025-07-09 12:00:00,2025-07-09 19:32:00
TRIP-003355,RTE-30,BUS-020,2025-03-09 18:00:00,2025-03-10 06:25:00
TRIP-003356,RTE-07,BUS-037,2025-03-08 06:00:00,2025-03-08 15:42:00
TRIP-003357,RTE-07,BUS-076,2025-06-23 06:00:00,2025-06-23 15:42:00
TRIP-003358,RTE-08,BUS-035,2025-08-09 06:00:00,2025-08-09 12:05:00
TRIP-003359,RTE-09,BUS-061,2025-08-09 12:00:00,2025-08-09 19:49:00
TRIP-003360,RTE-20,BUS-062,2025-02-09 00:00:00,2025-02-09 06:10:00
TRIP-003361,RTE-07,BUS-068,2025-06-09 06:00:00,2025-06-09 15:42:00
TRIP-003362,RTE-18,BUS-067,2025-06-09 06:00:00,2025-06-09 15:00:00
TRIP-003363,RTE-14,BUS-054,2025-01-08 18:00:00,2025-01-09 06:02:00
TRIP-003364,RTE-01,BUS-065,2025-05-08 12:00:00,2025-05-08 19:44:00
TRIP-003365,RTE-03,BUS-028,2025-04-09 00:00:00,2025-04-09 03:02:00
TRIP-003366,RTE-12,BUS-054,2025-01-22 12:00:00,2025-01-22 16:27:00
TRIP-003367,RTE-05,BUS-034,2025-04-09 00:00:00,2025-04-09 12:23:00
TRIP-003368,RTE-27,BUS-073,2025-06-08 06:00:00,2025-06-08 17:39:00
TRIP-003369,RTE-26,BUS-065,2025-04-09 06:00:00,2025-04-09 10:00:00
TRIP-003370,RTE-10,BUS-078,2025-08-22 06:00:00,2025-08-22 14:41:00
TRIP-003371,RTE-11,BUS-001,2025-08-22 18:00:00,2025-08-23 02:14:00
TRIP-003372,RTE-22,BUS-074,2025-11-23 12:00:00,2025-11-23 18:10:00
TRIP-003373,RTE-10,BUS-069,2025-04-22 12:00:00,2025-04-22 20:41:00
TRIP-003374,RTE-10,BUS-039,2025-08-22 12:00:00,2025-08-22 20:41:00
TRIP-003375,RTE-07,BUS-030,2025-01-09 06:00:00,2025-01-09 15:42:00
TRIP-003376,RTE-30,BUS-064,2025-02-22 12:00:00,2025-02-23 00:25:00
TRIP-003377,RTE-25,BUS-007,2025-07-23 12:00:00,2025-07-23 21:38:00
TRIP-003378,RTE-13,BUS-077,2025-10-22 18:00:00,2025-10-23 00:37:00
TRIP-003379,RTE-14,BUS-047,2025-10-23 06:00:00,2025-10-23 18:02:00
TRIP-003380,RTE-22,BUS-015,2025-08-23 12:00:00,2025-08-23 18:10:00
TRIP-003381,RTE-29,BUS-068,2025-04-09 18:00:00,2025-04-10 04:43:00
TRIP-003382,RTE-28,BUS-030,2025-01-08 06:00:00,2025-01-08 14:59:00
TRIP-003383,RTE-30,BUS-056,2025-01-09 06:00:00,2025-01-09 18:25:00
TRIP-003384,RTE-27,BUS-029,2025-11-09 00:00:00,2025-11-09 11:39:00
TRIP-003385,RTE-05,BUS-013,2025-08-22 06:00:00,2025-08-22 18:23:00
TRIP-003386,RTE-06,BUS-074,2025-08-22 18:00:00,2025-08-22 21:36:00
TRIP-003387,RTE-07,BUS-061,2025-08-23 00:00:00,2025-08-23 09:42:00
TRIP-003388,RTE-01,BUS-015,2025-11-08 18:00:00,2025-11-09 01:44:00
TRIP-003389,RTE-21,BUS-036,2025-09-08 06:00:00,2025-09-08 14:11:00
TRIP-003390,RTE-22,BUS-030,2025-09-08 18:00:00,2025-09-09 00:10:00
TRIP-003391,RTE-23,BUS-052,2025-09-09 00:00:00,2025-09-09 07:32:00
TRIP-003392,RTE-01,BUS-032,2025-09-08 06:00:00,2025-09-08 13:44:00
TRIP-003393,RTE-17,BUS-073,2025-05-08 12:00:00,2025-05-08 14:39:00
TRIP-003394,RTE-01,BUS-036,2025-03-09 12:00:00,2025-03-09 19:44:00
TRIP-003395,RTE-09,BUS-038,2025-05-23 12:00:00,2025-05-23 19:49:00
TRIP-003396,RTE-21,BUS-062,2025-09-22 06:00:00,2025-09-22 14:11:00
TRIP-003397,RTE-15,BUS-026,2025-12-22 06:00:00,2025-12-22 11:11:00
TRIP-003398,RTE-15,BUS-080,2025-01-09 06:00:00,2025-01-09 11:11:00
TRIP-003399,RTE-16,BUS-050,2025-01-09 12:00:00,2025-01-09 19:34:00
TRIP-003400,RTE-12,BUS-079,2025-11-09 18:00:00,2025-11-09 22:27:00
TRIP-003401,RTE-06,BUS-022,2025-05-22 06:00:00,2025-05-22 09:36:00
TRIP-003402,RTE-06,BUS-075,2025-04-23 00:00:00,2025-04-23 03:36:00
TRIP-003403,RTE-07,BUS-033,2025-04-23 06:00:00,2025-04-23 15:42:00
TRIP-003404,RTE-07,BUS-056,2025-04-22 12:00:00,2025-04-22 21:42:00
TRIP-003405,RTE-08,BUS-022,2025-04-23 00:00:00,2025-04-23 06:05:00
TRIP-003406,RTE-24,BUS-071,2025-03-08 18:00:00,2025-03-09 05:14:00
TRIP-003407,RTE-25,BUS-024,2025-03-09 06:00:00,2025-03-09 15:38:00
TRIP-003408,RTE-15,BUS-075,2025-03-08 06:00:00,2025-03-08 11:11:00
TRIP-003409,RTE-09,BUS-011,2025-09-08 06:00:00,2025-09-08 13:49:00
TRIP-003410,RTE-10,BUS-063,2025-09-08 18:00:00,2025-09-09 02:41:00
TRIP-003411,RTE-03,BUS-080,2025-01-08 06:00:00,2025-01-08 09:02:00
TRIP-003412,RTE-27,BUS-013,2025-01-08 18:00:00,2025-01-09 05:39:00
TRIP-003413,RTE-28,BUS-079,2025-12-09 00:00:00,2025-12-09 08:59:00
TRIP-003414,RTE-01,BUS-019,2025-10-23 18:00:00,2025-10-24 01:44:00
TRIP-003415,RTE-24,BUS-022,2025-02-09 12:00:00,2025-02-09 23:14:00
TRIP-003416,RTE-04,BUS-008,2025-10-23 00:00:00,2025-10-23 06:03:00
TRIP-003417,RTE-19,BUS-001,2025-08-23 12:00:00,2025-08-23 15:11:00
TRIP-003418,RTE-23,BUS-075,2025-12-23 12:00:00,2025-12-23 19:32:00
TRIP-003419,RTE-23,BUS-004,2025-04-09 06:00:00,2025-04-09 13:32:00
TRIP-003420,RTE-25,BUS-029,2025-03-09 18:00:00,2025-03-10 03:38:00
TRIP-003421,RTE-12,BUS-058,2025-09-23 12:00:00,2025-09-23 16:27:00
TRIP-003422,RTE-10,BUS-079,2025-02-08 06:00:00,2025-02-08 14:41:00
TRIP-003423,RTE-26,BUS-017,2025-04-08 12:00:00,2025-04-08 16:00:00
TRIP-003424,RTE-28,BUS-056,2025-04-09 06:00:00,2025-04-09 14:59:00
TRIP-003425,RTE-23,BUS-068,2025-08-09 00:00:00,2025-08-09 07:32:00
TRIP-003426,RTE-25,BUS-056,2025-04-23 06:00:00,2025-04-23 15:38:00
TRIP-003427,RTE-03,BUS-014,2025-03-08 12:00:00,2025-03-08 15:02:00
TRIP-003428,RTE-11,BUS-052,2025-11-09 00:00:00,2025-11-09 08:14:00
TRIP-003429,RTE-12,BUS-019,2025-11-09 12:00:00,2025-11-09 16:27:00
TRIP-003430,RTE-05,BUS-053,2025-09-23 06:00:00,2025-09-23 18:23:00
TRIP-003431,RTE-26,BUS-059,2025-08-08 06:00:00,2025-08-08 10:00:00
TRIP-003432,RTE-13,BUS-078,2025-05-22 06:00:00,2025-05-22 12:37:00
TRIP-003433,RTE-27,BUS-058,2025-10-22 18:00:00,2025-10-23 05:39:00
TRIP-003434,RTE-11,BUS-067,2025-10-23 18:00:00,2025-10-24 02:14:00
TRIP-003435,RTE-01,BUS-033,2025-07-09 00:00:00,2025-07-09 07:44:00
TRIP-003436,RTE-02,BUS-066,2025-11-22 18:00:00,2025-11-22 20:46:00
TRIP-003437,RTE-03,BUS-030,2025-11-23 00:00:00,2025-11-23 03:02:00
TRIP-003438,RTE-04,BUS-015,2025-11-23 06:00:00,2025-11-23 12:03:00
TRIP-003439,RTE-06,BUS-019,2025-03-09 00:00:00,2025-03-09 03:36:00
TRIP-003440,RTE-26,BUS-065,2025-10-23 06:00:00,2025-10-23 10:00:00
TRIP-003441,RTE-02,BUS-072,2025-06-09 06:00:00,2025-06-09 08:46:00
TRIP-003442,RTE-03,BUS-058,2025-06-09 12:00:00,2025-06-09 15:02:00
TRIP-003443,RTE-24,BUS-029,2025-06-23 12:00:00,2025-06-23 23:14:00
TRIP-003444,RTE-12,BUS-019,2025-09-08 12:00:00,2025-09-08 16:27:00
TRIP-003445,RTE-30,BUS-060,2025-02-09 06:00:00,2025-02-09 18:25:00
TRIP-003446,RTE-19,BUS-050,2025-05-22 18:00:00,2025-05-22 21:11:00
TRIP-003447,RTE-20,BUS-072,2025-05-23 00:00:00,2025-05-23 06:10:00
TRIP-003448,RTE-17,BUS-013,2025-10-09 12:00:00,2025-10-09 14:39:00
TRIP-003449,RTE-10,BUS-071,2025-11-09 12:00:00,2025-11-09 20:41:00
TRIP-003450,RTE-26,BUS-078,2025-01-23 12:00:00,2025-01-23 16:00:00
TRIP-003451,RTE-14,BUS-041,2025-07-09 12:00:00,2025-07-10 00:02:00
TRIP-003452,RTE-08,BUS-043,2025-08-22 06:00:00,2025-08-22 12:05:00
TRIP-003453,RTE-09,BUS-070,2025-05-08 12:00:00,2025-05-08 19:49:00
TRIP-003454,RTE-10,BUS-007,2025-05-09 00:00:00,2025-05-09 08:41:00
TRIP-003455,RTE-01,BUS-049,2025-09-23 06:00:00,2025-09-23 13:44:00
TRIP-003456,RTE-01,BUS-035,2025-12-09 06:00:00,2025-12-09 13:44:00
TRIP-003457,RTE-16,BUS-073,2025-07-23 06:00:00,2025-07-23 13:34:00
TRIP-003458,RTE-04,BUS-059,2025-08-22 06:00:00,2025-08-22 12:03:00
TRIP-003459,RTE-18,BUS-048,2025-05-22 06:00:00,2025-05-22 15:00:00
TRIP-003460,RTE-05,BUS-068,2025-05-08 06:00:00,2025-05-08 18:23:00
TRIP-003461,RTE-30,BUS-005,2025-02-08 06:00:00,2025-02-08 18:25:00
TRIP-003462,RTE-28,BUS-063,2025-08-08 06:00:00,2025-08-08 14:59:00
TRIP-003463,RTE-17,BUS-061,2025-03-08 12:00:00,2025-03-08 14:39:00
TRIP-003464,RTE-01,BUS-002,2025-12-09 18:00:00,2025-12-10 01:44:00
TRIP-003465,RTE-16,BUS-045,2025-09-22 12:00:00,2025-09-22 19:34:00
TRIP-003466,RTE-17,BUS-024,2025-09-23 00:00:00,2025-09-23 02:39:00
TRIP-003467,RTE-29,BUS-006,2025-09-08 12:00:00,2025-09-08 22:43:00
TRIP-003468,RTE-10,BUS-059,2025-11-09 00:00:00,2025-11-09 08:41:00
TRIP-003469,RTE-01,BUS-052,2025-01-22 12:00:00,2025-01-22 19:44:00
TRIP-003470,RTE-02,BUS-053,2025-01-23 00:00:00,2025-01-23 02:46:00
TRIP-003471,RTE-03,BUS-010,2025-01-23 06:00:00,2025-01-23 09:02:00
TRIP-003472,RTE-16,BUS-036,2025-02-08 12:00:00,2025-02-08 19:34:00
TRIP-003473,RTE-12,BUS-017,2025-03-09 00:00:00,2025-03-09 04:27:00
TRIP-003474,RTE-13,BUS-033,2025-03-09 06:00:00,2025-03-09 12:37:00
TRIP-003475,RTE-30,BUS-067,2025-01-23 06:00:00,2025-01-23 18:25:00
TRIP-003476,RTE-02,BUS-004,2025-05-09 06:00:00,2025-05-09 08:46:00
TRIP-003477,RTE-17,BUS-023,2025-03-22 06:00:00,2025-03-22 08:39:00
TRIP-003478,RTE-08,BUS-052,2025-07-09 12:00:00,2025-07-09 18:05:00
TRIP-003479,RTE-29,BUS-070,2025-09-09 18:00:00,2025-09-10 04:43:00
TRIP-003480,RTE-13,BUS-072,2025-11-23 12:00:00,2025-11-23 18:37:00
TRIP-003481,RTE-04,BUS-009,2025-03-23 00:00:00,2025-03-23 06:03:00
TRIP-003482,RTE-19,BUS-050,2025-09-22 12:00:00,2025-09-22 15:11:00
TRIP-003483,RTE-12,BUS-059,2025-01-08 12:00:00,2025-01-08 16:27:00
TRIP-003484,RTE-29,BUS-028,2025-01-08 06:00:00,2025-01-08 16:43:00
TRIP-003485,RTE-20,BUS-028,2025-03-23 12:00:00,2025-03-23 18:10:00
TRIP-003486,RTE-26,BUS-052,2025-02-08 06:00:00,2025-02-08 10:00:00
TRIP-003487,RTE-08,BUS-006,2025-04-22 18:00:00,2025-04-23 00:05:00
TRIP-003488,RTE-09,BUS-009,2025-04-23 00:00:00,2025-04-23 07:49:00
TRIP-003489,RTE-20,BUS-041,2025-06-23 12:00:00,2025-06-23 18:10:00
TRIP-003490,RTE-23,BUS-004,2025-05-09 00:00:00,2025-05-09 07:32:00
TRIP-003491,RTE-10,BUS-064,2025-01-09 06:00:00,2025-01-09 14:41:00
TRIP-003492,RTE-01,BUS-006,2025-07-09 18:00:00,2025-07-10 01:44:00
TRIP-003493,RTE-03,BUS-054,2025-02-09 00:00:00,2025-02-09 03:02:00
TRIP-003494,RTE-04,BUS-073,2025-02-09 06:00:00,2025-02-09 12:03:00
TRIP-003495,RTE-15,BUS-030,2025-10-23 12:00:00,2025-10-23 17:11:00
TRIP-003496,RTE-20,BUS-048,2025-04-23 06:00:00,2025-04-23 12:10:00
TRIP-003497,RTE-15,BUS-014,2025-08-09 06:00:00,2025-08-09 11:11:00
TRIP-003498,RTE-16,BUS-040,2025-08-09 12:00:00,2025-08-09 19:34:00
TRIP-003499,RTE-23,BUS-072,2025-11-23 00:00:00,2025-11-23 07:32:00
TRIP-003500,RTE-02,BUS-026,2025-07-09 18:00:00,2025-07-09 20:46:00
TRIP-003501,RTE-14,BUS-069,2025-05-09 12:00:00,2025-05-10 00:02:00
TRIP-003502,RTE-15,BUS-070,2025-11-09 06:00:00,2025-11-09 11:11:00
TRIP-003503,RTE-21,BUS-075,2025-10-09 00:00:00,2025-10-09 08:11:00
TRIP-003504,RTE-21,BUS-068,2025-06-23 00:00:00,2025-06-23 08:11:00
TRIP-003505,RTE-28,BUS-036,2025-11-22 06:00:00,2025-11-22 14:59:00
TRIP-003506,RTE-29,BUS-062,2025-04-22 06:00:00,2025-04-22 16:43:00
TRIP-003507,RTE-18,BUS-018,2025-09-23 06:00:00,2025-09-23 15:00:00
TRIP-003508,RTE-13,BUS-056,2025-07-09 06:00:00,2025-07-09 12:37:00
TRIP-003509,RTE-10,BUS-015,2025-08-08 12:00:00,2025-08-08 20:41:00
TRIP-003510,RTE-11,BUS-036,2025-08-09 00:00:00,2025-08-09 08:14:00
TRIP-003511,RTE-17,BUS-001,2025-02-08 06:00:00,2025-02-08 08:39:00
TRIP-003512,RTE-05,BUS-065,2025-06-23 12:00:00,2025-06-24 00:23:00
TRIP-003513,RTE-07,BUS-031,2025-10-09 00:00:00,2025-10-09 09:42:00
TRIP-003514,RTE-28,BUS-033,2025-01-23 12:00:00,2025-01-23 20:59:00
TRIP-003515,RTE-26,BUS-005,2025-04-08 18:00:00,2025-04-08 22:00:00
TRIP-003516,RTE-06,BUS-080,2025-04-09 12:00:00,2025-04-09 15:36:00
