ticket_number,passenger_id,trip_id,travel_status,check_in_ts,boarding_ts,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count
TICK-021986,P01867,TRIP-000047,COMPLETED,2025-07-08 10:33:00,2025-07-08 11:40:00,49,75,0
TICK-021987,P03401,TRIP-003272,COMPLETED,2025-05-22 05:24:00,2025-05-22 05:38:00,,,0
TICK-021988,P03401,TRIP-003608,COMPLETED,2025-05-22 17:01:00,2025-05-22 17:50:00,142,156,0
TICK-021989,P02519,TRIP-001974,COMPLETED,2025-09-22 16:56:00,2025-09-22 17:47:00,,,0
TICK-021990,P02519,TRIP-002628,COMPLETED,2025-09-23 05:22:00,2025-09-23 05:41:00,268,263,0
TICK-021991,P02519,TRIP-003654,COMPLETED,2025-09-23 16:33:00,2025-09-23 17:43:00,46,63,0
TICK-021992,P03479,TRIP-000470,COMPLETED,2025-02-22 04:47:00,2025-02-22 05:50:00,,,0
TICK-021993,P03479,TRIP-000471,COMPLETED,2025-02-22 16:57:00,2025-02-22 17:32:00,266,262,0
TICK-021994,P03479,TRIP-003123,COMPLETED,2025-02-22 22:43:00,2025-02-22 23:33:00,201,201,0
TICK-021995,P00504,TRIP-002732,COMPLETED,2025-02-22 04:37:00,2025-02-22 05:44:00,,,0
TICK-021996,P00504,TRIP-003376,COMPLETED,2025-02-22 11:12:00,2025-02-22 11:40:00,169,74,0
TICK-021997,P00504,TRIP-002190,MISSED_CONNECTION,,,-25,11,1
TICK-021998,P02251,TRIP-002600,COMPLETED,2025-07-08 04:31:00,2025-07-08 05:49:00,,,0
TICK-021999,P02251,TRIP-002253,COMPLETED,2025-07-08 16:59:00,2025-07-08 17:43:00,-2,28,0
TICK-022000,P02251,TRIP-003248,COMPLETED,2025-07-09 04:34:00,2025-07-09 05:44:00,77,69,0
TICK-022001,P00456,TRIP-000127,COMPLETED,2025-07-08 05:19:00,2025-07-08 05:46:00,,,0
TICK-022002,P00456,TRIP-000128,COMPLETED,2025-07-08 16:43:00,2025-07-08 17:32:00,229,194,0
TICK-022003,P00456,TRIP-000171,MISSED_CONNECTION,,,-10,-21,1
TICK-022004,P02435,TRIP-000853,COMPLETED,2025-10-08 11:18:00,2025-10-08 11:44:00,,,0
TICK-022005,P02435,TRIP-001053,COMPLETED,2025-10-08 23:25:00,2025-10-08 23:45:00,138,164,0
TICK-022006,P02435,TRIP-002945,MISSED_CONNECTION,,,-5,-4,1
TICK-022007,P00099,TRIP-000191,COMPLETED,2025-06-22 11:07:00,2025-06-22 11:38:00,,,0
TICK-022008,P00099,TRIP-000997,COMPLETED,2025-06-22 23:04:00,2025-06-22 23:49:00,180,181,0
TICK-022009,P00099,TRIP-001487,COMPLETED,2025-06-23 05:08:00,2025-06-23 05:49:00,169,147,0
TICK-022010,P02310,TRIP-000917,COMPLETED,2025-07-22 11:03:00,2025-07-22 11:32:00,,,0
TICK-022011,P02310,TRIP-001423,COMPLETED,2025-07-22 22:35:00,2025-07-22 23:47:00,323,308,0
TICK-022012,P02432,TRIP-001609,COMPLETED,2025-02-08 11:21:00,2025-02-08 11:44:00,,,0
TICK-022013,P02432,TRIP-001610,COMPLETED,2025-02-08 23:18:00,2025-02-08 23:42:00,180,151,0
TICK-022014,P01707,TRIP-000710,COMPLETED,2025-06-22 04:32:00,2025-06-22 05:44:00,,,0
TICK-022015,P01707,TRIP-001228,COMPLETED,2025-06-22 16:46:00,2025-06-22 17:48:00,46,60,0
TICK-022016,P02511,TRIP-001538,COMPLETED,2025-07-08 16:43:00,2025-07-08 17:33:00,,,0
TICK-022017,P02511,TRIP-001539,MISSED_CONNECTION,,,-25,-11,1
TICK-022018,P03778,TRIP-000594,COMPLETED,2025-11-08 10:42:00,2025-11-08 11:37:00,,,0
TICK-022019,P03778,TRIP-001402,COMPLETED,2025-11-08 23:08:00,2025-11-08 23:37:00,138,125,0
TICK-022020,P01797,TRIP-000047,COMPLETED,2025-07-08 10:52:00,2025-07-08 11:38:00,,,0
TICK-022021,P01797,TRIP-000048,COMPLETED,2025-07-08 22:59:00,2025-07-08 23:41:00,266,219,0
TICK-022022,P02253,TRIP-000402,COMPLETED,2025-09-08 17:10:00,2025-09-08 17:42:00,,,0
TICK-022023,P02253,TRIP-000403,COMPLETED,2025-09-08 22:31:00,2025-09-08 23:44:00,178,192,0
TICK-022024,P02356,TRIP-003326,COMPLETED,2025-10-22 16:49:00,2025-10-22 17:41:00,,,0
TICK-022025,P02356,TRIP-003343,COMPLETED,2025-10-22 23:18:00,2025-10-22 23:44:00,144,144,0
TICK-022026,P00873,TRIP-000908,COMPLETED,2025-07-08 04:55:00,2025-07-08 05:39:00,,,0
TICK-022027,P00873,TRIP-000375,COMPLETED,2025-07-08 11:11:00,2025-07-08 11:39:00,144,144,0
TICK-022028,P00873,TRIP-000376,COMPLETED,2025-07-08 22:32:00,2025-07-08 23:43:00,138,138,0
TICK-022029,P03575,TRIP-003796,COMPLETED,2025-03-08 17:01:00,2025-03-08 17:35:00,,,0
TICK-022030,P03575,TRIP-003407,MISSED_CONNECTION,,,-25,-167,1
TICK-022031,P01959,TRIP-000473,COMPLETED,2025-05-22 10:31:00,2025-05-22 11:30:00,,,0
TICK-022032,P03747,TRIP-001695,COMPLETED,2025-12-08 04:46:00,2025-12-08 05:34:00,,,0
TICK-022033,P01308,TRIP-002707,COMPLETED,2025-06-08 04:46:00,2025-06-08 05:49:00,,,0
TICK-022034,P01308,TRIP-000126,MISSED_CONNECTION,,,49,2,1
TICK-022035,P01361,TRIP-002325,COMPLETED,2025-02-08 04:38:00,2025-02-08 05:31:00,,,0
TICK-022036,P01361,TRIP-002899,COMPLETED,2025-02-08 17:05:00,2025-02-08 17:36:00,323,323,0
TICK-022037,P01654,TRIP-002287,COMPLETED,2025-10-22 10:51:00,2025-10-22 11:47:00,,,0
TICK-022038,P01654,TRIP-002527,COMPLETED,2025-10-22 16:41:00,2025-10-22 17:31:00,178,155,0
TICK-022039,P00719,TRIP-002720,COMPLETED,2025-11-22 11:07:00,2025-11-22 11:40:00,,,0
TICK-022040,P00719,TRIP-002721,COMPLETED,2025-11-22 22:46:00,2025-11-22 23:47:00,142,137,0
TICK-022041,P02306,TRIP-000285,COMPLETED,2025-06-22 05:14:00,2025-06-22 05:38:00,,,0
TICK-022042,P01424,TRIP-000828,COMPLETED,2025-12-08 10:30:00,2025-12-08 11:47:00,,,0
TICK-022043,P01424,TRIP-000753,COMPLETED,2025-12-08 17:17:00,2025-12-08 17:43:00,93,109,0
TICK-022044,P01424,TRIP-000754,COMPLETED,2025-12-09 05:13:00,2025-12-09 05:43:00,323,288,0
TICK-022045,P01500,TRIP-002275,COMPLETED,2025-06-22 11:10:00,2025-06-22 11:38:00,,,0
TICK-022046,P01500,TRIP-001678,MISSED_CONNECTION,,,-2,3,1
TICK-022047,P02250,TRIP-000636,COMPLETED,2025-05-22 11:25:00,2025-05-22 11:31:00,,,0
TICK-022048,P02250,TRIP-000637,COMPLETED,2025-05-22 17:20:00,2025-05-22 17:31:00,178,192,0
TICK-022049,P00640,TRIP-001331,COMPLETED,2025-05-08 17:19:00,2025-05-08 17:33:00,,,0
TICK-022050,P00640,TRIP-001332,COMPLETED,2025-05-09 04:31:00,2025-05-09 05:32:00,180,168,0
TICK-022051,P03384,TRIP-003230,COMPLETED,2025-02-22 10:30:00,2025-02-22 11:44:00,,,0
TICK-022052,P03384,TRIP-003231,COMPLETED,2025-02-22 17:17:00,2025-02-22 17:36:00,201,143,0
TICK-022053,P00954,TRIP-000373,COMPLETED,2025-12-22 10:35:00,2025-12-22 11:31:00,,,0
TICK-022054,P00954,TRIP-000085,COMPLETED,2025-12-22 17:11:00,2025-12-22 17:37:00,144,137,0
TICK-022055,P00916,TRIP-002936,COMPLETED,2025-10-22 04:56:00,2025-10-22 05:43:00,,,0
TICK-022056,P00916,TRIP-001603,COMPLETED,2025-10-22 10:36:00,2025-10-22 11:39:00,201,196,0
TICK-022057,P03443,TRIP-001807,COMPLETED,2025-07-22 17:13:00,2025-07-22 17:49:00,,,0
TICK-022058,P02994,TRIP-001391,COMPLETED,2025-06-22 10:59:00,2025-06-22 11:50:00,,,0
TICK-022059,P02994,TRIP-001392,COMPLETED,2025-06-22 22:49:00,2025-06-22 23:44:00,266,266,0
TICK-022060,P01597,TRIP-001466,COMPLETED,2025-07-22 04:42:00,2025-07-22 05:43:00,,,0
TICK-022061,P01597,TRIP-001463,MISSED_CONNECTION,,,-3,-67,1
TICK-022062,P01024,TRIP-001616,COMPLETED,2025-02-08 10:59:00,2025-02-08 11:38:00,,,0
TICK-022063,P02853,TRIP-003913,COMPLETED,2025-10-22 04:49:00,2025-10-22 05:42:00,,,0
TICK-022064,P02853,TRIP-001001,MISSED_CONNECTION,,,-25,-47,1
TICK-022065,P03108,TRIP-000955,COMPLETED,2025-03-08 04:46:00,2025-03-08 05:36:00,,,0
TICK-022066,P03108,TRIP-000468,COMPLETED,2025-03-08 16:43:00,2025-03-08 17:45:00,229,226,0
TICK-022067,P03108,TRIP-000469,MISSED_CONNECTION,,,-10,-16,1
TICK-022068,P02917,TRIP-001829,COMPLETED,2025-07-22 17:14:00,2025-07-22 17:49:00,,,0
TICK-022069,P00600,TRIP-001388,COMPLETED,2025-12-08 11:25:00,2025-12-08 11:34:00,,,0
TICK-022070,P00600,TRIP-002436,COMPLETED,2025-12-08 23:06:00,2025-12-08 23:48:00,180,180,0
TICK-022071,P00435,TRIP-001082,COMPLETED,2025-07-08 04:56:00,2025-07-08 05:30:00,,,0
TICK-022072,P00435,TRIP-000881,COMPLETED,2025-07-08 17:24:00,2025-07-08 17:37:00,138,143,0
TICK-022073,P01703,TRIP-001593,COMPLETED,2025-12-22 11:04:00,2025-12-22 11:32:00,,,0
TICK-022074,P01703,TRIP-000759,COMPLETED,2025-12-22 22:46:00,2025-12-22 23:36:00,46,20,0
TICK-022075,P03375,TRIP-002946,COMPLETED,2025-08-08 17:08:00,2025-08-08 17:46:00,,,0
TICK-022076,P03375,TRIP-002947,COMPLETED,2025-08-08 22:56:00,2025-08-08 23:39:00,49,81,0
TICK-022077,P03375,TRIP-003920,COMPLETED,2025-08-09 10:53:00,2025-08-09 11:34:00,266,226,0
TICK-022078,P03113,TRIP-002760,COMPLETED,2025-04-22 10:34:00,2025-04-22 11:33:00,,,0
TICK-022079,P03113,TRIP-002761,COMPLETED,2025-04-22 23:19:00,2025-04-22 23:45:00,180,170,0
TICK-022080,P00393,TRIP-003202,COMPLETED,2025-01-22 11:17:00,2025-01-22 11:40:00,,,0
TICK-022081,P00393,TRIP-003203,COMPLETED,2025-01-22 23:01:00,2025-01-22 23:36:00,46,50,0
TICK-022082,P03448,TRIP-000692,COMPLETED,2025-02-08 11:13:00,2025-02-08 11:45:00,,,0
TICK-022083,P03448,TRIP-001618,COMPLETED,2025-02-08 22:30:00,2025-02-08 23:35:00,323,321,0
TICK-022084,P00521,TRIP-003243,COMPLETED,2025-08-22 10:50:00,2025-08-22 11:30:00,,,0
TICK-022085,P00521,TRIP-003244,COMPLETED,2025-08-22 23:07:00,2025-08-22 23:49:00,229,195,0
TICK-022086,P03575,TRIP-000032,COMPLETED,2025-12-22 17:09:00,2025-12-22 17:37:00,,,0
TICK-022087,P03575,TRIP-001169,COMPLETED,2025-12-22 23:25:00,2025-12-22 23:49:00,178,118,0
TICK-022088,P00581,TRIP-002437,COMPLETED,2025-10-22 11:06:00,2025-10-22 11:42:00,,,0
TICK-022089,P00581,TRIP-002438,MISSED_CONNECTION,,,-25,-162,1
TICK-022090,P01697,TRIP-000644,COMPLETED,2025-12-08 04:34:00,2025-12-08 05:44:00,,,0
TICK-022091,P01697,TRIP-000645,COMPLETED,2025-12-08 10:34:00,2025-12-08 11:38:00,93,123,0
TICK-022092,P00260,TRIP-001432,COMPLETED,2025-07-22 10:41:00,2025-07-22 11:34:00,,,0
TICK-022093,P00260,TRIP-002127,COMPLETED,2025-07-22 17:17:00,2025-07-22 17:46:00,144,137,0
TICK-022094,P01969,TRIP-000098,COMPLETED,2025-12-08 11:25:00,2025-12-08 11:43:00,,,0
TICK-022095,P02948,TRIP-000254,COMPLETED,2025-06-22 10:42:00,2025-06-22 11:44:00,,,0
TICK-022096,P02948,TRIP-000255,MISSED_CONNECTION,,,-10,-18,1
TICK-022097,P01780,TRIP-002616,COMPLETED,2025-10-22 05:11:00,2025-10-22 05:50:00,,,0
TICK-022098,P01780,TRIP-003949,MISSED_CONNECTION,,,21,-10,1
TICK-022099,P01304,TRIP-000137,COMPLETED,2025-12-22 04:45:00,2025-12-22 05:47:00,,,0
TICK-022100,P01304,TRIP-000138,COMPLETED,2025-12-22 10:41:00,2025-12-22 11:42:00,178,139,0
TICK-022101,P00700,TRIP-003472,COMPLETED,2025-02-08 10:45:00,2025-02-08 11:49:00,,,0
TICK-022102,P00700,TRIP-003905,COMPLETED,2025-02-08 23:03:00,2025-02-08 23:45:00,266,296,0
TICK-022103,P02163,TRIP-001529,COMPLETED,2025-05-22 16:35:00,2025-05-22 17:43:00,,,0
TICK-022104,P01856,TRIP-001421,COMPLETED,2025-09-22 04:38:00,2025-09-22 05:33:00,,,0
TICK-022105,P00904,TRIP-001274,COMPLETED,2025-06-08 23:04:00,2025-06-08 23:50:00,,,0
TICK-022106,P00904,TRIP-003362,COMPLETED,2025-06-09 04:38:00,2025-06-09 05:41:00,201,172,0
TICK-022107,P00241,TRIP-001458,COMPLETED,2025-06-08 04:54:00,2025-06-08 05:45:00,,,0
TICK-022108,P00241,TRIP-001459,COMPLETED,2025-06-08 17:10:00,2025-06-08 17:38:00,268,261,0
TICK-022109,P03507,TRIP-000940,COMPLETED,2025-11-08 10:41:00,2025-11-08 11:39:00,,,0
TICK-022110,P02531,TRIP-001584,COMPLETED,2025-12-22 10:54:00,2025-12-22 11:32:00,,,0
TICK-022111,P02531,TRIP-002291,MISSED_CONNECTION,,,-2,-1,1
TICK-022112,P02531,TRIP-003950,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-022113,P03215,TRIP-003382,COMPLETED,2025-01-08 05:14:00,2025-01-08 05:49:00,,,0
TICK-022114,P03215,TRIP-002926,COMPLETED,2025-01-08 17:19:00,2025-01-08 17:30:00,181,148,0
TICK-022115,P03215,TRIP-003185,COMPLETED,2025-01-08 23:22:00,2025-01-08 23:49:00,49,66,0
TICK-022116,P00789,TRIP-001312,COMPLETED,2025-12-22 17:14:00,2025-12-22 17:41:00,,,0
TICK-022117,P00789,TRIP-001313,COMPLETED,2025-12-22 22:51:00,2025-12-22 23:33:00,194,196,0
TICK-022118,P00789,TRIP-001631,COMPLETED,2025-12-23 04:37:00,2025-12-23 05:46:00,178,174,0
TICK-022119,P03443,TRIP-001959,COMPLETED,2025-07-08 17:03:00,2025-07-08 17:40:00,,,0
TICK-022120,P03443,TRIP-002733,COMPLETED,2025-07-08 23:18:00,2025-07-08 23:41:00,194,186,0
TICK-022121,P03443,TRIP-002734,COMPLETED,2025-07-09 05:01:00,2025-07-09 05:47:00,178,171,0
TICK-022122,P02382,TRIP-003799,COMPLETED,2025-01-22 11:24:00,2025-01-22 11:37:00,,,0
TICK-022123,P00928,TRIP-002815,COMPLETED,2025-12-08 04:35:00,2025-12-08 05:39:00,,,0
TICK-022124,P00928,TRIP-001790,MISSED_CONNECTION,,,49,7,1
TICK-022125,P00050,TRIP-000276,COMPLETED,2025-07-22 04:46:00,2025-07-22 05:50:00,,,0
TICK-022126,P00050,TRIP-001188,COMPLETED,2025-07-22 11:04:00,2025-07-22 11:44:00,178,141,0
TICK-022127,P00050,TRIP-001189,MISSED_CONNECTION,,,-3,4,1
TICK-022128,P03908,TRIP-002971,COMPLETED,2025-01-08 16:59:00,2025-01-08 17:47:00,,,0
TICK-022129,P03908,TRIP-002972,MISSED_CONNECTION,,,-10,-10,1
TICK-022130,P03908,TRIP-003951,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-022131,P03097,TRIP-000548,COMPLETED,2025-08-22 10:33:00,2025-08-22 11:31:00,,,0
TICK-022132,P03072,TRIP-001828,COMPLETED,2025-06-08 16:59:00,2025-06-08 17:47:00,,,0
TICK-022133,P03072,TRIP-002240,COMPLETED,2025-06-08 23:24:00,2025-06-08 23:36:00,194,213,0
TICK-022134,P02264,TRIP-003618,COMPLETED,2025-08-22 16:39:00,2025-08-22 17:30:00,,,0
TICK-022135,P02264,TRIP-003756,COMPLETED,2025-08-22 22:53:00,2025-08-22 23:37:00,120,105,0
TICK-022136,P01589,TRIP-002810,COMPLETED,2025-01-08 10:41:00,2025-01-08 11:34:00,,,0
TICK-022137,P01589,TRIP-001150,COMPLETED,2025-01-08 23:21:00,2025-01-08 23:37:00,21,68,0
TICK-022138,P01589,TRIP-003952,COMPLETED,2025-01-09 10:45:00,2025-01-09 11:44:00,199,178,0
TICK-022139,P03061,TRIP-000379,COMPLETED,2025-04-22 16:56:00,2025-04-22 17:45:00,,,0
TICK-022140,P03061,TRIP-000380,COMPLETED,2025-04-23 04:58:00,2025-04-23 05:47:00,268,285,0
TICK-022141,P00733,TRIP-001790,COMPLETED,2025-12-08 10:36:00,2025-12-08 11:39:00,,,0
TICK-022142,P00733,TRIP-002294,COMPLETED,2025-12-08 22:37:00,2025-12-08 23:33:00,266,266,0
TICK-022143,P00733,TRIP-003953,COMPLETED,2025-12-09 04:36:00,2025-12-09 05:50:00,201,161,0
TICK-022144,P03026,TRIP-000768,COMPLETED,2025-08-22 16:47:00,2025-08-22 17:35:00,,,0
TICK-022145,P03026,TRIP-000769,COMPLETED,2025-08-23 04:53:00,2025-08-23 05:48:00,138,138,0
TICK-022146,P02494,TRIP-001491,COMPLETED,2025-07-22 11:20:00,2025-07-22 11:34:00,,,0
TICK-022147,P02494,TRIP-003633,COMPLETED,2025-07-22 23:06:00,2025-07-22 23:41:00,142,139,0
TICK-022148,P02494,TRIP-003634,COMPLETED,2025-07-23 10:54:00,2025-07-23 11:32:00,256,272,0
TICK-022149,P02312,TRIP-000917,COMPLETED,2025-07-22 11:11:00,2025-07-22 11:37:00,,,0
TICK-022150,P02312,TRIP-001423,COMPLETED,2025-07-22 22:55:00,2025-07-22 23:40:00,323,308,0
TICK-022151,P02952,TRIP-000417,COMPLETED,2025-07-22 22:30:00,2025-07-22 23:49:00,,,0
TICK-022152,P02952,TRIP-000418,COMPLETED,2025-07-23 11:00:00,2025-07-23 11:44:00,180,180,0
TICK-022153,P02952,TRIP-003954,COMPLETED,2025-07-23 16:57:00,2025-07-23 17:39:00,169,152,0
TICK-022154,P00433,TRIP-002958,COMPLETED,2025-02-22 17:12:00,2025-02-22 17:32:00,,,0
TICK-022155,P00433,TRIP-003645,MISSED_CONNECTION,,,-5,-169,1
TICK-022156,P00433,TRIP-003955,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-022157,P02942,TRIP-000255,COMPLETED,2025-06-22 16:36:00,2025-06-22 17:45:00,,,0
TICK-022158,P02520,TRIP-000982,COMPLETED,2025-07-08 05:09:00,2025-07-08 05:30:00,,,0
TICK-022159,P00566,TRIP-003956,COMPLETED,2025-10-22 10:36:00,2025-10-22 11:38:00,,,0
TICK-022160,P00566,TRIP-003433,MISSED_CONNECTION,,,120,-42,1
TICK-022161,P01688,TRIP-002765,COMPLETED,2025-11-22 11:06:00,2025-11-22 11:40:00,,,0
TICK-022162,P01688,TRIP-003289,COMPLETED,2025-11-22 23:02:00,2025-11-22 23:36:00,251,270,0
TICK-022163,P00640,TRIP-000857,COMPLETED,2025-07-22 04:53:00,2025-07-22 05:30:00,,,0
TICK-022164,P00287,TRIP-000051,COMPLETED,2025-06-22 05:12:00,2025-06-22 05:41:00,,,0
TICK-022165,P01522,TRIP-001773,COMPLETED,2025-11-08 10:51:00,2025-11-08 11:30:00,,,0
TICK-022166,P01522,TRIP-001774,COMPLETED,2025-11-08 22:54:00,2025-11-08 23:33:00,180,196,0
TICK-022167,P03804,TRIP-002338,COMPLETED,2025-07-08 10:39:00,2025-07-08 11:48:00,,,0
TICK-022168,P03804,TRIP-000102,COMPLETED,2025-07-08 16:43:00,2025-07-08 17:48:00,120,106,0
TICK-022169,P03804,TRIP-000103,MISSED_CONNECTION,,,-23,-30,1
TICK-022170,P02289,TRIP-000519,COMPLETED,2025-12-22 05:15:00,2025-12-22 05:47:00,,,0
TICK-022171,P02289,TRIP-000520,COMPLETED,2025-12-22 16:48:00,2025-12-22 17:38:00,199,181,0
TICK-022172,P02289,TRIP-000556,COMPLETED,2025-12-23 05:15:00,2025-12-23 05:37:00,226,223,0
TICK-022173,P03501,TRIP-000041,COMPLETED,2025-07-08 16:47:00,2025-07-08 17:50:00,,,0
TICK-022174,P03501,TRIP-002590,COMPLETED,2025-07-09 05:20:00,2025-07-09 05:30:00,229,180,0
TICK-022175,P01483,TRIP-000162,COMPLETED,2025-06-08 17:03:00,2025-06-08 17:37:00,,,0
TICK-022176,P03412,TRIP-002939,COMPLETED,2025-11-08 10:49:00,2025-11-08 11:32:00,,,0
TICK-022177,P03126,TRIP-000278,COMPLETED,2025-07-08 05:11:00,2025-07-08 05:50:00,,,0
TICK-022178,P03126,TRIP-000279,MISSED_CONNECTION,,,-5,-6,1
TICK-022179,P02461,TRIP-000889,COMPLETED,2025-06-08 10:51:00,2025-06-08 11:36:00,,,0
TICK-022180,P02461,TRIP-001540,COMPLETED,2025-06-08 23:11:00,2025-06-08 23:45:00,268,282,0
TICK-022181,P02461,TRIP-001541,MISSED_CONNECTION,,,46,-184,1
TICK-022182,P01271,TRIP-001233,COMPLETED,2025-05-08 10:38:00,2025-05-08 11:38:00,,,0
TICK-022183,P01271,TRIP-001663,COMPLETED,2025-05-08 16:51:00,2025-05-08 17:30:00,178,143,0
TICK-022184,P01912,TRIP-001589,COMPLETED,2025-11-08 16:41:00,2025-11-08 17:40:00,,,0
TICK-022185,P01883,TRIP-001234,COMPLETED,2025-05-08 04:33:00,2025-05-08 05:41:00,,,0
TICK-022186,P02476,TRIP-001772,COMPLETED,2025-01-08 10:59:00,2025-01-08 11:37:00,,,0
TICK-022187,P02476,TRIP-001867,COMPLETED,2025-01-08 22:32:00,2025-01-08 23:43:00,226,265,0
TICK-022188,P03966,TRIP-001603,COMPLETED,2025-10-22 10:51:00,2025-10-22 11:42:00,,,0
TICK-022189,P02128,TRIP-000870,COMPLETED,2025-06-08 17:06:00,2025-06-08 17:33:00,,,0
TICK-022190,P02128,TRIP-000871,COMPLETED,2025-06-08 23:21:00,2025-06-08 23:44:00,93,100,0
TICK-022191,P00638,TRIP-000864,COMPLETED,2025-12-22 04:45:00,2025-12-22 05:49:00,,,0
TICK-022192,P02932,TRIP-000306,COMPLETED,2025-07-22 16:43:00,2025-07-22 17:48:00,,,0
TICK-022193,P02932,TRIP-002685,MISSED_CONNECTION,,,-2,-36,1
TICK-022194,P01922,TRIP-000177,COMPLETED,2025-08-08 11:23:00,2025-08-08 11:47:00,,,0
TICK-022195,P03622,TRIP-002654,COMPLETED,2025-06-22 04:56:00,2025-06-22 05:30:00,,,0
TICK-022196,P03622,TRIP-000926,COMPLETED,2025-06-22 22:47:00,2025-06-22 23:50:00,628,634,0
TICK-022197,P02113,TRIP-000715,COMPLETED,2025-12-08 17:09:00,2025-12-08 17:37:00,,,0
TICK-022198,P02113,TRIP-000993,COMPLETED,2025-12-09 04:56:00,2025-12-09 05:35:00,268,274,0
TICK-022199,P03631,TRIP-000778,COMPLETED,2025-03-22 05:24:00,2025-03-22 05:36:00,,,0
TICK-022200,P03631,TRIP-001201,MISSED_CONNECTION,,,-10,-239,1
TICK-022201,P03631,TRIP-001202,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-022202,P01050,TRIP-003765,COMPLETED,2025-01-22 10:39:00,2025-01-22 11:38:00,,,0
TICK-022203,P00242,TRIP-000127,COMPLETED,2025-07-08 04:53:00,2025-07-08 05:38:00,,,0
TICK-022204,P00242,TRIP-000128,COMPLETED,2025-07-08 17:20:00,2025-07-08 17:34:00,229,194,0
TICK-022205,P00242,TRIP-000171,MISSED_CONNECTION,,,-10,-21,1
TICK-022206,P02720,TRIP-003799,COMPLETED,2025-01-22 11:01:00,2025-01-22 11:44:00,,,0
TICK-022207,P01658,TRIP-000527,COMPLETED,2025-01-08 16:45:00,2025-01-08 17:47:00,,,0
TICK-022208,P01658,TRIP-003247,COMPLETED,2025-01-09 04:34:00,2025-01-09 05:47:00,266,234,0
TICK-022209,P01834,TRIP-000995,COMPLETED,2025-07-22 04:44:00,2025-07-22 05:30:00,,,0
TICK-022210,P01834,TRIP-000996,MISSED_CONNECTION,,,-5,10,1
TICK-022211,P00943,TRIP-003202,COMPLETED,2025-01-22 10:48:00,2025-01-22 11:32:00,,,0
TICK-022212,P00943,TRIP-003203,COMPLETED,2025-01-22 23:07:00,2025-01-22 23:41:00,46,50,0
TICK-022213,P00400,TRIP-001994,COMPLETED,2025-03-08 17:01:00,2025-03-08 17:50:00,,,0
TICK-022214,P03476,TRIP-003030,COMPLETED,2025-04-22 17:01:00,2025-04-22 17:34:00,,,0
TICK-022215,P03476,TRIP-003305,COMPLETED,2025-04-23 05:06:00,2025-04-23 05:34:00,180,199,0
TICK-022216,P02892,TRIP-003246,COMPLETED,2025-02-22 05:04:00,2025-02-22 05:33:00,,,0
TICK-022217,P00188,TRIP-002786,COMPLETED,2025-05-08 04:49:00,2025-05-08 05:38:00,,,0
TICK-022218,P00188,TRIP-000788,MISSED_CONNECTION,,,-10,-18,1
TICK-022219,P02714,TRIP-001666,COMPLETED,2025-03-22 05:15:00,2025-03-22 05:46:00,,,0
TICK-022220,P01719,TRIP-001158,COMPLETED,2025-08-08 05:24:00,2025-08-08 05:40:00,,,0
TICK-022221,P01719,TRIP-001159,COMPLETED,2025-08-08 10:43:00,2025-08-08 11:31:00,194,131,0
TICK-022222,P02220,TRIP-003216,COMPLETED,2025-10-22 04:48:00,2025-10-22 05:35:00,,,0
TICK-022223,P02220,TRIP-003196,MISSED_CONNECTION,,,-2,11,1
TICK-022224,P02220,TRIP-003197,CANCELLED_AFTER_DISRUPTION,,,,,0
TICK-022225,P03091,TRIP-000375,COMPLETED,2025-07-08 10:32:00,2025-07-08 11:48:00,,,0
TICK-022226,P03091,TRIP-000376,COMPLETED,2025-07-08 23:11:00,2025-07-08 23:31:00,138,138,0
TICK-022227,P01559,TRIP-001514,COMPLETED,2025-07-22 16:43:00,2025-07-22 17:45:00,,,0
TICK-022228,P01559,TRIP-001515,MISSED_CONNECTION,,,-23,-42,1
TICK-022229,P03790,TRIP-002732,COMPLETED,2025-02-22 05:16:00,2025-02-22 05:39:00,,,0
TICK-022230,P00919,TRIP-002116,COMPLETED,2025-12-22 17:23:00,2025-12-22 17:33:00,,,0
TICK-022231,P00919,TRIP-002117,COMPLETED,2025-12-22 22:30:00,2025-12-22 23:41:00,49,75,0
TICK-022232,P00454,TRIP-000208,COMPLETED,2025-12-08 17:22:00,2025-12-08 17:45:00,,,0
TICK-022233,P00454,TRIP-000209,COMPLETED,2025-12-09 05:01:00,2025-12-09 05:34:00,266,297,0
TICK-022234,P01654,TRIP-001359,COMPLETED,2025-11-08 16:42:00,2025-11-08 17:49:00,,,0
TICK-022235,P01654,TRIP-002828,MISSED_CONNECTION,,,-3,-41,1
TICK-022236,P03492,TRIP-000806,COMPLETED,2025-07-22 23:10:00,2025-07-22 23:42:00,,,0
TICK-022237,P01036,TRIP-001584,COMPLETED,2025-12-22 11:04:00,2025-12-22 11:47:00,,,0
TICK-022238,P01634,TRIP-002868,COMPLETED,2025-10-22 10:38:00,2025-10-22 11:33:00,,,0
TICK-022239,P01634,TRIP-001651,MISSED_CONNECTION,,,-10,-10,1
TICK-022240,P01634,TRIP-001652,CANCELLED_AFTER_DISRUPTION,,,,,0
