claim_id,ticket_number,claim_type,refund_amount,compensation_amount,rebooking_cost,rebooking_ts,claim_submitted_ts,claim_resolution_ts,claim_status
CLM-002186,TICK-019224,Missed Connection,94000,100000,62000,2025-12-23 14:48:00,2025-12-23 13:48:00,2025-12-28 13:48:00,Approved
CLM-002187,TICK-019230,Missed Connection,104000,50000,65000,2025-06-09 12:10:00,2025-06-09 05:10:00,2025-06-11 05:10:00,Approved
CLM-002188,TICK-019253,Missed Connection,92000,50000,58000,2025-05-08 20:50:00,2025-05-08 15:50:00,2025-05-09 15:50:00,Approved
CLM-002189,TICK-019259,Missed Connection,124000,75000,78000,2025-12-09 03:10:00,2025-12-09 01:10:00,2025-12-10 01:10:00,Approved
CLM-002190,TICK-019272,Missed Connection,184000,75000,122000,2025-06-09 13:53:00,2025-06-09 06:53:00,2025-06-12 06:53:00,Approved
CLM-002191,TICK-019274,Missed Connection,124000,50000,78000,2025-07-22 23:10:00,2025-07-22 18:10:00,,Pending
CLM-002192,TICK-019278,Missed Connection,115000,50000,72000,2025-09-23 04:16:00,2025-09-23 02:16:00,2025-09-28 02:16:00,Approved
CLM-002193,TICK-019315,Missed Connection,147000,75000,98000,2025-07-09 06:45:00,2025-07-09 04:45:00,2025-07-12 04:45:00,Approved
CLM-002194,TICK-019329,Missed Connection,52000,75000,34000,2025-06-23 06:32:00,2025-06-23 03:32:00,2025-06-26 03:32:00,Approved
CLM-002195,TICK-019339,Missed Connection,62000,100000,39000,2025-09-23 17:40:00,2025-09-23 12:40:00,2025-09-27 12:40:00,Rejected
CLM-002196,TICK-019341,Missed Connection,129000,75000,81000,2025-03-23 07:24:00,2025-03-22 23:24:00,2025-03-26 23:24:00,Approved
CLM-002197,TICK-019358,Missed Connection,154000,75000,97000,2025-02-09 06:22:00,2025-02-08 23:22:00,2025-02-13 23:22:00,Approved
CLM-002198,TICK-019373,Missed Connection,74000,50000,52000,2025-11-23 13:10:00,2025-11-23 07:10:00,2025-11-27 07:10:00,Rejected
CLM-002199,TICK-019379,Missed Connection,194000,100000,122000,2025-12-09 06:53:00,2025-12-08 23:53:00,2025-12-09 23:53:00,Approved
CLM-002200,TICK-019381,Missed Connection,104000,50000,65000,2025-12-23 07:10:00,2025-12-23 06:10:00,,Pending
CLM-002201,TICK-019399,Missed Connection,78000,50000,55000,2025-01-09 02:10:00,2025-01-09 00:10:00,2025-01-12 00:10:00,Approved
CLM-002202,TICK-019403,Missed Connection,208000,50000,132000,2025-11-09 15:34:00,2025-11-09 11:34:00,2025-11-13 11:34:00,Approved
CLM-002203,TICK-019407,Missed Connection,216000,75000,152000,2025-06-10 01:32:00,2025-06-10 00:32:00,2025-06-12 00:32:00,Approved
CLM-002204,TICK-019421,Missed Connection,45000,50000,28000,2025-02-23 06:00:00,2025-02-23 03:00:00,2025-02-25 03:00:00,Approved
CLM-002205,TICK-019429,Missed Connection,108000,50000,68000,2025-04-09 07:49:00,2025-04-09 06:49:00,2025-04-10 06:49:00,Approved
CLM-002206,TICK-019441,Missed Connection,180000,50000,126000,2025-11-09 23:05:00,2025-11-09 17:05:00,2025-11-13 17:05:00,Approved
CLM-002207,TICK-019443,Missed Connection,116000,75000,81000,2025-11-23 04:16:00,2025-11-22 20:16:00,2025-11-25 20:16:00,Approved
CLM-002208,TICK-019476,Missed Connection,89000,75000,62000,2025-12-23 14:48:00,2025-12-23 10:48:00,2025-12-26 10:48:00,Approved
CLM-002209,TICK-019484,Missed Connection,142000,50000,95000,2025-09-23 04:29:00,2025-09-22 20:29:00,2025-09-27 20:29:00,Rejected
CLM-002210,TICK-019486,Missed Connection,178000,100000,119000,2025-01-08 17:23:00,2025-01-08 14:23:00,2025-01-10 14:23:00,Approved
CLM-002211,TICK-019492,Missed Connection,82000,50000,52000,2025-05-23 02:36:00,2025-05-23 00:36:00,2025-05-28 00:36:00,Approved
CLM-002212,TICK-019504,Missed Connection,200000,75000,126000,2025-03-23 09:25:00,2025-03-23 04:25:00,2025-03-25 04:25:00,Approved
CLM-002213,TICK-019511,Missed Connection,186000,50000,117000,2025-07-23 12:02:00,2025-07-23 06:02:00,2025-07-25 06:02:00,Approved
CLM-002214,TICK-019514,Missed Connection,154000,75000,97000,2025-10-23 20:02:00,2025-10-23 15:02:00,2025-10-28 15:02:00,Rejected
CLM-002215,TICK-019522,Missed Connection,49000,50000,34000,2025-12-09 02:44:00,2025-12-08 22:44:00,,Pending
CLM-002216,TICK-019531,Missed Connection,240000,100000,152000,2025-07-23 10:25:00,2025-07-23 07:25:00,2025-07-26 07:25:00,Rejected
CLM-002217,TICK-019546,Missed Connection,131000,75000,87000,2025-12-22 16:19:00,2025-12-22 14:19:00,2025-12-25 14:19:00,Rejected
CLM-002218,TICK-019556,Missed Connection,136000,50000,95000,2025-04-23 02:14:00,2025-04-22 22:14:00,2025-04-27 22:14:00,Approved
CLM-002219,TICK-019568,Missed Connection,92000,75000,58000,2025-09-09 03:50:00,2025-09-08 22:50:00,2025-09-13 22:50:00,Approved
CLM-002220,TICK-019574,Missed Connection,106000,50000,66000,2025-11-23 09:56:00,2025-11-23 01:56:00,2025-11-27 01:56:00,Approved
CLM-002221,TICK-019589,Missed Connection,62000,50000,39000,2025-11-09 11:29:00,2025-11-09 07:29:00,2025-11-12 07:29:00,Approved
CLM-002222,TICK-019592,Missed Connection,148000,75000,93000,2025-02-09 05:04:00,2025-02-09 02:04:00,2025-02-13 02:04:00,Approved
CLM-002223,TICK-019597,Missed Connection,146000,50000,92000,2025-09-23 14:04:00,2025-09-23 13:04:00,2025-09-24 13:04:00,Rejected
CLM-002224,TICK-019626,Missed Connection,141000,50000,93000,2025-12-23 16:17:00,2025-12-23 13:17:00,2025-12-24 13:17:00,Approved
CLM-002225,TICK-019633,Missed Connection,130000,75000,91000,2025-06-09 01:58:00,2025-06-08 22:58:00,2025-06-10 22:58:00,Approved
CLM-002226,TICK-019643,Missed Connection,119000,75000,75000,2025-10-23 08:25:00,2025-10-23 07:25:00,2025-10-24 07:25:00,Approved
CLM-002227,TICK-019648,Missed Connection,92000,75000,61000,2025-01-10 09:04:00,2025-01-10 06:04:00,2025-01-15 06:04:00,Approved
CLM-002228,TICK-019674,Missed Connection,183000,75000,115000,2025-10-23 05:06:00,2025-10-22 23:06:00,2025-10-24 23:06:00,Approved
CLM-002229,TICK-019683,Missed Connection,93000,100000,65000,2025-06-23 14:10:00,2025-06-23 09:10:00,2025-06-28 09:10:00,Approved
CLM-002230,TICK-019694,Missed Connection,167000,75000,105000,2025-12-09 13:35:00,2025-12-09 07:35:00,2025-12-12 07:35:00,Approved
CLM-002231,TICK-019702,Missed Connection,139000,50000,97000,2025-04-09 22:06:00,2025-04-09 15:06:00,2025-04-11 15:06:00,Approved
CLM-002232,TICK-019712,Missed Connection,99000,50000,62000,2025-06-23 10:39:00,2025-06-23 06:39:00,2025-06-28 06:39:00,Approved
CLM-002233,TICK-019718,Missed Connection,101000,100000,71000,2025-07-23 15:03:00,2025-07-23 12:03:00,2025-07-26 12:03:00,Approved
CLM-002234,TICK-019723,Missed Connection,110000,100000,70000,2025-07-09 14:43:00,2025-07-09 06:43:00,2025-07-10 06:43:00,Approved
CLM-002235,TICK-019753,Missed Connection,78000,50000,52000,2025-05-09 03:04:00,2025-05-09 01:04:00,2025-05-13 01:04:00,Approved
CLM-002236,TICK-019765,Missed Connection,110000,50000,70000,2025-07-08 23:16:00,2025-07-08 19:16:00,2025-07-12 19:16:00,Approved
CLM-002237,TICK-019771,Missed Connection,124000,75000,78000,2025-01-09 06:19:00,2025-01-08 23:19:00,,Pending
CLM-002238,TICK-019783,Missed Connection,40000,50000,28000,2025-11-23 06:35:00,2025-11-22 22:35:00,2025-11-27 22:35:00,Approved
CLM-002239,TICK-019786,Missed Connection,115000,50000,72000,2025-09-23 18:42:00,2025-09-23 10:42:00,2025-09-24 10:42:00,Approved
CLM-002240,TICK-019788,Missed Connection,92000,75000,58000,2025-10-23 12:44:00,2025-10-23 05:44:00,2025-10-27 05:44:00,Approved
CLM-002241,TICK-019795,Missed Connection,93000,50000,59000,2025-12-09 12:02:00,2025-12-09 10:02:00,2025-12-12 10:02:00,Approved
CLM-002242,TICK-019798,Missed Connection,93000,50000,59000,2025-12-09 21:42:00,2025-12-09 19:42:00,2025-12-13 19:42:00,Approved
CLM-002243,TICK-019823,Missed Connection,136000,50000,90000,2025-07-23 04:38:00,2025-07-22 20:38:00,2025-07-26 20:38:00,Rejected
CLM-002244,TICK-019829,Missed Connection,142000,75000,90000,2025-12-09 15:05:00,2025-12-09 12:05:00,2025-12-10 12:05:00,Approved
CLM-002245,TICK-019848,Missed Connection,93000,100000,59000,2025-12-09 16:02:00,2025-12-09 14:02:00,2025-12-10 14:02:00,Approved
CLM-002246,TICK-019850,Missed Connection,110000,50000,70000,2025-12-09 00:00:00,2025-12-08 20:00:00,2025-12-10 20:00:00,Approved
CLM-002247,TICK-019859,Missed Connection,188000,50000,119000,2025-10-09 14:40:00,2025-10-09 10:40:00,2025-10-14 10:40:00,Approved
CLM-002248,TICK-019872,Missed Connection,98000,50000,65000,2025-08-23 14:10:00,2025-08-23 09:10:00,2025-08-27 09:10:00,Approved
CLM-002249,TICK-019882,Missed Connection,115000,75000,72000,2025-09-23 16:42:00,2025-09-23 10:42:00,2025-09-27 10:42:00,Approved
CLM-002250,TICK-019890,Missed Connection,226000,75000,142000,2025-12-23 07:09:00,2025-12-23 02:09:00,2025-12-24 02:09:00,Approved
CLM-002251,TICK-019893,Missed Connection,68000,50000,48000,2025-09-24 02:14:00,2025-09-23 19:14:00,2025-09-24 19:14:00,Approved
CLM-002252,TICK-019901,Missed Connection,104000,50000,65000,2025-07-23 00:10:00,2025-07-22 22:10:00,2025-07-27 22:10:00,Approved
CLM-002253,TICK-019904,Missed Connection,82000,50000,52000,2025-02-23 13:40:00,2025-02-23 11:40:00,2025-02-28 11:40:00,Approved
CLM-002254,TICK-019908,Missed Connection,147000,50000,98000,2025-03-08 20:10:00,2025-03-08 19:10:00,2025-03-09 19:10:00,Approved
CLM-002255,TICK-019911,Missed Connection,170000,50000,112000,2025-06-09 09:44:00,2025-06-09 02:44:00,2025-06-11 02:44:00,Approved
CLM-002256,TICK-019919,Missed Connection,148000,50000,93000,2025-06-23 16:01:00,2025-06-23 14:01:00,2025-06-24 14:01:00,Approved
CLM-002257,TICK-019923,Missed Connection,45000,75000,28000,2025-02-23 08:00:00,2025-02-23 03:00:00,2025-02-24 03:00:00,Approved
CLM-002258,TICK-019930,Missed Connection,240000,50000,152000,2025-07-23 17:25:00,2025-07-23 10:25:00,2025-07-24 10:25:00,Approved
CLM-002259,TICK-019935,Missed Connection,154000,75000,97000,2025-01-23 14:11:00,2025-01-23 08:11:00,2025-01-25 08:11:00,Approved
CLM-002260,TICK-019942,Missed Connection,79000,100000,52000,2025-05-09 03:18:00,2025-05-08 23:18:00,2025-05-09 23:18:00,Approved
CLM-002261,TICK-019970,Missed Connection,87000,50000,58000,2025-02-09 16:14:00,2025-02-09 09:14:00,2025-02-11 09:14:00,Approved
CLM-002262,TICK-019976,Missed Connection,140000,50000,88000,2025-04-23 19:14:00,2025-04-23 11:14:00,2025-04-27 11:14:00,Approved
CLM-002263,TICK-019980,Missed Connection,49000,50000,34000,2025-07-23 07:26:00,2025-07-23 04:26:00,2025-07-24 04:26:00,Approved
CLM-002264,TICK-019993,Missed Connection,124000,75000,78000,2025-06-10 02:10:00,2025-06-09 18:10:00,2025-06-11 18:10:00,Approved
CLM-002265,TICK-019995,Missed Connection,99000,100000,62000,2025-06-09 05:10:00,2025-06-09 01:10:00,,Pending
CLM-002266,TICK-020002,Missed Connection,131000,50000,87000,2025-06-08 22:05:00,2025-06-08 21:05:00,,Pending
CLM-002267,TICK-020017,Missed Connection,110000,75000,70000,2025-12-23 12:27:00,2025-12-23 10:27:00,,Pending
CLM-002268,TICK-020025,Missed Connection,142000,50000,90000,2025-12-10 05:57:00,2025-12-10 01:57:00,2025-12-12 01:57:00,Approved
CLM-002269,TICK-020029,Missed Connection,123000,50000,82000,2025-07-09 15:13:00,2025-07-09 14:13:00,,Pending
CLM-002270,TICK-020034,Missed Connection,261000,50000,164000,2025-12-22 23:13:00,2025-12-22 20:13:00,2025-12-24 20:13:00,Approved
CLM-002271,TICK-020042,Missed Connection,118000,75000,78000,2025-09-09 08:03:00,2025-09-09 06:03:00,2025-09-14 06:03:00,Approved
CLM-002272,TICK-020044,Missed Connection,99000,50000,62000,2025-07-09 09:41:00,2025-07-09 05:41:00,2025-07-11 05:41:00,Approved
CLM-002273,TICK-020047,Missed Connection,110000,50000,70000,2025-12-23 13:20:00,2025-12-23 10:20:00,2025-12-25 10:20:00,Approved
CLM-002274,TICK-020053,Missed Connection,86000,50000,55000,2025-05-23 02:10:00,2025-05-22 21:10:00,2025-05-27 21:10:00,Approved
CLM-002275,TICK-020061,Missed Connection,160000,50000,112000,2025-12-23 11:28:00,2025-12-23 04:28:00,2025-12-26 04:28:00,Approved
CLM-002276,TICK-020072,Missed Connection,99000,75000,65000,2025-06-08 23:26:00,2025-06-08 15:26:00,2025-06-13 15:26:00,Approved
CLM-002277,TICK-020097,Missed Connection,94000,50000,62000,2025-06-23 20:44:00,2025-06-23 16:44:00,2025-06-27 16:44:00,Approved
CLM-002278,TICK-020099,Missed Connection,155000,50000,98000,2025-06-09 06:39:00,2025-06-08 22:39:00,,Pending
CLM-002279,TICK-020103,Missed Connection,140000,50000,88000,2025-03-09 04:39:00,2025-03-09 02:39:00,2025-03-10 02:39:00,Approved
CLM-002280,TICK-020107,Missed Connection,111000,75000,78000,2025-06-23 20:28:00,2025-06-23 12:28:00,2025-06-26 12:28:00,Approved
CLM-002281,TICK-020109,Missed Connection,138000,100000,87000,2025-07-23 16:21:00,2025-07-23 08:21:00,2025-07-28 08:21:00,Approved
CLM-002282,TICK-020118,Missed Connection,194000,75000,122000,2025-12-09 06:58:00,2025-12-09 00:58:00,2025-12-12 00:58:00,Approved
CLM-002283,TICK-020124,Missed Connection,128000,75000,81000,2025-11-09 17:11:00,2025-11-09 15:11:00,2025-11-13 15:11:00,Approved
CLM-002284,TICK-020127,Missed Connection,116000,50000,81000,2025-03-09 10:03:00,2025-03-09 02:03:00,2025-03-12 02:03:00,Approved
CLM-002285,TICK-020131,Missed Connection,112000,75000,75000,2025-09-23 06:55:00,2025-09-23 05:55:00,2025-09-24 05:55:00,Approved
CLM-002286,TICK-020144,Missed Connection,99000,75000,62000,2025-07-09 07:10:00,2025-07-09 03:10:00,,Pending
CLM-002287,TICK-020148,Missed Connection,178000,100000,112000,2025-12-09 15:25:00,2025-12-09 11:25:00,2025-12-12 11:25:00,Approved
CLM-002288,TICK-020150,Missed Connection,138000,75000,87000,2025-07-23 13:21:00,2025-07-23 11:21:00,2025-07-24 11:21:00,Approved
CLM-002289,TICK-020156,Missed Connection,100000,75000,70000,2025-07-22 17:06:00,2025-07-22 16:06:00,2025-07-23 16:06:00,Approved
CLM-002290,TICK-020175,Missed Connection,141000,75000,93000,2025-01-09 19:28:00,2025-01-09 14:28:00,2025-01-11 14:28:00,Approved
CLM-002291,TICK-020178,Missed Connection,119000,75000,75000,2025-09-09 08:28:00,2025-09-09 05:28:00,2025-09-13 05:28:00,Approved
CLM-002292,TICK-020184,Missed Connection,67000,50000,47000,2025-03-09 20:37:00,2025-03-09 19:37:00,2025-03-11 19:37:00,Approved
CLM-002293,TICK-020198,Missed Connection,54000,50000,34000,2025-07-09 07:24:00,2025-07-09 03:24:00,2025-07-14 03:24:00,Approved
CLM-002294,TICK-020207,Missed Connection,155000,50000,98000,2025-03-23 06:03:00,2025-03-23 05:03:00,2025-03-24 05:03:00,Approved
CLM-002295,TICK-020217,Missed Connection,124000,50000,78000,2025-10-09 06:02:00,2025-10-09 00:02:00,2025-10-10 00:02:00,Approved
CLM-002296,TICK-020228,Missed Connection,181000,50000,114000,2025-12-09 05:31:00,2025-12-09 03:31:00,2025-12-13 03:31:00,Approved
CLM-002297,TICK-020234,Missed Connection,119000,50000,75000,2025-04-23 18:55:00,2025-04-23 11:55:00,2025-04-28 11:55:00,Approved
CLM-002298,TICK-020236,Missed Connection,115000,75000,72000,2025-09-09 18:29:00,2025-09-09 12:29:00,2025-09-13 12:29:00,Approved
CLM-002299,TICK-020241,Missed Connection,170000,50000,119000,2025-02-09 01:01:00,2025-02-08 17:01:00,2025-02-12 17:01:00,Approved
CLM-002300,TICK-020246,Missed Connection,123000,50000,82000,2025-07-09 19:13:00,2025-07-09 13:13:00,,Pending
CLM-002301,TICK-020262,Missed Connection,99000,100000,62000,2025-12-09 00:17:00,2025-12-08 22:17:00,,Pending
CLM-002302,TICK-020271,Missed Connection,124000,100000,87000,2025-06-09 00:05:00,2025-06-08 17:05:00,2025-06-10 17:05:00,Approved
CLM-002303,TICK-020273,Missed Connection,108000,50000,68000,2025-03-09 03:44:00,2025-03-09 02:44:00,2025-03-14 02:44:00,Approved
CLM-002304,TICK-020277,Missed Connection,92000,50000,58000,2025-01-23 11:33:00,2025-01-23 04:33:00,2025-01-28 04:33:00,Approved
CLM-002305,TICK-020285,Missed Connection,114000,75000,80000,2025-07-23 23:23:00,2025-07-23 17:23:00,2025-07-28 17:23:00,Approved
CLM-002306,TICK-020305,Missed Connection,105000,75000,70000,2025-07-22 17:06:00,2025-07-22 15:06:00,2025-07-25 15:06:00,Approved
CLM-002307,TICK-020308,Missed Connection,198000,50000,132000,2025-05-23 17:02:00,2025-05-23 15:02:00,2025-05-26 15:02:00,Approved
CLM-002308,TICK-020310,Missed Connection,54000,50000,34000,2025-07-23 04:26:00,2025-07-22 23:26:00,2025-07-23 23:26:00,Approved
CLM-002309,TICK-020313,Missed Connection,124000,75000,87000,2025-06-23 04:05:00,2025-06-22 22:05:00,2025-06-23 22:05:00,Approved
CLM-002310,TICK-020325,Missed Connection,216000,75000,152000,2025-06-09 11:32:00,2025-06-09 04:32:00,2025-06-11 04:32:00,Approved
CLM-002311,TICK-020333,Missed Connection,99000,75000,62000,2025-07-09 09:41:00,2025-07-09 05:41:00,2025-07-12 05:41:00,Approved
CLM-002312,TICK-020338,Missed Connection,178000,75000,119000,2025-11-09 08:29:00,2025-11-09 05:29:00,2025-11-10 05:29:00,Approved
CLM-002313,TICK-020346,Missed Connection,188000,50000,119000,2025-11-09 16:24:00,2025-11-09 14:24:00,2025-11-14 14:24:00,Approved
CLM-002314,TICK-020354,Missed Connection,105000,50000,70000,2025-07-08 22:16:00,2025-07-08 20:16:00,2025-07-11 20:16:00,Approved
CLM-002315,TICK-020375,Missed Connection,112000,100000,78000,2025-12-22 19:10:00,2025-12-22 17:10:00,2025-12-27 17:10:00,Approved
CLM-002316,TICK-020402,Missed Connection,96000,75000,61000,2025-09-23 06:54:00,2025-09-23 03:54:00,2025-09-26 03:54:00,Approved
CLM-002317,TICK-020404,Missed Connection,62000,75000,39000,2025-10-09 17:02:00,2025-10-09 10:02:00,2025-10-10 10:02:00,Approved
CLM-002318,TICK-020417,Missed Connection,99000,75000,62000,2025-06-09 01:10:00,2025-06-08 21:10:00,2025-06-09 21:10:00,Approved
CLM-002319,TICK-020429,Missed Connection,115000,75000,72000,2025-01-23 07:11:00,2025-01-23 06:11:00,2025-01-26 06:11:00,Approved
CLM-002320,TICK-020432,Missed Connection,124000,75000,78000,2025-12-23 06:10:00,2025-12-22 22:10:00,2025-12-27 22:10:00,Rejected
CLM-002321,TICK-020436,Missed Connection,56000,75000,36000,2025-10-09 22:44:00,2025-10-09 16:44:00,2025-10-12 16:44:00,Approved
CLM-002322,TICK-020445,Missed Connection,148000,50000,93000,2025-06-09 06:30:00,2025-06-09 03:30:00,2025-06-14 03:30:00,Approved
CLM-002323,TICK-020448,Missed Connection,112000,50000,71000,2025-07-23 17:03:00,2025-07-23 15:03:00,2025-07-26 15:03:00,Approved
CLM-002324,TICK-020450,Missed Connection,68000,75000,43000,2025-07-23 11:36:00,2025-07-23 05:36:00,2025-07-25 05:36:00,Approved
CLM-002325,TICK-020466,Missed Connection,92000,50000,58000,2025-09-23 11:49:00,2025-09-23 08:49:00,,Pending
CLM-002326,TICK-020469,Missed Connection,240000,75000,152000,2025-06-10 02:35:00,2025-06-10 00:35:00,2025-06-12 00:35:00,Approved
CLM-002327,TICK-020471,Missed Connection,74000,50000,52000,2025-09-09 04:10:00,2025-09-08 21:10:00,2025-09-09 21:10:00,Approved
CLM-002328,TICK-020480,Missed Connection,155000,75000,98000,2025-12-23 03:09:00,2025-12-23 01:09:00,2025-12-28 01:09:00,Approved
CLM-002329,TICK-020487,Missed Connection,79000,75000,52000,2025-02-23 14:40:00,2025-02-23 11:40:00,2025-02-27 11:40:00,Approved
CLM-002330,TICK-020493,Missed Connection,242000,50000,160000,2025-11-23 07:46:00,2025-11-23 05:46:00,2025-11-25 05:46:00,Approved
CLM-002331,TICK-020503,Missed Connection,138000,75000,97000,2025-06-23 09:31:00,2025-06-23 01:31:00,2025-06-28 01:31:00,Approved
CLM-002332,TICK-020511,Missed Connection,99000,75000,62000,2025-06-09 03:10:00,2025-06-08 22:10:00,2025-06-13 22:10:00,Approved
CLM-002333,TICK-020520,Missed Connection,142000,50000,95000,2025-04-09 14:38:00,2025-04-09 10:38:00,2025-04-12 10:38:00,Approved
CLM-002334,TICK-020525,Missed Connection,104000,75000,65000,2025-06-09 02:26:00,2025-06-09 01:26:00,2025-06-10 01:26:00,Approved
CLM-002335,TICK-020530,Missed Connection,250000,50000,158000,2025-12-23 09:02:00,2025-12-23 08:02:00,,Pending
CLM-002336,TICK-020539,Missed Connection,129000,50000,81000,2025-03-23 12:35:00,2025-03-23 10:35:00,2025-03-24 10:35:00,Approved
CLM-002337,TICK-020544,Missed Connection,105000,50000,70000,2025-06-09 20:40:00,2025-06-09 19:40:00,2025-06-12 19:40:00,Approved
CLM-002338,TICK-020553,Missed Connection,160000,50000,112000,2025-06-24 03:56:00,2025-06-23 20:56:00,2025-06-27 20:56:00,Approved
CLM-002339,TICK-020556,Missed Connection,82000,50000,52000,2025-08-09 07:49:00,2025-08-09 03:49:00,2025-08-11 03:49:00,Approved
CLM-002340,TICK-020558,Missed Connection,103000,75000,65000,2025-08-23 06:10:00,2025-08-23 00:10:00,2025-08-27 00:10:00,Approved
CLM-002341,TICK-020564,Missed Connection,148000,100000,93000,2025-06-23 06:02:00,2025-06-23 02:02:00,2025-06-26 02:02:00,Approved
CLM-002342,TICK-020576,Missed Connection,78000,75000,49000,2025-09-10 00:14:00,2025-09-09 19:14:00,2025-09-12 19:14:00,Approved
CLM-002343,TICK-020578,Missed Connection,181000,50000,114000,2025-07-09 02:35:00,2025-07-08 21:35:00,2025-07-13 21:35:00,Approved
CLM-002344,TICK-020583,Missed Connection,82000,50000,55000,2025-01-23 08:10:00,2025-01-23 06:10:00,2025-01-28 06:10:00,Approved
CLM-002345,TICK-020587,Missed Connection,124000,75000,78000,2025-10-10 02:52:00,2025-10-10 00:52:00,2025-10-13 00:52:00,Approved
CLM-002346,TICK-020596,Missed Connection,142000,100000,90000,2025-07-23 01:38:00,2025-07-22 23:38:00,,Pending
CLM-002347,TICK-020603,Missed Connection,92000,75000,58000,2025-05-23 17:16:00,2025-05-23 16:16:00,2025-05-26 16:16:00,Approved
CLM-002348,TICK-020605,Missed Connection,67000,50000,47000,2025-07-23 17:39:00,2025-07-23 10:39:00,2025-07-28 10:39:00,Approved
CLM-002349,TICK-020620,Missed Connection,240000,100000,152000,2025-07-23 10:25:00,2025-07-23 09:25:00,2025-07-24 09:25:00,Approved
CLM-002350,TICK-020625,Missed Connection,110000,50000,70000,2025-12-23 16:27:00,2025-12-23 09:27:00,2025-12-24 09:27:00,Approved
CLM-002351,TICK-020633,Missed Connection,261000,50000,164000,2025-07-09 01:09:00,2025-07-09 00:09:00,2025-07-12 00:09:00,Approved
CLM-002352,TICK-020652,Missed Connection,93000,75000,65000,2025-07-23 01:10:00,2025-07-22 23:10:00,2025-07-24 23:10:00,Approved
CLM-002353,TICK-020656,Missed Connection,108000,75000,68000,2025-09-23 07:26:00,2025-09-23 06:26:00,2025-09-25 06:26:00,Approved
CLM-002354,TICK-020667,Missed Connection,106000,75000,66000,2025-05-23 07:24:00,2025-05-23 06:24:00,2025-05-27 06:24:00,Approved
CLM-002355,TICK-020678,Missed Connection,86000,50000,55000,2025-01-23 05:22:00,2025-01-22 22:22:00,2025-01-27 22:22:00,Approved
CLM-002356,TICK-020683,Missed Connection,158000,75000,105000,2025-07-23 11:13:00,2025-07-23 07:13:00,2025-07-25 07:13:00,Approved
CLM-002357,TICK-020692,Missed Connection,148000,50000,93000,2025-10-23 12:47:00,2025-10-23 05:47:00,2025-10-27 05:47:00,Approved
CLM-002358,TICK-020722,Missed Connection,61000,50000,43000,2025-06-23 15:41:00,2025-06-23 14:41:00,2025-06-24 14:41:00,Approved
CLM-002359,TICK-020726,Missed Connection,62000,100000,39000,2025-08-09 20:36:00,2025-08-09 14:36:00,,Pending
CLM-002360,TICK-020734,Missed Connection,124000,100000,78000,2025-06-09 17:20:00,2025-06-09 11:20:00,2025-06-14 11:20:00,Rejected
CLM-002361,TICK-020736,Missed Connection,82000,50000,52000,2025-04-09 16:10:00,2025-04-09 08:10:00,2025-04-11 08:10:00,Approved
CLM-002362,TICK-020741,Missed Connection,200000,75000,126000,2025-08-09 02:49:00,2025-08-08 18:49:00,2025-08-11 18:49:00,Approved
CLM-002363,TICK-020754,Missed Connection,208000,75000,132000,2025-08-09 02:54:00,2025-08-08 21:54:00,2025-08-12 21:54:00,Rejected
CLM-002364,TICK-020763,Missed Connection,181000,75000,114000,2025-06-23 14:40:00,2025-06-23 09:40:00,2025-06-25 09:40:00,Approved
CLM-002365,TICK-020769,Missed Connection,61000,100000,43000,2025-07-23 11:36:00,2025-07-23 07:36:00,,Pending
CLM-002366,TICK-020788,Missed Connection,170000,75000,119000,2025-10-09 12:40:00,2025-10-09 05:40:00,2025-10-14 05:40:00,Approved
CLM-002367,TICK-020791,Missed Connection,188000,75000,119000,2025-02-09 03:01:00,2025-02-08 23:01:00,2025-02-09 23:01:00,Approved
CLM-002368,TICK-020796,Missed Connection,148000,100000,93000,2025-04-09 19:04:00,2025-04-09 11:04:00,2025-04-10 11:04:00,Approved
CLM-002369,TICK-020799,Missed Connection,161000,75000,102000,2025-10-22 16:57:00,2025-10-22 14:57:00,,Pending
CLM-002370,TICK-020804,Missed Connection,142000,75000,90000,2025-07-09 14:25:00,2025-07-09 07:25:00,2025-07-13 07:25:00,Approved
CLM-002371,TICK-020809,Missed Connection,62000,50000,39000,2025-03-23 18:34:00,2025-03-23 16:34:00,2025-03-26 16:34:00,Approved
CLM-002372,TICK-020827,Missed Connection,124000,50000,78000,2025-12-23 01:10:00,2025-12-23 00:10:00,2025-12-25 00:10:00,Approved
CLM-002373,TICK-020842,Missed Connection,124000,75000,78000,2025-06-09 12:20:00,2025-06-09 08:20:00,2025-06-12 08:20:00,Approved
CLM-002374,TICK-020844,Missed Connection,140000,75000,88000,2025-10-22 20:10:00,2025-10-22 16:10:00,2025-10-26 16:10:00,Approved
CLM-002375,TICK-020854,Missed Connection,104000,50000,65000,2025-12-23 13:10:00,2025-12-23 07:10:00,2025-12-24 07:10:00,Approved
CLM-002376,TICK-020860,Missed Connection,82000,100000,52000,2025-04-09 08:10:00,2025-04-09 07:10:00,2025-04-14 07:10:00,Approved
CLM-002377,TICK-020866,Missed Connection,188000,75000,119000,2025-03-08 21:49:00,2025-03-08 19:49:00,2025-03-13 19:49:00,Approved
CLM-002378,TICK-020872,Missed Connection,93000,75000,65000,2025-07-09 07:10:00,2025-07-09 06:10:00,2025-07-10 06:10:00,Approved
