trip_id,actual_departure_ts,actual_arrival_ts,departure_delay_minutes,arrival_delay_minutes,disruption_reason,severity_level
TRIP-002996,2025-11-22 18:06:00,2025-11-22 21:02:00,6,0,,
TRIP-002997,2025-11-23 00:00:00,2025-11-23 06:03:00,0,0,,
TRIP-002998,2025-01-22 12:00:00,2025-01-22 15:21:00,0,10,,
TRIP-002999,2025-01-22 18:00:00,2025-01-23 03:46:00,0,216,Cuaca,High
TRIP-003000,2025-05-08 06:00:00,2025-05-08 16:49:00,0,6,,
TRIP-003001,2025-10-22 06:11:00,2025-10-22 14:14:00,11,0,,
TRIP-003002,2025-12-23 12:00:00,2025-12-23 18:37:00,0,0,,
TRIP-003003,2025-11-23 06:35:00,2025-11-23 18:46:00,35,67,,
TRIP-003004,2025-05-23 06:39:00,2025-05-23 12:44:00,39,34,,
TRIP-003005,2025-09-09 18:30:00,2025-09-09 22:22:00,30,22,,
TRIP-003006,2025-11-23 00:02:00,2025-11-23 09:00:00,2,0,,
TRIP-003007,2025-11-23 12:00:00,2025-11-23 15:45:00,0,34,,
TRIP-003008,2025-06-23 06:26:00,2025-06-23 12:44:00,26,34,,
TRIP-003009,2025-04-23 00:00:00,2025-04-23 11:47:00,0,8,,
TRIP-003010,2025-11-08 18:00:00,2025-11-09 04:43:00,0,0,,
TRIP-003011,2025-07-23 12:24:00,2025-07-23 20:44:00,24,3,,
TRIP-003012,2025-09-09 12:15:00,2025-09-09 18:55:00,15,18,,
TRIP-003013,2025-03-22 12:12:00,2025-03-23 00:51:00,12,49,,
TRIP-003014,2025-03-23 00:00:00,2025-03-23 05:39:00,0,28,,
TRIP-003015,2025-03-23 06:00:00,2025-03-23 13:43:00,0,9,,
TRIP-003016,2025-11-09 12:42:00,2025-11-09 16:40:00,42,64,,
TRIP-003017,2025-02-22 06:00:00,2025-02-22 14:40:00,0,29,,
TRIP-003018,2025-11-22 12:19:00,2025-11-22 15:11:00,19,0,,
TRIP-003019,2025-08-08 06:20:00,2025-08-08 10:39:00,20,12,,
TRIP-003020,2025-08-23 06:15:00,2025-08-23 15:34:00,15,53,,
TRIP-003021,2025-06-08 06:23:00,2025-06-08 10:46:00,23,19,,
TRIP-003022,2025-06-09 06:00:00,2025-06-09 14:14:00,0,3,,
TRIP-003023,2025-07-23 12:35:00,2025-07-24 00:54:00,35,29,,
TRIP-003024,2025-05-22 12:00:00,2025-05-22 18:10:00,0,0,,
TRIP-003025,2025-10-22 12:44:00,2025-10-22 22:36:00,44,54,,
TRIP-003026,2025-10-23 00:11:00,2025-10-23 06:05:00,11,0,,
TRIP-003027,2025-02-23 06:01:00,2025-02-23 13:57:00,1,8,,
TRIP-003028,2025-01-09 18:04:00,2025-01-10 01:44:00,4,0,,
TRIP-003029,2025-04-22 12:05:00,2025-04-22 15:01:00,5,22,,
TRIP-003030,2025-04-22 18:00:00,2025-04-23 03:00:00,0,0,,
TRIP-003031,2025-01-08 06:00:00,2025-01-08 18:23:00,0,0,,
TRIP-003032,2025-02-23 06:04:00,2025-02-23 19:00:00,4,37,,
TRIP-003033,2025-01-08 18:00:00,2025-01-09 00:54:00,0,255,Kerusakan Mesin,High
TRIP-003034,2025-01-09 00:22:00,2025-01-09 09:20:00,22,20,,
TRIP-003035,2025-02-22 12:00:00,2025-02-22 20:00:00,0,11,,
TRIP-003036,2025-02-23 00:30:00,2025-02-23 09:11:00,30,30,,
TRIP-003037,2025-02-23 12:35:00,2025-02-23 21:02:00,35,48,,
TRIP-003038,2025-11-22 12:28:00,2025-11-23 01:32:00,28,67,,
TRIP-003039,2025-05-23 06:32:00,2025-05-23 14:35:00,32,51,,
TRIP-003040,2025-12-09 12:07:00,2025-12-09 16:27:00,7,0,,
TRIP-003041,2025-01-08 12:07:00,2025-01-09 00:58:00,7,287,Kerusakan Mesin,High
TRIP-003042,2025-01-09 00:00:00,2025-01-09 06:10:00,0,0,,
TRIP-003043,2025-03-08 06:09:00,2025-03-08 15:00:00,9,1,,
TRIP-003044,2025-05-22 06:06:00,2025-05-22 09:02:00,6,0,,
TRIP-003045,2025-04-22 18:19:00,2025-04-23 06:41:00,19,16,,
TRIP-003046,2025-05-22 12:00:00,2025-05-22 16:27:00,0,0,,
TRIP-003047,2025-12-09 12:00:00,2025-12-10 00:35:00,0,12,,
TRIP-003048,2025-09-09 12:00:00,2025-09-09 21:54:00,0,55,,
TRIP-003049,2025-07-23 12:06:00,2025-07-23 18:32:00,6,27,,
TRIP-003050,2025-02-09 12:00:00,2025-02-09 17:16:00,0,5,,
TRIP-003051,2025-09-08 18:00:00,2025-09-09 00:10:00,0,0,,
TRIP-003052,2025-09-09 00:00:00,2025-09-09 08:13:00,0,2,,
TRIP-003053,2025-05-22 18:22:00,2025-05-22 20:39:00,22,0,,
TRIP-003054,2025-11-09 00:06:00,2025-11-09 05:49:00,6,38,,
TRIP-003055,2025-05-08 18:34:00,2025-05-08 22:08:00,34,82,,
TRIP-003056,2025-04-09 06:17:00,2025-04-09 08:57:00,17,11,,
TRIP-003057,2025-04-09 12:30:00,2025-04-09 15:12:00,30,10,,
TRIP-003058,2025-12-23 06:15:00,2025-12-23 14:06:00,15,17,,
TRIP-003059,2025-04-08 12:23:00,2025-04-08 20:37:00,23,23,,
TRIP-003060,2025-04-09 00:07:00,2025-04-09 04:39:00,7,12,,
TRIP-003061,2025-05-08 12:08:00,2025-05-09 00:54:00,8,29,,
TRIP-003062,2025-10-08 06:39:00,2025-10-08 14:34:00,39,50,,
TRIP-003063,2025-02-08 18:04:00,2025-02-09 01:44:00,4,0,,
TRIP-003064,2025-02-09 06:34:00,2025-02-09 09:31:00,34,45,,
TRIP-003065,2025-02-09 12:21:00,2025-02-09 15:03:00,21,1,,
TRIP-003066,2025-03-08 12:04:00,2025-03-08 17:02:00,4,35,,
TRIP-003067,2025-02-23 06:13:00,2025-02-23 13:57:00,13,25,,
TRIP-003068,2025-09-22 18:07:00,2025-09-23 00:10:00,7,0,,
TRIP-003069,2025-09-23 00:08:00,2025-09-23 07:47:00,8,15,,
TRIP-003070,2025-08-22 12:08:00,2025-08-22 16:06:00,8,6,,
TRIP-003071,2025-10-08 06:09:00,2025-10-08 12:11:00,9,1,,
TRIP-003072,2025-02-23 06:00:00,2025-02-23 18:36:00,0,34,,
TRIP-003073,2025-05-23 00:07:00,2025-05-23 04:02:00,7,2,,
TRIP-003074,2025-04-23 00:31:00,2025-04-23 12:41:00,31,39,,
TRIP-003075,2025-03-22 06:26:00,2025-03-22 15:36:00,26,85,,
TRIP-003076,2025-09-09 00:33:00,2025-09-09 10:33:00,33,51,,
TRIP-003077,2025-11-08 12:14:00,2025-11-09 00:01:00,14,22,,
TRIP-003078,2025-04-08 06:40:00,2025-04-08 14:58:00,40,47,,
TRIP-003079,2025-04-08 18:25:00,2025-04-09 01:10:00,25,60,,
TRIP-003080,2025-04-09 00:29:00,2025-04-09 08:20:00,29,48,,
TRIP-003081,2025-03-08 18:00:00,2025-03-08 23:18:00,0,7,,
TRIP-003082,2025-03-09 00:23:00,2025-03-09 08:08:00,23,34,,
TRIP-003083,2025-03-09 12:11:00,2025-03-09 14:41:00,11,2,,
TRIP-003084,2025-02-23 06:27:00,2025-02-23 12:34:00,27,24,,
TRIP-003085,2025-04-09 06:15:00,2025-04-09 10:14:00,15,38,,
TRIP-003086,2025-11-23 12:15:00,2025-11-23 17:11:00,15,0,,
TRIP-003087,2025-02-23 12:33:00,2025-02-23 15:23:00,33,37,,
TRIP-003088,2025-12-23 06:00:00,2025-12-23 13:03:00,0,53,,
TRIP-003089,2025-12-23 12:12:00,2025-12-23 20:36:00,12,25,,
TRIP-003090,2025-11-23 06:00:00,2025-11-23 09:14:00,0,3,,
TRIP-003091,2025-05-23 06:47:00,2025-05-23 13:14:00,47,37,,
TRIP-003092,2025-01-23 06:00:00,2025-01-23 14:22:00,0,8,,
TRIP-003093,2025-04-22 12:04:00,2025-04-23 00:55:00,4,30,,
TRIP-003094,2025-01-22 06:00:00,2025-01-22 09:16:00,0,5,,
TRIP-003095,2025-05-08 06:00:00,2025-05-08 17:22:00,0,8,,
TRIP-003096,2025-11-22 18:13:00,2025-11-23 02:39:00,13,25,,
TRIP-003097,2025-11-23 06:13:00,2025-11-23 10:27:00,13,0,,
TRIP-003098,2025-11-23 06:06:00,2025-11-23 11:49:00,6,38,,
TRIP-003099,2025-11-23 12:24:00,2025-11-23 19:39:00,24,5,,
TRIP-003100,2025-05-09 18:00:00,2025-05-10 01:44:00,0,0,,
TRIP-003101,2025-02-08 12:00:00,2025-02-08 18:03:00,0,0,,
TRIP-003102,2025-02-08 18:02:00,2025-02-09 05:39:00,2,0,,
TRIP-003103,2025-10-09 06:08:00,2025-10-09 12:21:00,8,11,,
TRIP-003104,2025-12-22 06:14:00,2025-12-22 14:18:00,14,34,,
TRIP-003105,2025-06-09 00:00:00,2025-06-09 11:47:00,0,8,,
TRIP-003106,2025-08-22 18:22:00,2025-08-22 23:01:00,22,34,,
TRIP-003107,2025-04-08 06:04:00,2025-04-08 16:43:00,4,0,,
TRIP-003108,2025-12-09 18:27:00,2025-12-09 23:00:00,27,60,,
TRIP-003109,2025-04-22 06:25:00,2025-04-22 16:20:00,25,42,,
TRIP-003110,2025-04-22 18:00:00,2025-04-22 22:00:00,0,0,,
TRIP-003111,2025-04-23 06:21:00,2025-04-23 12:05:00,21,0,,
TRIP-003112,2025-03-22 06:31:00,2025-03-22 19:33:00,31,68,,
TRIP-003113,2025-07-09 06:00:00,2025-07-09 15:02:00,0,2,,
TRIP-003114,2025-07-23 00:27:00,2025-07-23 08:45:00,27,34,,
TRIP-003115,2025-09-23 00:13:00,2025-09-23 07:55:00,13,6,,
TRIP-003116,2025-08-22 12:13:00,2025-08-22 22:15:00,13,37,,
TRIP-003117,2025-08-23 00:00:00,2025-08-23 04:28:00,0,28,,
TRIP-003118,2025-08-23 06:00:00,2025-08-23 18:34:00,0,11,,
TRIP-003119,2025-08-09 06:00:00,2025-08-09 16:43:00,0,0,,
TRIP-003120,2025-01-22 06:00:00,2025-01-22 12:10:00,0,0,,
TRIP-003121,2025-08-22 06:11:00,2025-08-22 09:11:00,11,0,,
TRIP-003122,2025-08-22 12:02:00,2025-08-23 00:27:00,2,2,,
TRIP-003123,2025-02-23 00:00:00,2025-02-23 09:08:00,0,8,,
TRIP-003124,2025-07-23 06:10:00,2025-07-23 13:22:00,10,45,,
TRIP-003125,2025-12-23 00:12:00,2025-12-23 08:39:00,12,28,,
TRIP-003126,2025-10-23 06:26:00,2025-10-23 16:09:00,26,31,,
TRIP-003127,2025-10-23 18:00:00,2025-10-23 22:00:00,0,0,,
TRIP-003128,2025-09-22 06:24:00,2025-09-22 17:39:00,24,0,,
TRIP-003129,2025-09-22 18:22:00,2025-09-23 03:30:00,22,49,,
TRIP-003130,2025-10-23 00:14:00,2025-10-23 13:23:00,14,58,,
TRIP-003131,2025-03-09 06:00:00,2025-03-09 13:37:00,0,190,Kemacetan,High
TRIP-003132,2025-03-09 12:10:00,2025-03-09 18:58:00,10,21,,
TRIP-003133,2025-11-22 12:10:00,2025-11-22 20:05:00,10,21,,
TRIP-003134,2025-09-22 06:23:00,2025-09-22 09:32:00,23,46,,
TRIP-003135,2025-11-23 12:06:00,2025-11-23 16:43:00,6,16,,
TRIP-003136,2025-08-23 00:20:00,2025-08-23 09:41:00,20,41,,
TRIP-003137,2025-02-22 06:28:00,2025-02-22 09:34:00,28,32,,
TRIP-003138,2025-01-22 18:32:00,2025-01-23 05:55:00,32,41,,
TRIP-003139,2025-04-23 06:06:00,2025-04-23 11:30:00,6,19,,
TRIP-003140,2025-09-09 06:18:00,2025-09-09 14:43:00,18,59,,
TRIP-003141,2025-07-23 12:19:00,2025-07-23 15:54:00,19,75,,
TRIP-003142,2025-01-23 00:00:00,2025-01-23 08:11:00,0,0,,
TRIP-003143,2025-01-22 06:30:00,2025-01-22 10:48:00,30,48,,
TRIP-003144,2025-09-23 12:00:00,2025-09-23 16:09:00,0,9,,
TRIP-003145,2025-04-09 12:07:00,2025-04-10 00:02:00,7,0,,
TRIP-003146,2025-10-08 18:36:00,2025-10-09 06:15:00,36,36,,
TRIP-003147,2025-08-23 00:42:00,2025-08-23 11:56:00,42,42,,
TRIP-003148,2025-01-22 18:20:00,2025-01-22 20:46:00,20,0,,
TRIP-003149,2025-07-09 00:14:00,2025-07-09 04:14:00,14,14,,
TRIP-003150,2025-11-09 00:20:00,2025-11-09 07:51:00,20,74,,
TRIP-003151,2025-01-08 18:00:00,2025-01-09 04:43:00,0,0,,
TRIP-003152,2025-02-22 06:00:00,2025-02-22 18:23:00,0,0,,
TRIP-003153,2025-01-23 00:00:00,2025-01-23 09:04:00,0,4,,
TRIP-003154,2025-02-22 12:05:00,2025-02-22 18:10:00,5,0,,
TRIP-003155,2025-02-22 18:00:00,2025-02-23 01:32:00,0,0,,
TRIP-003156,2025-02-23 06:14:00,2025-02-23 17:14:00,14,0,,
TRIP-003157,2025-05-08 12:00:00,2025-05-09 00:30:00,0,28,,
TRIP-003158,2025-05-09 00:09:00,2025-05-09 10:56:00,9,13,,
TRIP-003159,2025-05-09 12:39:00,2025-05-10 01:08:00,39,43,,
TRIP-003160,2025-01-08 18:52:00,2025-01-09 00:31:00,52,21,,
TRIP-003161,2025-04-09 12:00:00,2025-04-09 23:16:00,0,2,,
TRIP-003162,2025-11-22 06:15:00,2025-11-22 18:35:00,15,12,,
TRIP-003163,2025-02-08 18:00:00,2025-02-09 01:32:00,0,0,,
TRIP-003164,2025-08-08 12:11:00,2025-08-08 19:44:00,11,0,,
TRIP-003165,2025-08-09 00:00:00,2025-08-09 02:46:00,0,0,,
TRIP-003166,2025-02-09 00:00:00,2025-02-09 07:49:00,0,0,,
TRIP-003167,2025-01-22 06:11:00,2025-01-22 13:22:00,11,45,,
TRIP-003168,2025-01-22 18:00:00,2025-01-23 06:35:00,0,33,,
TRIP-003169,2025-08-09 06:48:00,2025-08-09 14:36:00,48,47,,
TRIP-003170,2025-07-08 06:01:00,2025-07-08 17:39:00,1,0,,
TRIP-003171,2025-11-23 06:00:00,2025-11-23 09:46:00,0,10,,
TRIP-003172,2025-10-09 12:10:00,2025-10-09 19:39:00,10,7,,
TRIP-003173,2025-04-09 12:19:00,2025-04-09 21:54:00,19,12,,
TRIP-003174,2025-06-09 00:05:00,2025-06-09 08:06:00,5,32,,
TRIP-003175,2025-07-09 18:20:00,2025-07-10 03:04:00,20,50,,
TRIP-003176,2025-11-22 06:54:00,2025-11-22 15:29:00,54,48,,
TRIP-003177,2025-04-09 12:23:00,2025-04-09 20:32:00,23,18,,
TRIP-003178,2025-06-09 12:08:00,2025-06-09 21:01:00,8,20,,
TRIP-003179,2025-08-22 06:00:00,2025-08-22 12:10:00,0,0,,
TRIP-003180,2025-06-23 06:00:00,2025-06-23 14:14:00,0,25,,
TRIP-003181,2025-02-08 12:28:00,2025-02-08 17:39:00,28,28,,
TRIP-003182,2025-01-22 06:28:00,2025-01-22 14:28:00,28,39,,
TRIP-003183,2025-11-08 06:33:00,2025-11-08 15:38:00,33,38,,
TRIP-003184,2025-11-09 00:00:00,2025-11-09 12:25:00,0,0,,
TRIP-003185,2025-01-09 00:17:00,2025-01-09 08:15:00,17,41,,
TRIP-003186,2025-02-09 06:09:00,2025-02-09 12:29:00,9,19,,
TRIP-003187,2025-02-23 12:00:00,2025-02-23 16:06:00,0,6,,
TRIP-003188,2025-12-23 12:00:00,2025-12-23 15:39:00,0,37,,
TRIP-003189,2025-12-09 12:00:00,2025-12-09 21:03:00,0,22,,
TRIP-003190,2025-11-22 18:04:00,2025-11-23 01:58:00,4,24,,
TRIP-003191,2025-11-23 06:27:00,2025-11-23 09:18:00,27,39,,
TRIP-003192,2025-09-23 00:19:00,2025-09-23 03:14:00,19,12,,
TRIP-003193,2025-04-22 12:10:00,2025-04-22 23:22:00,10,8,,
TRIP-003194,2025-12-09 06:46:00,2025-12-09 14:22:00,46,33,,
TRIP-003195,2025-05-09 18:24:00,2025-05-09 22:02:00,24,2,,
TRIP-003196,2025-10-22 18:22:00,2025-10-22 23:15:00,22,4,,
TRIP-003197,2025-10-23 00:00:00,2025-10-23 07:34:00,0,0,,
TRIP-003198,2025-08-08 18:22:00,2025-08-09 05:39:00,22,0,,
TRIP-003199,2025-04-08 12:00:00,2025-04-08 17:11:00,0,0,,
TRIP-003200,2025-11-08 06:08:00,2025-11-08 18:22:00,8,43,,
TRIP-003201,2025-11-09 06:00:00,2025-11-09 14:14:00,0,0,,
TRIP-003202,2025-01-22 12:31:00,2025-01-22 23:14:00,31,0,,
TRIP-003203,2025-01-23 00:04:00,2025-01-23 09:38:00,4,0,,
TRIP-003204,2025-01-22 12:00:00,2025-01-22 20:19:00,0,8,,
TRIP-003205,2025-01-23 00:19:00,2025-01-23 06:59:00,19,49,,
TRIP-003206,2025-01-23 06:30:00,2025-01-23 14:33:00,30,61,,
TRIP-003207,2025-01-23 06:03:00,2025-01-23 09:11:00,3,25,,
TRIP-003208,2025-01-23 12:00:00,2025-01-23 15:02:00,0,0,,
TRIP-003209,2025-04-23 06:07:00,2025-04-23 10:04:00,7,4,,
TRIP-003210,2025-05-22 18:15:00,2025-05-22 20:56:00,15,10,,
TRIP-003211,2025-11-08 06:27:00,2025-11-08 10:25:00,27,25,,
TRIP-003212,2025-02-23 12:33:00,2025-02-23 15:54:00,33,18,,
TRIP-003213,2025-10-08 12:07:00,2025-10-08 21:53:00,7,15,,
TRIP-003214,2025-08-23 00:52:00,2025-08-23 08:05:00,52,31,,
TRIP-003215,2025-12-09 06:00:00,2025-12-09 17:40:00,0,1,,
TRIP-003216,2025-10-22 06:22:00,2025-10-22 18:11:00,22,9,,
TRIP-003217,2025-10-23 12:14:00,2025-10-24 00:45:00,14,20,,
TRIP-003218,2025-09-23 06:00:00,2025-09-23 08:55:00,0,9,,
TRIP-003219,2025-02-22 06:00:00,2025-02-22 12:05:00,0,0,,
TRIP-003220,2025-12-22 18:00:00,2025-12-22 22:29:00,0,29,,
TRIP-003221,2025-12-09 18:17:00,2025-12-10 00:02:00,17,51,,
TRIP-003222,2025-12-23 18:00:00,2025-12-23 23:28:00,0,17,,
TRIP-003223,2025-11-08 06:26:00,2025-11-08 14:32:00,26,18,,
TRIP-003224,2025-09-09 00:12:00,2025-09-09 03:30:00,12,19,,
TRIP-003225,2025-02-09 06:00:00,2025-02-09 18:09:00,0,7,,
TRIP-003226,2025-03-23 00:00:00,2025-03-23 12:56:00,0,31,,
TRIP-003227,2025-03-23 12:00:00,2025-03-23 22:10:00,0,32,,
TRIP-003228,2025-02-23 06:12:00,2025-02-23 15:59:00,12,17,,
TRIP-003229,2025-05-09 18:24:00,2025-05-10 03:48:00,24,10,,
TRIP-003230,2025-02-22 12:05:00,2025-02-22 15:45:00,5,66,,
TRIP-003231,2025-02-22 18:08:00,2025-02-23 03:39:00,8,39,,
TRIP-003232,2025-05-23 00:13:00,2025-05-23 09:10:00,13,10,,
TRIP-003233,2025-10-23 12:00:00,2025-10-23 15:30:00,0,28,,
TRIP-003234,2025-10-09 06:20:00,2025-10-09 17:35:00,20,21,,
TRIP-003235,2025-10-09 18:00:00,2025-10-10 03:38:00,0,0,,
TRIP-003236,2025-09-09 00:30:00,2025-09-09 13:04:00,30,41,,
TRIP-003237,2025-03-22 12:02:00,2025-03-22 23:14:00,2,0,,
TRIP-003238,2025-11-22 12:23:00,2025-11-22 16:50:00,23,124,Kerusakan Mesin,Medium
TRIP-003239,2025-12-23 00:30:00,2025-12-23 08:42:00,30,58,,
TRIP-003240,2025-12-23 12:13:00,2025-12-23 14:53:00,13,7,,
TRIP-003241,2025-02-23 06:07:00,2025-02-23 17:04:00,7,21,,
TRIP-003242,2025-01-23 18:00:00,2025-01-24 01:51:00,0,7,,
TRIP-003243,2025-08-22 12:00:00,2025-08-22 20:49:00,0,38,,
TRIP-003244,2025-08-23 00:04:00,2025-08-23 06:10:00,4,0,,
TRIP-003245,2025-02-08 12:08:00,2025-02-08 21:40:00,8,41,,
TRIP-003246,2025-02-22 06:18:00,2025-02-22 18:48:00,18,23,,
TRIP-003247,2025-01-09 06:03:00,2025-01-09 09:12:00,3,33,,
TRIP-003248,2025-07-09 06:19:00,2025-07-09 12:27:00,19,17,,
TRIP-003249,2025-10-09 00:24:00,2025-10-09 12:39:00,24,37,,
TRIP-003250,2025-10-09 06:07:00,2025-10-09 15:12:00,7,13,,
TRIP-003251,2025-05-22 18:04:00,2025-05-23 06:14:00,4,35,,
TRIP-003252,2025-05-23 06:00:00,2025-05-23 14:54:00,0,13,,
TRIP-003253,2025-11-22 12:00:00,2025-11-22 22:45:00,0,2,,
TRIP-003254,2025-11-23 00:13:00,2025-11-23 12:39:00,13,14,,
TRIP-003255,2025-07-23 06:18:00,2025-07-23 14:08:00,18,24,,
TRIP-003256,2025-08-08 18:37:00,2025-08-09 06:36:00,37,34,,
TRIP-003257,2025-03-08 18:00:00,2025-03-09 03:07:00,0,8,,
TRIP-003258,2025-03-23 06:00:00,2025-03-23 12:05:00,0,0,,
TRIP-003259,2025-03-23 12:09:00,2025-03-23 20:01:00,9,12,,
TRIP-003260,2025-07-23 06:16:00,2025-07-23 08:46:00,16,0,,
TRIP-003261,2025-07-23 12:00:00,2025-07-23 15:24:00,0,22,,
TRIP-003262,2025-08-08 12:16:00,2025-08-08 18:37:00,16,0,,
TRIP-003263,2025-08-09 00:21:00,2025-08-09 12:26:00,21,24,,
TRIP-003264,2025-08-09 12:41:00,2025-08-09 23:03:00,41,20,,
TRIP-003265,2025-07-09 18:00:00,2025-07-09 22:36:00,0,9,,
TRIP-003266,2025-01-09 00:17:00,2025-01-09 10:51:00,17,8,,
TRIP-003267,2025-10-08 06:27:00,2025-10-08 16:07:00,27,25,,
TRIP-003268,2025-10-08 18:06:00,2025-10-09 00:13:00,6,8,,
TRIP-003269,2025-10-09 00:13:00,2025-10-09 08:00:00,13,11,,
TRIP-003270,2025-11-09 12:00:00,2025-11-09 14:39:00,0,0,,
TRIP-003271,2025-10-08 06:15:00,2025-10-08 11:06:00,15,39,,
TRIP-003272,2025-05-22 06:00:00,2025-05-22 15:38:00,0,0,,
TRIP-003273,2025-05-22 18:12:00,2025-05-23 02:04:00,12,20,,
TRIP-003274,2025-05-23 06:11:00,2025-05-23 08:46:00,11,0,,
TRIP-003275,2025-11-08 12:24:00,2025-11-08 20:50:00,24,9,,
TRIP-003276,2025-03-08 06:57:00,2025-03-08 15:10:00,57,86,,
TRIP-003277,2025-06-09 18:02:00,2025-06-09 22:27:00,2,0,,
TRIP-003278,2025-02-08 06:00:00,2025-02-08 14:28:00,0,17,,
TRIP-003279,2025-04-23 00:00:00,2025-04-23 07:44:00,0,0,,
TRIP-003280,2025-01-08 12:06:00,2025-01-08 14:46:00,6,0,,
TRIP-003281,2025-08-23 00:00:00,2025-08-23 02:49:00,0,10,,
TRIP-003282,2025-07-23 12:07:00,2025-07-23 23:14:00,7,0,,
TRIP-003283,2025-03-22 06:27:00,2025-03-22 19:23:00,27,60,,
TRIP-003284,2025-01-09 00:18:00,2025-01-09 08:11:00,18,0,,
TRIP-003285,2025-06-23 06:02:00,2025-06-23 09:51:00,2,15,,
TRIP-003286,2025-04-09 00:17:00,2025-04-09 12:06:00,17,4,,
TRIP-003287,2025-05-09 00:03:00,2025-05-09 06:41:00,3,4,,
TRIP-003288,2025-05-09 12:00:00,2025-05-09 14:46:00,0,0,,
TRIP-003289,2025-11-23 00:19:00,2025-11-23 09:04:00,19,23,,
TRIP-003290,2025-04-09 00:00:00,2025-04-09 11:22:00,0,8,,
TRIP-003291,2025-02-23 12:47:00,2025-02-23 19:05:00,47,55,,
TRIP-003292,2025-05-22 12:00:00,2025-05-22 20:04:00,0,20,,
TRIP-003293,2025-05-23 00:27:00,2025-05-23 02:53:00,27,7,,
TRIP-003294,2025-08-09 06:45:00,2025-08-09 11:16:00,45,76,,
TRIP-003295,2025-05-23 06:00:00,2025-05-23 11:12:00,0,45,,
TRIP-003296,2025-03-09 00:32:00,2025-03-09 07:52:00,32,75,,
TRIP-003297,2025-01-22 18:02:00,2025-01-23 00:37:00,2,0,,
TRIP-003298,2025-01-23 06:00:00,2025-01-23 18:34:00,0,32,,
TRIP-003299,2025-05-08 12:15:00,2025-05-08 20:32:00,15,18,,
TRIP-003300,2025-05-09 00:31:00,2025-05-09 04:54:00,31,27,,
TRIP-003301,2025-05-09 06:26:00,2025-05-09 12:37:00,26,0,,
TRIP-003302,2025-04-08 12:35:00,2025-04-08 16:09:00,35,58,,
TRIP-003303,2025-02-22 18:15:00,2025-02-23 04:04:00,15,22,,
TRIP-003304,2025-07-09 06:01:00,2025-07-09 14:18:00,1,34,,
TRIP-003305,2025-04-23 06:19:00,2025-04-23 09:43:00,19,32,,
TRIP-003306,2025-01-22 06:03:00,2025-01-22 15:17:00,3,18,,
TRIP-003307,2025-09-22 06:00:00,2025-09-22 12:33:00,0,23,,
TRIP-003308,2025-12-09 00:00:00,2025-12-09 07:53:00,0,9,,
TRIP-003309,2025-12-09 12:28:00,2025-12-09 15:00:00,28,14,,
TRIP-003310,2025-11-23 18:00:00,2025-11-23 22:36:00,0,9,,
TRIP-003311,2025-04-22 12:32:00,2025-04-22 18:28:00,32,18,,
TRIP-003312,2025-03-09 12:13:00,2025-03-09 21:19:00,13,19,,
TRIP-003313,2025-11-08 12:00:00,2025-11-08 22:44:00,0,1,,
TRIP-003314,2025-11-09 00:00:00,2025-11-09 06:50:00,0,40,,
TRIP-003315,2025-07-22 06:02:00,2025-07-22 18:26:00,2,3,,
TRIP-003316,2025-05-23 12:00:00,2025-05-23 23:18:00,0,35,,
TRIP-003317,2025-05-23 00:13:00,2025-05-23 10:05:00,13,242,Cuaca,High
TRIP-003318,2025-09-08 12:07:00,2025-09-08 21:08:00,7,9,,
TRIP-003319,2025-08-09 06:20:00,2025-08-09 12:56:00,20,200,Kemacetan,High
TRIP-003320,2025-02-09 00:03:00,2025-02-09 07:44:00,3,0,,
TRIP-003321,2025-02-09 12:19:00,2025-02-09 15:35:00,19,49,,
TRIP-003322,2025-01-22 06:01:00,2025-01-22 16:48:00,1,5,,
TRIP-003323,2025-04-09 00:00:00,2025-04-09 07:57:00,0,8,,
TRIP-003324,2025-04-09 12:00:00,2025-04-09 21:13:00,0,14,,
TRIP-003325,2025-10-22 06:03:00,2025-10-22 18:23:00,3,0,,
TRIP-003326,2025-10-22 18:00:00,2025-10-22 21:36:00,0,0,,
TRIP-003327,2025-12-23 12:02:00,2025-12-23 20:54:00,2,13,,
TRIP-003328,2025-03-08 12:42:00,2025-03-08 21:09:00,42,28,,
TRIP-003329,2025-03-22 06:19:00,2025-03-22 17:50:00,19,11,,
TRIP-003330,2025-11-08 18:05:00,2025-11-08 20:46:00,5,0,,
TRIP-003331,2025-11-09 00:00:00,2025-11-09 03:02:00,0,0,,
TRIP-003332,2025-11-09 06:08:00,2025-11-09 12:22:00,8,19,,
TRIP-003333,2025-08-09 12:03:00,2025-08-09 18:18:00,3,8,,
TRIP-003334,2025-07-09 18:11:00,2025-07-09 22:46:00,11,46,,
TRIP-003335,2025-03-09 12:23:00,2025-03-09 20:05:00,23,16,,
TRIP-003336,2025-10-23 06:05:00,2025-10-23 12:10:00,5,0,,
TRIP-003337,2025-04-09 06:07:00,2025-04-09 11:29:00,7,18,,
TRIP-003338,2025-05-08 18:00:00,2025-05-09 01:44:00,0,0,,
TRIP-003339,2025-12-09 12:31:00,2025-12-09 19:08:00,31,58,,
TRIP-003340,2025-07-23 00:06:00,2025-07-23 03:36:00,6,0,,
TRIP-003341,2025-01-22 12:00:00,2025-01-22 23:57:00,0,18,,
TRIP-003342,2025-12-09 12:51:00,2025-12-10 00:50:00,51,48,,
