loyalty_transaction_id,passenger_id,transaction_ts,transaction_type,points_transacted,points_balance_after,reference_id
LTX-0013018,P01430,2025-05-13 09:00:00,EARN,21,53,BKG-008645
LTX-0013019,P01430,2025-06-06 09:00:00,EARN,62,115,BKG-010510
LTX-0013020,P01430,2025-12-21 09:00:00,EARN,80,195,BKG-009503
LTX-0013021,P01430,2025-12-21 09:00:00,EARN,71,266,BKG-009543
LTX-0013022,P02281,2025-03-17 09:00:00,EARN,34,34,BKG-009885
LTX-0013023,P02281,2025-04-06 09:00:00,EARN,43,77,BKG-007393
LTX-0013024,P02281,2025-05-11 09:00:00,EARN,26,103,BKG-009763
LTX-0013025,P02281,2025-06-16 09:00:00,EARN,10,113,BKG-012053
LTX-0013026,P02281,2025-06-16 18:00:00,REDEEM,-10,103,BKG-012053
LTX-0013027,P00955,2025-10-28 09:00:00,EARN,60,60,BKG-010745
LTX-0013028,P00955,2025-11-26 09:00:00,EARN,37,97,BKG-007400
LTX-0013029,P01139,2025-06-07 09:00:00,EARN,63,63,BKG-007976
LTX-0013030,P01139,2025-12-11 09:00:00,EARN,76,139,BKG-007401
LTX-0013031,P02294,2025-04-10 09:00:00,EARN,20,20,BKG-011694
LTX-0013032,P02294,2025-10-26 09:00:00,EARN,40,60,BKG-010880
LTX-0013033,P02294,2025-11-09 09:00:00,EARN,46,106,BKG-007407
LTX-0013034,P03058,2025-02-06 09:00:00,EARN,60,60,BKG-008746
LTX-0013035,P03058,2025-04-03 09:00:00,EARN,44,104,BKG-009844
LTX-0013036,P03058,2025-06-17 09:00:00,EARN,67,171,BKG-007421
LTX-0013037,P03058,2025-06-17 18:00:00,REDEEM,-30,141,BKG-007421
LTX-0013038,P03058,2025-08-24 09:00:00,EARN,32,173,BKG-010450
LTX-0013039,P02009,2025-10-11 09:00:00,EARN,38,38,BKG-007423
LTX-0013040,P03259,2025-04-03 09:00:00,EARN,41,41,BKG-008208
LTX-0013041,P03259,2025-04-03 18:00:00,REDEEM,-20,21,BKG-008208
LTX-0013042,P03259,2025-05-11 09:00:00,EARN,8,29,BKG-007438
LTX-0013043,P03259,2025-06-28 09:00:00,EARN,62,91,BKG-009875
LTX-0013044,P03259,2025-09-21 09:00:00,EARN,41,132,BKG-007968
LTX-0013045,P00632,2025-06-30 09:00:00,EARN,34,34,BKG-007448
LTX-0013046,P00632,2025-11-08 09:00:00,EARN,45,79,BKG-008085
LTX-0013047,P00632,2025-12-06 09:00:00,EARN,43,122,BKG-010460
LTX-0013048,P03594,2025-08-27 09:00:00,EARN,42,42,BKG-007451
LTX-0013049,P00475,2025-07-03 09:00:00,EARN,54,54,BKG-007452
LTX-0013050,P00675,2025-07-08 09:00:00,EARN,75,75,BKG-007453
LTX-0013051,P00774,2025-05-26 09:00:00,EARN,50,50,BKG-007454
LTX-0013052,P01806,2025-03-23 09:00:00,EARN,47,47,BKG-007462
LTX-0013053,P02433,2025-05-03 09:00:00,EARN,22,22,BKG-008693
LTX-0013054,P02433,2025-07-02 09:00:00,EARN,43,65,BKG-007468
LTX-0013055,P02433,2025-10-14 09:00:00,EARN,56,121,BKG-007502
LTX-0013056,P02433,2025-10-14 18:00:00,REDEEM,-20,101,BKG-007502
LTX-0013057,P01693,2025-08-24 09:00:00,EARN,77,77,BKG-007480
LTX-0013058,P03670,2025-03-14 09:00:00,EARN,36,36,BKG-011623
LTX-0013059,P03670,2025-09-23 09:00:00,EARN,68,104,BKG-007481
LTX-0013060,P03670,2025-11-17 09:00:00,EARN,44,148,BKG-009320
LTX-0013061,P02727,2025-02-21 09:00:00,EARN,54,54,BKG-007492
LTX-0013062,P02727,2025-06-20 09:00:00,EARN,107,161,BKG-009023
LTX-0013063,P02815,2025-01-05 09:00:00,EARN,30,30,BKG-007500
LTX-0013064,P02815,2025-01-05 18:00:00,REDEEM,-30,0,BKG-007500
LTX-0013065,P02815,2025-02-24 09:00:00,EARN,31,31,BKG-011887
LTX-0013066,P02815,2025-03-26 09:00:00,EARN,33,64,BKG-010415
LTX-0013067,P02815,2025-03-26 18:00:00,REDEEM,-10,54,BKG-010415
LTX-0013068,P00169,2025-07-06 09:00:00,EARN,46,46,BKG-007501
LTX-0013069,P00169,2025-11-09 09:00:00,EARN,46,92,BKG-012302
LTX-0013070,P00304,2025-07-17 09:00:00,EARN,56,56,BKG-007505
LTX-0013071,P00341,2025-04-06 09:00:00,EARN,20,20,BKG-011797
LTX-0013072,P00341,2025-10-01 09:00:00,EARN,54,74,BKG-007508
LTX-0013073,P02539,2025-03-22 09:00:00,EARN,60,60,BKG-011379
LTX-0013074,P02539,2025-03-22 18:00:00,REDEEM,-30,30,BKG-011379
LTX-0013075,P02539,2025-04-28 09:00:00,EARN,58,88,BKG-007509
LTX-0013076,P02539,2025-05-01 09:00:00,EARN,35,123,BKG-009991
LTX-0013077,P00646,2025-10-20 09:00:00,EARN,86,86,BKG-009571
LTX-0013078,P00646,2025-12-03 09:00:00,EARN,75,161,BKG-007515
LTX-0013079,P00332,2025-02-01 09:00:00,EARN,8,8,BKG-007517
LTX-0013080,P00773,2025-02-23 09:00:00,EARN,16,16,BKG-007519
LTX-0013081,P00773,2025-04-22 09:00:00,EARN,33,49,BKG-010353
LTX-0013082,P00773,2025-10-06 09:00:00,EARN,50,99,BKG-012280
LTX-0013083,P00773,2025-11-11 09:00:00,EARN,11,110,BKG-010051
LTX-0013084,P00363,2025-04-14 09:00:00,EARN,33,33,BKG-008457
LTX-0013085,P00363,2025-04-14 18:00:00,REDEEM,-20,13,BKG-008457
LTX-0013086,P00363,2025-06-13 09:00:00,EARN,68,81,BKG-007527
LTX-0013087,P00363,2025-09-27 09:00:00,EARN,57,138,BKG-010717
LTX-0013088,P03383,2025-02-08 09:00:00,EARN,27,27,BKG-011733
LTX-0013089,P03383,2025-11-05 09:00:00,EARN,73,100,BKG-007540
LTX-0013090,P03383,2025-11-05 18:00:00,REDEEM,-30,70,BKG-007540
LTX-0013091,P03383,2025-12-04 09:00:00,EARN,56,126,BKG-008207
LTX-0013092,P00794,2025-02-06 09:00:00,EARN,32,32,BKG-007541
LTX-0013093,P00794,2025-03-12 09:00:00,EARN,22,54,BKG-011752
LTX-0013094,P00794,2025-08-31 09:00:00,EARN,6,60,BKG-012475
LTX-0013095,P01150,2025-03-06 09:00:00,EARN,26,26,BKG-012368
LTX-0013096,P01150,2025-03-06 18:00:00,REDEEM,-20,6,BKG-012368
LTX-0013097,P01150,2025-05-25 09:00:00,EARN,68,74,BKG-007542
LTX-0013098,P02084,2025-05-13 09:00:00,EARN,28,28,BKG-007547
LTX-0013099,P00387,2025-06-07 09:00:00,EARN,41,41,BKG-007548
LTX-0013100,P00387,2025-08-20 09:00:00,EARN,39,80,BKG-012351
LTX-0013101,P02039,2025-02-18 09:00:00,EARN,21,21,BKG-011243
LTX-0013102,P02039,2025-02-25 09:00:00,EARN,29,50,BKG-007550
LTX-0013103,P02039,2025-05-14 09:00:00,EARN,61,111,BKG-010662
LTX-0013104,P00089,2025-03-13 09:00:00,EARN,59,59,BKG-007554
LTX-0013105,P00089,2025-09-13 09:00:00,EARN,46,105,BKG-008699
LTX-0013106,P00089,2025-09-13 18:00:00,REDEEM,-20,85,BKG-008699
LTX-0013107,P00002,2025-01-24 09:00:00,EARN,8,8,BKG-007584
LTX-0013108,P00002,2025-06-30 09:00:00,EARN,70,78,BKG-008483
LTX-0013109,P00002,2025-07-06 09:00:00,EARN,53,131,BKG-009805
LTX-0013110,P00002,2025-11-14 09:00:00,EARN,38,169,BKG-008666
LTX-0013111,P01772,2025-06-17 09:00:00,EARN,15,15,BKG-007590
LTX-0013112,P01191,2024-12-19 09:00:00,EARN,18,18,BKG-007594
LTX-0013113,P01191,2025-01-13 09:00:00,EARN,13,31,BKG-008554
LTX-0013114,P01191,2025-09-17 09:00:00,EARN,36,67,BKG-008879
LTX-0013115,P01191,2025-09-17 18:00:00,REDEEM,-10,57,BKG-008879
LTX-0013116,P01191,2025-12-06 09:00:00,EARN,54,111,BKG-009157
LTX-0013117,P02012,2025-01-18 09:00:00,EARN,45,45,BKG-007600
LTX-0013118,P00217,2025-06-13 09:00:00,EARN,67,67,BKG-007612
LTX-0013119,P01413,2025-05-20 09:00:00,EARN,29,29,BKG-007615
LTX-0013120,P01413,2025-05-21 09:00:00,EARN,21,50,BKG-010167
LTX-0013121,P03422,2025-09-14 09:00:00,EARN,25,25,BKG-007627
LTX-0013122,P03081,2025-05-07 09:00:00,EARN,46,46,BKG-007630
LTX-0013123,P01902,2025-03-14 09:00:00,EARN,56,56,BKG-009892
LTX-0013124,P01902,2025-06-21 09:00:00,EARN,61,117,BKG-007632
LTX-0013125,P01902,2025-06-21 18:00:00,REDEEM,-30,87,BKG-007632
LTX-0013126,P02205,2025-01-25 09:00:00,EARN,69,69,BKG-011664
LTX-0013127,P02205,2025-05-15 09:00:00,EARN,32,101,BKG-007641
LTX-0013128,P02205,2025-05-15 18:00:00,REDEEM,-20,81,BKG-007641
LTX-0013129,P02205,2025-06-09 09:00:00,EARN,11,92,BKG-009052
LTX-0013130,P02205,2025-06-18 09:00:00,EARN,12,104,BKG-011629
LTX-0013131,P02205,2025-11-03 09:00:00,EARN,18,122,BKG-012486
LTX-0013132,P00863,2025-12-15 09:00:00,EARN,53,53,BKG-007646
LTX-0013133,P00247,2025-05-23 09:00:00,EARN,36,36,BKG-010474
LTX-0013134,P00247,2025-07-02 09:00:00,EARN,41,77,BKG-007672
LTX-0013135,P03293,2025-06-06 09:00:00,EARN,18,18,BKG-009063
LTX-0013136,P03293,2025-10-16 09:00:00,EARN,26,44,BKG-007685
LTX-0013137,P03686,2025-01-26 09:00:00,EARN,14,14,BKG-007692
LTX-0013138,P03686,2025-02-02 09:00:00,EARN,88,102,BKG-008276
LTX-0013139,P00449,2025-03-20 09:00:00,EARN,58,58,BKG-010780
LTX-0013140,P00449,2025-05-16 09:00:00,EARN,56,114,BKG-007697
LTX-0013141,P00449,2025-06-28 09:00:00,EARN,72,186,BKG-009557
LTX-0013142,P02526,2025-12-03 09:00:00,EARN,33,33,BKG-007698
LTX-0013143,P02635,2025-06-13 09:00:00,EARN,22,22,BKG-011624
LTX-0013144,P02635,2025-06-16 09:00:00,EARN,65,87,BKG-011180
LTX-0013145,P02635,2025-06-16 18:00:00,REDEEM,-20,67,BKG-011180
LTX-0013146,P02635,2025-07-30 09:00:00,EARN,18,85,BKG-007705
LTX-0013147,P03569,2025-05-16 09:00:00,EARN,20,20,BKG-012278
LTX-0013148,P03569,2025-05-27 09:00:00,EARN,42,62,BKG-007707
LTX-0013149,P03569,2025-07-04 09:00:00,EARN,22,84,BKG-010509
LTX-0013150,P01789,2025-06-05 09:00:00,EARN,65,65,BKG-007712
LTX-0013151,P00019,2025-06-07 09:00:00,EARN,44,44,BKG-007713
LTX-0013152,P01929,2024-12-26 09:00:00,EARN,26,26,BKG-011708
LTX-0013153,P01929,2025-06-03 09:00:00,EARN,36,62,BKG-007997
LTX-0013154,P01929,2025-06-15 09:00:00,EARN,51,113,BKG-009585
LTX-0013155,P01929,2025-06-15 18:00:00,REDEEM,-20,93,BKG-009585
LTX-0013156,P01929,2025-08-20 09:00:00,EARN,80,173,BKG-007715
LTX-0013157,P03381,2025-04-11 09:00:00,EARN,27,27,BKG-010989
LTX-0013158,P03381,2025-04-11 18:00:00,REDEEM,-20,7,BKG-010989
LTX-0013159,P03381,2025-11-06 09:00:00,EARN,52,59,BKG-007717
LTX-0013160,P03381,2025-11-06 18:00:00,REDEEM,-30,29,BKG-007717
LTX-0013161,P02267,2025-01-17 09:00:00,EARN,9,9,BKG-007719
LTX-0013162,P02267,2025-08-16 09:00:00,EARN,47,56,BKG-007780
LTX-0013163,P00937,2024-12-12 09:00:00,EARN,60,60,BKG-009846
LTX-0013164,P00937,2025-05-14 09:00:00,EARN,64,124,BKG-007725
LTX-0013165,P00937,2025-05-29 09:00:00,EARN,72,196,BKG-009258
LTX-0013166,P00937,2025-12-10 09:00:00,EARN,38,234,BKG-010041
LTX-0013167,P01873,2025-07-21 09:00:00,EARN,39,39,BKG-007728
LTX-0013168,P01873,2025-12-14 09:00:00,EARN,75,114,BKG-011227
LTX-0013169,P01873,2025-12-14 18:00:00,REDEEM,-10,104,BKG-011227
LTX-0013170,P02403,2025-08-25 09:00:00,EARN,19,19,BKG-011513
LTX-0013171,P02403,2025-10-02 09:00:00,EARN,37,56,BKG-007729
LTX-0013172,P02620,2025-12-01 09:00:00,EARN,91,91,BKG-007730
LTX-0013173,P02485,2025-06-28 09:00:00,EARN,48,48,BKG-007814
LTX-0013174,P02485,2025-10-12 09:00:00,EARN,51,99,BKG-007740
LTX-0013175,P02985,2025-05-13 09:00:00,EARN,57,57,BKG-007750
LTX-0013176,P02985,2025-06-09 09:00:00,EARN,54,111,BKG-009075
LTX-0013177,P03637,2025-10-06 09:00:00,EARN,48,48,BKG-007751
LTX-0013178,P02977,2025-02-15 09:00:00,EARN,79,79,BKG-011228
LTX-0013179,P02977,2025-12-03 09:00:00,EARN,7,86,BKG-007759
LTX-0013180,P01531,2025-03-21 09:00:00,EARN,51,51,BKG-008654
LTX-0013181,P01531,2025-05-20 09:00:00,EARN,55,106,BKG-007767
LTX-0013182,P01238,2025-05-19 09:00:00,EARN,38,38,BKG-007771
LTX-0013183,P01238,2025-05-19 18:00:00,REDEEM,-10,28,BKG-007771
LTX-0013184,P00779,2025-01-22 09:00:00,EARN,45,45,BKG-007785
LTX-0013185,P01544,2025-01-25 09:00:00,EARN,14,14,BKG-011239
LTX-0013186,P01544,2025-01-29 09:00:00,EARN,56,70,BKG-009478
LTX-0013187,P01544,2025-04-26 09:00:00,EARN,24,94,BKG-010988
LTX-0013188,P01544,2025-11-25 09:00:00,EARN,58,152,BKG-007788
LTX-0013189,P03443,2024-12-18 09:00:00,EARN,25,25,BKG-010746
LTX-0013190,P03443,2025-03-31 09:00:00,EARN,37,62,BKG-007796
LTX-0013191,P03443,2025-04-23 09:00:00,EARN,29,91,BKG-011993
LTX-0013192,P03443,2025-06-09 09:00:00,EARN,42,133,BKG-011055
LTX-0013193,P03443,2025-06-25 09:00:00,EARN,37,170,BKG-011023
LTX-0013194,P03443,2025-07-13 09:00:00,EARN,38,208,BKG-010141
LTX-0013195,P02728,2025-10-07 09:00:00,EARN,44,44,BKG-007798
LTX-0013196,P02728,2025-10-26 09:00:00,EARN,19,63,BKG-009620
LTX-0013197,P02669,2025-10-06 09:00:00,EARN,42,42,BKG-007801
LTX-0013198,P00763,2025-06-13 09:00:00,EARN,44,44,BKG-007803
LTX-0013199,P02715,2025-06-09 09:00:00,EARN,82,82,BKG-007817
LTX-0013200,P02715,2025-07-16 09:00:00,EARN,48,130,BKG-011892
LTX-0013201,P00827,2025-06-14 09:00:00,EARN,25,25,BKG-007820
LTX-0013202,P02056,2025-05-10 09:00:00,EARN,48,48,BKG-007833
LTX-0013203,P02056,2025-05-14 09:00:00,EARN,84,132,BKG-010375
LTX-0013204,P02521,2025-03-14 09:00:00,EARN,39,39,BKG-007839
LTX-0013205,P03425,2025-06-21 09:00:00,EARN,65,65,BKG-007841
LTX-0013206,P02698,2025-06-22 09:00:00,EARN,57,57,BKG-007844
LTX-0013207,P01944,2024-12-31 09:00:00,EARN,32,32,BKG-009786
LTX-0013208,P01944,2025-06-12 09:00:00,EARN,25,57,BKG-011464
LTX-0013209,P01944,2025-07-15 09:00:00,EARN,89,146,BKG-007851
LTX-0013210,P01944,2025-07-15 18:00:00,REDEEM,-10,136,BKG-007851
LTX-0013211,P01944,2025-11-08 09:00:00,EARN,88,224,BKG-009530
LTX-0013212,P02890,2025-07-01 09:00:00,EARN,68,68,BKG-007853
LTX-0013213,P02780,2025-05-10 09:00:00,EARN,68,68,BKG-007855
LTX-0013214,P02780,2025-05-13 09:00:00,EARN,72,140,BKG-010181
LTX-0013215,P02780,2025-10-26 09:00:00,EARN,22,162,BKG-010366
LTX-0013216,P03636,2025-01-16 09:00:00,EARN,50,50,BKG-007857
LTX-0013217,P03636,2025-06-07 09:00:00,EARN,100,150,BKG-010687
LTX-0013218,P03636,2025-06-07 18:00:00,REDEEM,-10,140,BKG-010687
LTX-0013219,P02758,2025-09-10 09:00:00,EARN,60,60,BKG-007859
LTX-0013220,P01029,2025-10-27 09:00:00,EARN,25,25,BKG-007866
LTX-0013221,P03606,2025-04-05 09:00:00,EARN,41,41,BKG-009746
LTX-0013222,P03606,2025-06-30 09:00:00,EARN,39,80,BKG-007876
LTX-0013223,P03606,2025-08-31 09:00:00,EARN,51,131,BKG-010317
LTX-0013224,P02944,2025-03-16 09:00:00,EARN,72,72,BKG-007885
LTX-0013225,P00758,2025-06-05 09:00:00,EARN,22,22,BKG-007893
LTX-0013226,P03861,2025-07-13 09:00:00,EARN,12,12,BKG-009526
LTX-0013227,P03861,2025-08-26 09:00:00,EARN,61,73,BKG-007900
LTX-0013228,P03726,2025-03-13 09:00:00,EARN,36,36,BKG-007904
LTX-0013229,P03726,2025-06-09 09:00:00,EARN,33,69,BKG-008624
LTX-0013230,P00412,2025-01-01 09:00:00,EARN,13,13,BKG-007920
LTX-0013231,P02460,2025-02-26 09:00:00,EARN,55,55,BKG-012221
LTX-0013232,P02460,2025-07-19 09:00:00,EARN,43,98,BKG-007922
LTX-0013233,P02460,2025-07-24 09:00:00,EARN,17,115,BKG-011890
LTX-0013234,P02460,2025-07-24 18:00:00,REDEEM,-30,85,BKG-011890
LTX-0013235,P02027,2024-12-16 09:00:00,EARN,18,18,BKG-011930
LTX-0013236,P02027,2025-06-21 09:00:00,EARN,56,74,BKG-007923
LTX-0013237,P00978,2025-07-25 09:00:00,EARN,38,38,BKG-007924
LTX-0013238,P00978,2025-08-17 09:00:00,EARN,23,61,BKG-009633
LTX-0013239,P00954,2025-06-25 09:00:00,EARN,73,73,BKG-010114
LTX-0013240,P00954,2025-12-12 09:00:00,EARN,84,157,BKG-007957
LTX-0013241,P00954,2025-12-16 09:00:00,EARN,51,208,BKG-011021
LTX-0013242,P00954,2025-12-16 18:00:00,REDEEM,-20,188,BKG-011021
LTX-0013243,P03641,2025-05-22 09:00:00,EARN,34,34,BKG-007960
LTX-0013244,P02052,2025-07-16 09:00:00,EARN,37,37,BKG-007962
LTX-0013245,P02052,2025-09-08 09:00:00,EARN,10,47,BKG-009051
LTX-0013246,P00759,2025-10-18 09:00:00,EARN,55,55,BKG-007965
LTX-0013247,P00407,2025-08-15 09:00:00,EARN,8,8,BKG-007971
LTX-0013248,P02905,2025-10-25 09:00:00,EARN,34,34,BKG-007978
LTX-0013249,P01961,2025-06-13 09:00:00,EARN,89,89,BKG-007986
LTX-0013250,P01961,2025-07-15 09:00:00,EARN,65,154,BKG-009091
LTX-0013251,P01961,2025-12-15 09:00:00,EARN,60,214,BKG-009974
LTX-0013252,P03905,2025-07-07 09:00:00,EARN,51,51,BKG-011369
LTX-0013253,P03905,2025-11-18 09:00:00,EARN,59,110,BKG-007993
LTX-0013254,P02791,2025-01-20 09:00:00,EARN,43,43,BKG-008025
LTX-0013255,P02791,2025-09-05 09:00:00,EARN,12,55,BKG-011426
LTX-0013256,P03816,2025-06-02 09:00:00,EARN,28,28,BKG-008031
LTX-0013257,P03271,2025-09-22 09:00:00,EARN,26,26,BKG-008034
LTX-0013258,P00598,2025-05-11 09:00:00,EARN,55,55,BKG-008037
LTX-0013259,P00929,2025-11-29 09:00:00,EARN,25,25,BKG-008041
LTX-0013260,P00929,2025-12-19 09:00:00,EARN,23,48,BKG-011730
LTX-0013261,P03006,2025-02-23 09:00:00,EARN,37,37,BKG-008043
LTX-0013262,P03953,2025-01-19 09:00:00,EARN,56,56,BKG-009700
LTX-0013263,P03953,2025-04-05 09:00:00,EARN,69,125,BKG-008054
LTX-0013264,P03657,2025-01-04 09:00:00,EARN,22,22,BKG-008062
LTX-0013265,P03657,2025-02-23 09:00:00,EARN,73,95,BKG-012349
LTX-0013266,P03657,2025-05-18 09:00:00,EARN,44,139,BKG-010151
LTX-0013267,P03657,2025-12-05 09:00:00,EARN,20,159,BKG-012492
LTX-0013268,P00029,2025-03-25 09:00:00,EARN,42,42,BKG-008063
LTX-0013269,P00948,2025-11-10 09:00:00,EARN,57,57,BKG-008073
LTX-0013270,P02937,2025-05-18 09:00:00,EARN,61,61,BKG-011652
LTX-0013271,P02937,2025-06-19 09:00:00,EARN,94,155,BKG-008851
LTX-0013272,P02937,2025-06-23 09:00:00,EARN,48,203,BKG-008074
LTX-0013273,P00588,2025-02-01 09:00:00,EARN,44,44,BKG-011526
LTX-0013274,P00588,2025-07-11 09:00:00,EARN,12,56,BKG-008075
LTX-0013275,P02934,2025-11-05 09:00:00,EARN,8,8,BKG-008078
LTX-0013276,P02469,2025-10-18 09:00:00,EARN,30,30,BKG-008088
LTX-0013277,P02836,2025-12-09 09:00:00,EARN,25,25,BKG-008095
LTX-0013278,P02836,2025-12-09 18:00:00,REDEEM,-20,5,BKG-008095
LTX-0013279,P03644,2025-07-14 09:00:00,EARN,16,16,BKG-008099
LTX-0013280,P00824,2025-11-15 09:00:00,EARN,19,19,BKG-008100
LTX-0013281,P02770,2025-06-09 09:00:00,EARN,11,11,BKG-009158
LTX-0013282,P02770,2025-11-14 09:00:00,EARN,67,78,BKG-012198
LTX-0013283,P02770,2025-12-08 09:00:00,EARN,66,144,BKG-008102
LTX-0013284,P03218,2025-01-19 09:00:00,EARN,28,28,BKG-011794
LTX-0013285,P03218,2025-07-05 09:00:00,EARN,50,78,BKG-008316
LTX-0013286,P03218,2025-11-04 09:00:00,EARN,25,103,BKG-008104
LTX-0013287,P03218,2025-11-22 09:00:00,EARN,43,146,BKG-008843
LTX-0013288,P00015,2025-03-29 09:00:00,EARN,60,60,BKG-008108
LTX-0013289,P00925,2025-05-19 09:00:00,EARN,60,60,BKG-009021
LTX-0013290,P00925,2025-07-25 09:00:00,EARN,40,100,BKG-011183
LTX-0013291,P00925,2025-08-03 09:00:00,EARN,23,123,BKG-008111
LTX-0013292,P00925,2025-12-08 09:00:00,EARN,12,135,BKG-011821
LTX-0013293,P01365,2025-10-03 09:00:00,EARN,14,14,BKG-011613
LTX-0013294,P01365,2025-12-02 09:00:00,EARN,78,92,BKG-008117
LTX-0013295,P00135,2025-02-04 09:00:00,EARN,23,23,BKG-011344
LTX-0013296,P00135,2025-04-11 09:00:00,EARN,44,67,BKG-008139
LTX-0013297,P00135,2025-04-11 18:00:00,REDEEM,-20,47,BKG-008139
LTX-0013298,P00871,2025-06-23 09:00:00,EARN,54,54,BKG-008153
LTX-0013299,P02771,2025-06-09 09:00:00,EARN,36,36,BKG-010654
LTX-0013300,P02771,2025-06-25 09:00:00,EARN,70,106,BKG-008158
LTX-0013301,P02771,2025-11-27 09:00:00,EARN,60,166,BKG-008757
LTX-0013302,P00799,2025-05-25 09:00:00,EARN,49,49,BKG-008612
LTX-0013303,P00799,2025-08-29 09:00:00,EARN,16,65,BKG-010157
LTX-0013304,P00799,2025-11-17 09:00:00,EARN,10,75,BKG-008165
LTX-0013305,P01291,2025-05-20 09:00:00,EARN,31,31,BKG-008180
LTX-0013306,P01291,2025-10-31 09:00:00,EARN,36,67,BKG-010325
LTX-0013307,P01603,2025-06-13 09:00:00,EARN,73,73,BKG-008185
LTX-0013308,P01368,2025-06-05 09:00:00,EARN,44,44,BKG-008194
LTX-0013309,P01368,2025-06-05 18:00:00,REDEEM,-20,24,BKG-008194
LTX-0013310,P01256,2024-12-30 09:00:00,EARN,23,23,BKG-011258
LTX-0013311,P01256,2025-06-02 09:00:00,EARN,59,82,BKG-010382
LTX-0013312,P01256,2025-06-02 18:00:00,REDEEM,-10,72,BKG-010382
LTX-0013313,P01256,2025-06-07 09:00:00,EARN,61,133,BKG-012378
LTX-0013314,P01256,2025-06-10 09:00:00,EARN,52,185,BKG-010264
LTX-0013315,P01256,2025-06-10 18:00:00,REDEEM,-10,175,BKG-010264
LTX-0013316,P01256,2025-07-04 09:00:00,EARN,75,250,BKG-008217
LTX-0013317,P01256,2025-08-30 09:00:00,EARN,44,294,BKG-011201
LTX-0013318,P01256,2025-10-26 09:00:00,EARN,28,322,BKG-012493
LTX-0013319,P01215,2025-04-23 09:00:00,EARN,37,37,BKG-008987
LTX-0013320,P01215,2025-08-17 09:00:00,EARN,18,55,BKG-008223
LTX-0013321,P01215,2025-08-18 09:00:00,EARN,10,65,BKG-009736
LTX-0013322,P02725,2025-05-28 09:00:00,EARN,43,43,BKG-008224
LTX-0013323,P03069,2025-06-24 09:00:00,EARN,41,41,BKG-008226
LTX-0013324,P03069,2025-11-02 09:00:00,EARN,62,103,BKG-011179
LTX-0013325,P00600,2025-06-06 09:00:00,EARN,45,45,BKG-008251
LTX-0013326,P00600,2025-06-06 18:00:00,REDEEM,-30,15,BKG-008251
LTX-0013327,P00600,2025-11-13 09:00:00,EARN,38,53,BKG-011030
LTX-0013328,P00957,2025-01-04 09:00:00,EARN,31,31,BKG-010792
LTX-0013329,P00957,2025-04-15 09:00:00,EARN,59,90,BKG-010389
LTX-0013330,P00957,2025-06-13 09:00:00,EARN,50,140,BKG-010416
LTX-0013331,P00957,2025-08-09 09:00:00,EARN,44,184,BKG-009018
LTX-0013332,P00957,2025-08-10 09:00:00,EARN,56,240,BKG-008260
LTX-0013333,P02135,2025-01-10 09:00:00,EARN,48,48,BKG-011435
LTX-0013334,P02135,2025-05-27 09:00:00,EARN,74,122,BKG-008277
LTX-0013335,P02135,2025-06-16 09:00:00,EARN,48,170,BKG-008266
LTX-0013336,P02340,2025-01-12 09:00:00,EARN,63,63,BKG-010368
LTX-0013337,P02340,2025-01-12 18:00:00,REDEEM,-20,43,BKG-010368
LTX-0013338,P02340,2025-04-15 09:00:00,EARN,21,64,BKG-009761
LTX-0013339,P02340,2025-05-19 09:00:00,EARN,12,76,BKG-008270
LTX-0013340,P03659,2025-03-06 09:00:00,EARN,40,40,BKG-009554
LTX-0013341,P03659,2025-03-06 18:00:00,REDEEM,-30,10,BKG-009554
LTX-0013342,P03659,2025-07-27 09:00:00,EARN,52,62,BKG-008272
LTX-0013343,P03779,2025-06-22 09:00:00,EARN,58,58,BKG-009951
LTX-0013344,P03779,2025-08-16 09:00:00,EARN,6,64,BKG-008287
LTX-0013345,P03687,2025-09-17 09:00:00,EARN,46,46,BKG-008296
LTX-0013346,P03528,2025-05-26 09:00:00,EARN,48,48,BKG-008307
LTX-0013347,P03236,2025-03-21 09:00:00,EARN,59,59,BKG-011723
LTX-0013348,P03236,2025-06-29 09:00:00,EARN,30,89,BKG-008309
LTX-0013349,P03236,2025-06-30 09:00:00,EARN,47,136,BKG-010258
LTX-0013350,P03236,2025-06-30 18:00:00,REDEEM,-10,126,BKG-010258
LTX-0013351,P03236,2025-11-24 09:00:00,EARN,72,198,BKG-011174
LTX-0013352,P00602,2025-06-28 09:00:00,EARN,38,38,BKG-008318
LTX-0013353,P02969,2025-03-17 09:00:00,EARN,40,40,BKG-010208
LTX-0013354,P02969,2025-07-01 09:00:00,EARN,102,142,BKG-008323
LTX-0013355,P02844,2025-10-17 09:00:00,EARN,40,40,BKG-008333
LTX-0013356,P00701,2025-07-04 09:00:00,EARN,61,61,BKG-008340
LTX-0013357,P02412,2025-01-16 09:00:00,EARN,72,72,BKG-010702
LTX-0013358,P02412,2025-03-20 09:00:00,EARN,40,112,BKG-011532
LTX-0013359,P02412,2025-04-09 09:00:00,EARN,23,135,BKG-010865
LTX-0013360,P02412,2025-06-12 09:00:00,EARN,52,187,BKG-008341
LTX-0013361,P03040,2025-06-11 09:00:00,EARN,10,10,BKG-008354
LTX-0013362,P03040,2025-06-16 09:00:00,EARN,21,31,BKG-010540
LTX-0013363,P00574,2025-01-31 09:00:00,EARN,55,55,BKG-008364
