itinerary_leg_sk,passenger_sk,route_sk,bus_fleet_sk,origin_terminal_sk,destination_terminal_sk,disruption_reason_sk,booking_date_sk,booking_time_sk,scheduled_departure_date_sk,scheduled_departure_time_sk,actual_departure_date_sk,actual_departure_time_sk,scheduled_arrival_date_sk,scheduled_arrival_time_sk,actual_arrival_date_sk,actual_arrival_time_sk,rebooking_date_sk,rebooking_time_sk,claim_resolution_date_sk,claim_resolution_time_sk,booking_id,ticket_number,itinerary_id,trip_id,leg_sequence,total_legs,claim_id,travel_status,claim_status,departure_delay_minutes,arrival_delay_minutes,scheduled_connection_minutes,actual_connection_minutes,missed_connection_count,rebooking_cost,refund_amount,compensation_amount
20433,961,13,32,16,17,0,20250630,2021,20250723,0,20250723,0,20250723,637,20250723,637,20250723,1703,20250726,1503,BKG-010242,TICK-020448,ITI-010242,TRIP-000277,3,3,CLM-002323,MISSED_CONNECTION,Approved,0,0,93,-183,1,71000,112000,50000
20434,388,5,42,7,9,0,20250627,1654,20250722,1200,20250722,1200,20250723,23,20250723,36,,,,,BKG-010243,TICK-020449,ITI-010243,TRIP-000987,1,2,,COMPLETED,,0,13,,,0,0,0,0
20435,388,6,53,9,10,0,20250627,1654,20250723,0,20250723,6,20250723,336,20250723,336,20250723,1136,20250725,536,BKG-010243,TICK-020450,ITI-010243,TRIP-003340,2,2,CLM-002324,MISSED_CONNECTION,Approved,6,0,-23,-30,1,43000,68000,75000
20436,4137,13,86,16,17,0,20250604,1927,20250608,1200,20250608,1200,20250608,1837,20250608,1841,,,,,BKG-010244,TICK-020451,ITI-010244,TRIP-000983,1,1,,COMPLETED,,0,4,,,0,0,0,0
20437,4727,14,44,17,18,0,20250702,1746,20250722,600,20250722,600,20250722,1802,20250722,1822,,,,,BKG-010245,TICK-020452,ITI-010245,TRIP-000150,1,1,,COMPLETED,,0,20,,,0,0,0,0
20438,1311,9,56,12,13,0,20251018,1614,20251022,1200,20251022,1240,20251022,1949,20251022,2043,,,,,BKG-010246,TICK-020453,ITI-010246,TRIP-001398,1,2,,COMPLETED,,40,54,,,0,0,0,0
20439,1311,28,22,13,18,0,20251018,1614,20251023,0,20251023,23,20251023,859,20251023,859,,,,,BKG-010246,TICK-020454,ITI-010246,TRIP-002096,2,2,,COMPLETED,,23,0,251,220,0,0,0,0
20440,3465,11,53,14,15,0,20250604,705,20250622,1800,20250622,1814,20250623,214,20250623,214,,,,,BKG-010247,TICK-020455,ITI-010247,TRIP-000202,1,1,,COMPLETED,,14,0,,,0,0,0,0
20441,593,9,35,12,13,0,20250601,1250,20250608,1200,20250608,1208,20250608,1949,20250608,2024,,,,,BKG-010248,TICK-020456,ITI-010248,TRIP-000359,1,2,,COMPLETED,,8,35,,,0,0,0,0
20442,593,28,21,13,18,4,20250601,1250,20250609,0,20250609,30,20250609,859,20250609,1119,,,,,BKG-010248,TICK-020457,ITI-010248,TRIP-001376,2,2,,COMPLETED,,30,140,251,246,0,0,0,0
20443,1894,17,21,20,22,0,20250826,1903,20250922,1800,20250922,1815,20250922,2039,20250922,2058,,,,,BKG-010249,TICK-020458,ITI-010249,TRIP-001177,1,2,,COMPLETED,,15,19,,,0,0,0,0
20444,1894,18,70,22,24,0,20250826,1903,20250923,0,20250923,13,20250923,900,20250923,907,,,,,BKG-010249,TICK-020459,ITI-010249,TRIP-001178,2,2,,COMPLETED,,13,7,201,195,0,0,0,0
20445,3848,23,89,28,29,0,20250117,1008,20250208,600,20250208,624,20250208,1332,20250208,1356,,,,,BKG-010250,TICK-020460,ITI-010250,TRIP-002503,1,2,,COMPLETED,,24,24,,,0,0,0,0
20446,3848,24,76,29,30,0,20250117,1008,20250208,1800,20250208,1815,20250209,514,20250209,544,,,,,BKG-010250,TICK-020461,ITI-010250,TRIP-002504,2,2,,COMPLETED,,15,30,268,259,0,0,0,0
20447,2960,11,31,14,15,0,20250712,1127,20250722,1200,20250722,1224,20250722,2014,20250722,2019,,,,,BKG-010251,TICK-020462,ITI-010251,TRIP-000361,1,2,,COMPLETED,,24,5,,,0,0,0,0
20448,2960,12,82,15,16,0,20250712,1127,20250723,0,20250723,0,20250723,427,20250723,427,,,,,BKG-010251,TICK-020463,ITI-010251,TRIP-000362,2,2,,COMPLETED,,0,0,226,221,0,0,0,0
20449,4775,7,68,10,11,0,20250920,1500,20250922,1200,20250922,1226,20250922,2142,20250922,2158,,,,,BKG-010252,TICK-020464,ITI-010252,TRIP-000621,1,3,,COMPLETED,,26,16,,,0,0,0,0
20450,4775,8,92,11,12,0,20250920,1500,20250923,0,20250923,16,20250923,605,20250923,649,,,,,BKG-010252,TICK-020465,ITI-010252,TRIP-000622,2,3,,COMPLETED,,16,44,138,138,0,0,0,0
20451,4775,9,21,12,13,0,20250920,1500,20250923,600,20250923,626,20250923,1349,20250923,1356,20250923,1149,,,BKG-010252,TICK-020466,ITI-010252,TRIP-000623,3,3,CLM-002325,MISSED_CONNECTION,Pending,26,7,-5,-23,1,58000,92000,50000
20452,4642,19,33,24,25,0,20250531,1448,20250608,1800,20250608,1804,20250608,2111,20250608,2142,,,,,BKG-010253,TICK-020467,ITI-010253,TRIP-000429,1,3,,COMPLETED,,4,31,,,0,0,0,0
20453,4642,30,79,25,30,0,20250531,1448,20250609,0,20250609,46,20250609,1225,20250609,1235,,,,,BKG-010253,TICK-020468,ITI-010253,TRIP-000430,2,3,,COMPLETED,,46,10,169,184,0,0,0,0
20454,4642,25,77,30,1,0,20250531,1448,20250609,1200,20250609,1228,20250609,2138,20250609,2221,20250610,235,20250612,35,BKG-010253,TICK-020469,ITI-010253,TRIP-001541,3,3,CLM-002326,MISSED_CONNECTION,Approved,28,43,-25,-7,1,152000,240000,75000
20455,3407,22,11,27,28,0,20250817,1500,20250908,1200,20250908,1200,20250908,1810,20250908,1810,,,,,BKG-010254,TICK-020470,ITI-010254,TRIP-002160,1,2,,COMPLETED,,0,0,,,0,0,0,0
20456,3407,23,67,28,29,0,20250817,1500,20250908,1800,20250908,1800,20250909,132,20250909,132,20250909,410,20250909,2110,BKG-010254,TICK-020471,ITI-010254,TRIP-002192,2,2,CLM-002327,MISSED_CONNECTION,Approved,0,0,-10,-10,1,52000,74000,50000
20457,2583,24,48,29,30,0,20250706,1858,20250709,600,20250709,600,20250709,1714,20250709,1733,,,,,BKG-010255,TICK-020473,ITI-010255,TRIP-002256,2,2,,COMPLETED,,0,19,268,262,0,0,0,0
20458,4685,28,78,13,18,0,20250518,1008,20250608,1200,20250608,1231,20250608,2059,20250608,2138,,,,,BKG-010256,TICK-020474,ITI-010256,TRIP-001594,1,2,,COMPLETED,,31,39,,,0,0,0,0
20459,4685,29,38,18,25,0,20250518,1008,20250609,0,20250609,0,20250609,1043,20250609,1111,,,,,BKG-010256,TICK-020475,ITI-010256,TRIP-001754,2,2,,COMPLETED,,0,28,181,142,0,0,0,0
20460,4582,10,51,13,14,0,20250530,711,20250608,600,20250608,600,20250608,1441,20250608,1501,,,,,BKG-010257,TICK-020476,ITI-010257,TRIP-001815,1,1,,COMPLETED,,0,20,,,0,0,0,0
20461,3998,19,15,24,25,0,20250630,1300,20250722,1200,20250722,1232,20250722,1511,20250722,1605,,,,,BKG-010258,TICK-020477,ITI-010258,TRIP-000844,1,2,,COMPLETED,,32,54,,,0,0,0,0
20462,3998,30,12,25,30,0,20250630,1300,20250722,1800,20250722,1808,20250723,625,20250723,625,,,,,BKG-010258,TICK-020478,ITI-010258,TRIP-001807,2,2,,COMPLETED,,8,0,169,123,0,0,0,0
20463,3563,4,59,6,8,0,20251130,1533,20251222,1800,20251222,1800,20251223,3,20251223,9,,,,,BKG-010259,TICK-020479,ITI-010259,TRIP-002095,1,2,,COMPLETED,,0,6,,,0,0,0,0
20464,3563,27,3,8,13,0,20251130,1533,20251223,0,20251223,13,20251223,1139,20251223,1139,20251223,309,20251228,109,BKG-010259,TICK-020480,ITI-010259,TRIP-002125,2,2,CLM-002328,MISSED_CONNECTION,Approved,13,0,-3,4,1,98000,155000,75000
20465,4426,22,26,27,28,0,20250220,1742,20250322,1200,20250322,1200,20250322,1810,20250322,1810,,,,,BKG-010260,TICK-020481,ITI-010260,TRIP-002808,1,1,,COMPLETED,,0,0,,,0,0,0,0
20466,3570,10,58,13,14,0,20241226,2135,20250122,600,20250122,621,20250122,1441,20250122,1459,,,,,BKG-010261,TICK-020482,ITI-010261,TRIP-001045,1,1,,COMPLETED,,21,18,,,0,0,0,0
20467,2992,24,77,29,30,0,20250929,941,20251008,600,20251008,600,20251008,1714,20251008,1714,,,,,BKG-010262,TICK-020483,ITI-010262,TRIP-000814,1,2,,COMPLETED,,0,0,,,0,0,0,0
20468,2992,25,56,30,2,0,20250929,941,20251008,1800,20251008,1800,20251009,338,20251009,338,,,,,BKG-010262,TICK-020484,ITI-010262,TRIP-000815,2,2,,COMPLETED,,0,0,46,46,0,0,0,0
20469,4262,21,10,26,27,0,20250216,1131,20250222,1200,20250222,1208,20250222,2011,20250222,2031,,,,,BKG-010263,TICK-020485,ITI-010263,TRIP-001712,1,3,,COMPLETED,,8,20,,,0,0,0,0
20470,4262,22,70,27,28,0,20250216,1131,20250223,0,20250223,9,20250223,610,20250223,640,,,,,BKG-010263,TICK-020486,ITI-010263,TRIP-001713,2,3,,COMPLETED,,9,30,229,218,0,0,0,0
20471,4262,23,43,28,29,0,20250216,1131,20250223,600,20250223,613,20250223,1332,20250223,1357,20250223,1440,20250227,1140,BKG-010263,TICK-020487,ITI-010263,TRIP-003067,3,3,CLM-002329,MISSED_CONNECTION,Approved,13,25,-10,-27,1,52000,79000,75000
20472,1523,9,82,12,13,0,20250610,1006,20250622,1200,20250622,1218,20250622,1949,20250622,2012,,,,,BKG-010264,TICK-020488,ITI-010264,TRIP-000163,1,2,,COMPLETED,,18,23,,,0,0,0,0
20473,1523,10,19,13,14,0,20250610,1006,20250623,0,20250623,0,20250623,841,20250623,841,,,,,BKG-010264,TICK-020489,ITI-010264,TRIP-000728,2,2,,COMPLETED,,0,0,251,228,0,0,0,0
20474,3333,9,11,12,13,0,20251001,1922,20251022,600,20251022,605,20251022,1349,20251022,1406,,,,,BKG-010265,TICK-020490,ITI-010265,TRIP-000381,1,2,,COMPLETED,,5,17,,,0,0,0,0
20475,3333,28,71,13,18,0,20251001,1922,20251022,1800,20251022,1807,20251023,259,20251023,308,,,,,BKG-010265,TICK-020491,ITI-010265,TRIP-002362,2,2,,COMPLETED,,7,9,251,241,0,0,0,0
20476,1106,4,82,6,8,0,20251027,1907,20251122,1800,20251122,1817,20251123,3,20251123,46,,,,,BKG-010266,TICK-020492,ITI-010266,TRIP-000332,1,3,,COMPLETED,,17,43,,,0,0,0,0
20477,1106,5,88,8,9,0,20251027,1907,20251123,0,20251123,17,20251123,1223,20251123,1239,20251123,746,20251125,546,BKG-010266,TICK-020493,ITI-010266,TRIP-000545,2,3,CLM-002330,MISSED_CONNECTION,Approved,17,16,-3,-29,1,160000,242000,50000
20478,1106,6,1,9,10,0,20251027,1907,20251123,1200,20251123,1204,20251123,1536,20251123,1557,,,,,BKG-010266,TICK-020494,ITI-010266,TRIP-002111,3,3,,CANCELLED_AFTER_DISRUPTION,,4,21,,,0,0,0,0
20479,1897,14,26,17,18,0,20251012,1251,20251022,600,20251022,622,20251022,1802,20251022,1811,,,,,BKG-010267,TICK-020495,ITI-010267,TRIP-003216,1,1,,COMPLETED,,22,9,,,0,0,0,0
20480,29,3,80,4,6,0,20250524,1906,20250608,1200,20250608,1205,20250608,1502,20250608,1520,,,,,BKG-010268,TICK-020496,ITI-010268,TRIP-000225,1,2,,COMPLETED,,5,18,,,0,0,0,0
20481,29,4,43,6,7,5,20250524,1906,20250608,1800,20250608,1845,20250609,3,20250609,453,,,,,BKG-010268,TICK-020497,ITI-010268,TRIP-001397,2,2,,COMPLETED,,45,290,178,205,0,0,0,0
20482,1654,24,70,29,30,0,20250815,1543,20250822,1800,20250822,1818,20250823,514,20250823,547,,,,,BKG-010269,TICK-020498,ITI-010269,TRIP-000458,1,2,,COMPLETED,,18,33,,,0,0,0,0
20483,1654,25,1,30,2,0,20250815,1543,20250823,600,20250823,612,20250823,1538,20250823,1548,,,,,BKG-010269,TICK-020499,ITI-010269,TRIP-000459,2,2,,COMPLETED,,12,10,46,25,0,0,0,0
20484,3187,17,86,20,21,0,20250622,2157,20250708,1200,20250708,1201,20250708,1439,20250708,1439,,,,,BKG-010270,TICK-020500,ITI-010270,TRIP-000366,1,2,,COMPLETED,,1,0,,,0,0,0,0
20485,3187,18,19,21,24,0,20250622,2157,20250708,1800,20250708,1838,20250709,300,20250709,335,,,,,BKG-010270,TICK-020501,ITI-010270,TRIP-000367,2,2,,COMPLETED,,38,35,201,239,0,0,0,0
20486,3046,27,21,7,13,0,20250610,1830,20250622,600,20250622,603,20250622,1739,20250622,1831,,,,,BKG-010271,TICK-020502,ITI-010271,TRIP-002324,1,2,,COMPLETED,,3,52,,,0,0,0,0
20487,3046,10,5,13,14,0,20250610,1830,20250622,1800,20250622,1812,20250623,241,20250623,241,20250623,931,20250628,131,BKG-010271,TICK-020503,ITI-010271,TRIP-000688,2,2,CLM-002331,MISSED_CONNECTION,Approved,12,0,21,-19,1,97000,138000,75000
20488,335,13,87,16,17,0,20250111,1833,20250122,600,20250122,611,20250122,1237,20250122,1322,,,,,BKG-010272,TICK-020504,ITI-010272,TRIP-003167,1,2,,COMPLETED,,11,45,,,0,0,0,0
20489,335,14,88,17,18,0,20250111,1833,20250122,1800,20250122,1800,20250123,602,20250123,635,,,,,BKG-010272,TICK-020505,ITI-010272,TRIP-003168,2,2,,COMPLETED,,0,33,323,278,0,0,0,0
20490,491,13,6,16,17,0,20250206,814,20250208,1200,20250208,1200,20250208,1837,20250208,1839,,,,,BKG-010273,TICK-020506,ITI-010273,TRIP-000692,1,2,,COMPLETED,,0,2,,,0,0,0,0
20491,491,14,54,17,18,3,20250206,814,20250209,0,20250209,0,20250209,1202,20250209,1651,,,,,BKG-010273,TICK-020507,ITI-010273,TRIP-001618,2,2,,COMPLETED,,0,289,323,321,0,0,0,0
20492,3974,19,91,24,25,0,20250712,820,20250722,600,20250722,627,20250722,911,20250722,1009,,,,,BKG-010274,TICK-020508,ITI-010274,TRIP-000049,1,2,,COMPLETED,,27,58,,,0,0,0,0
20493,3974,20,3,25,26,0,20250712,820,20250722,1200,20250722,1200,20250722,1810,20250722,1810,,,,,BKG-010274,TICK-020509,ITI-010274,TRIP-000976,2,2,,COMPLETED,,0,0,169,111,0,0,0,0
20494,3458,22,46,27,28,0,20250524,2024,20250608,1200,20250608,1219,20250608,1810,20250608,1810,,,,,BKG-010275,TICK-020510,ITI-010275,TRIP-000517,1,3,,COMPLETED,,19,0,,,0,0,0,0
20495,3458,23,48,28,29,0,20250524,2024,20250608,1800,20250608,1800,20250609,132,20250609,140,20250609,310,20250613,2210,BKG-010275,TICK-020511,ITI-010275,TRIP-000518,2,3,CLM-002332,MISSED_CONNECTION,Approved,0,8,-10,-10,1,62000,99000,75000
20496,3458,24,63,29,30,0,20250524,2024,20250609,600,20250609,629,20250609,1714,20250609,1716,,,,,BKG-010275,TICK-020512,ITI-010275,TRIP-001729,3,3,,CANCELLED_AFTER_DISRUPTION,,29,2,,,0,0,0,0
20497,413,12,72,15,16,0,20251019,1050,20251108,600,20251108,611,20251108,1027,20251108,1042,,,,,BKG-010276,TICK-020513,ITI-010276,TRIP-001015,1,3,,COMPLETED,,11,15,,,0,0,0,0
20498,413,13,32,16,17,0,20251019,1050,20251108,1200,20251108,1200,20251108,1837,20251108,1840,,,,,BKG-010276,TICK-020514,ITI-010276,TRIP-001522,2,3,,COMPLETED,,0,3,93,78,0,0,0,0
20499,413,14,48,17,18,0,20251019,1050,20251109,0,20251109,19,20251109,1202,20251109,1247,,,,,BKG-010276,TICK-020515,ITI-010276,TRIP-001523,3,3,,COMPLETED,,19,45,323,339,0,0,0,0
20500,599,7,48,10,11,0,20250605,1452,20250608,1200,20250608,1236,20250608,2142,20250608,2226,,,,,BKG-010277,TICK-020516,ITI-010277,TRIP-000142,1,3,,COMPLETED,,36,44,,,0,0,0,0
20501,599,8,65,11,12,0,20250605,1452,20250609,0,20250609,15,20250609,605,20250609,605,,,,,BKG-010277,TICK-020517,ITI-010277,TRIP-001092,2,3,,COMPLETED,,15,0,138,109,0,0,0,0
20502,599,9,68,12,13,0,20250605,1452,20250609,600,20250609,631,20250609,1349,20250609,1407,,,,,BKG-010277,TICK-020518,ITI-010277,TRIP-001787,3,3,,COMPLETED,,31,18,-5,26,0,0,0,0
20503,4935,4,36,6,7,0,20250319,1459,20250408,1800,20250408,1840,20250409,3,20250409,38,,,,,BKG-010278,TICK-020519,ITI-010278,TRIP-002258,1,2,,COMPLETED,,40,35,,,0,0,0,0
20504,4935,5,42,7,9,0,20250319,1459,20250409,0,20250409,10,20250409,1223,20250409,1230,20250409,1438,20250412,1038,BKG-010278,TICK-020520,ITI-010278,TRIP-003367,2,2,CLM-002333,MISSED_CONNECTION,Approved,10,7,-3,-28,1,95000,142000,50000
20505,4132,6,36,9,10,0,20250605,1455,20250622,600,20250622,604,20250622,936,20250622,936,,,,,BKG-010279,TICK-020521,ITI-010279,TRIP-001814,1,3,,COMPLETED,,4,0,,,0,0,0,0
20506,4132,7,28,10,11,0,20250605,1455,20250622,1200,20250622,1215,20250622,2142,20250622,2153,,,,,BKG-010279,TICK-020522,ITI-010279,TRIP-000033,2,3,,COMPLETED,,15,11,144,159,0,0,0,0
20507,4132,8,10,11,12,0,20250605,1455,20250623,0,20250623,12,20250623,605,20250623,607,,,,,BKG-010279,TICK-020523,ITI-010279,TRIP-000034,3,3,,COMPLETED,,12,2,138,139,0,0,0,0
20508,3688,20,68,25,26,0,20250605,1629,20250608,600,20250608,627,20250608,1210,20250608,1326,,,,,BKG-010280,TICK-020524,ITI-010280,TRIP-001753,1,3,,COMPLETED,,27,76,,,0,0,0,0
20509,3688,21,51,26,27,0,20250605,1629,20250608,1200,20250608,1223,20250608,2011,20250608,2027,20250609,226,20250610,126,BKG-010280,TICK-020525,ITI-010280,TRIP-001152,2,3,CLM-002334,MISSED_CONNECTION,Approved,23,16,-10,-63,1,65000,104000,75000
20510,3688,22,50,27,28,0,20250605,1629,20250609,0,20250609,37,20250609,610,20250609,714,,,,,BKG-010280,TICK-020526,ITI-010280,TRIP-001153,3,3,,CANCELLED_AFTER_DISRUPTION,,37,64,,,0,0,0,0
20511,3014,1,92,1,3,0,20250708,744,20250722,600,20250722,600,20250722,1344,20250722,1344,,,,,BKG-010281,TICK-020527,ITI-010281,TRIP-002987,1,2,,COMPLETED,,0,0,,,0,0,0,0
20512,3014,2,69,3,5,0,20250708,744,20250722,1800,20250722,1800,20250722,2046,20250722,2108,,,,,BKG-010281,TICK-020528,ITI-010281,TRIP-001829,2,2,,COMPLETED,,0,22,256,256,0,0,0,0
20513,2688,14,25,17,18,0,20251128,1923,20251222,1200,20251222,1212,20251223,2,20251223,2,,,,,BKG-010282,TICK-020529,ITI-010282,TRIP-001584,1,2,,COMPLETED,,12,0,,,0,0,0,0
20514,2688,29,77,18,25,0,20251128,1923,20251223,0,20251223,1,20251223,1043,20251223,1043,20251223,902,,,BKG-010282,TICK-020530,ITI-010282,TRIP-002291,2,2,CLM-002335,MISSED_CONNECTION,Pending,1,0,-2,-1,1,158000,250000,50000
20515,4445,25,71,30,1,0,20250122,2058,20250208,1800,20250208,1805,20250209,338,20250209,355,,,,,BKG-010283,TICK-020531,ITI-010283,TRIP-000632,1,2,,COMPLETED,,5,17,,,0,0,0,0
20516,4445,26,25,1,7,0,20250122,2058,20250209,600,20250209,619,20250209,1000,20250209,1027,,,,,BKG-010283,TICK-020532,ITI-010283,TRIP-002339,2,2,,COMPLETED,,19,27,142,144,0,0,0,0
20517,4921,21,85,26,27,0,20250527,842,20250608,600,20250608,600,20250608,1411,20250608,1411,,,,,BKG-010284,TICK-020533,ITI-010284,TRIP-000066,1,2,,COMPLETED,,0,0,,,0,0,0,0
20518,4921,22,10,27,28,0,20250527,842,20250608,1800,20250608,1808,20250609,10,20250609,20,,,,,BKG-010284,TICK-020534,ITI-010284,TRIP-000067,2,2,,COMPLETED,,8,10,229,237,0,0,0,0
20519,2857,3,21,4,6,0,20250615,2059,20250622,1800,20250622,1800,20250622,2102,20250622,2111,,,,,BKG-010285,TICK-020535,ITI-010285,TRIP-000867,1,2,,COMPLETED,,0,9,,,0,0,0,0
20520,2857,4,5,6,7,0,20250615,2059,20250623,0,20250623,41,20250623,603,20250623,640,,,,,BKG-010285,TICK-020536,ITI-010285,TRIP-000868,2,2,,COMPLETED,,41,37,178,210,0,0,0,0
20521,2689,3,88,4,6,0,20250224,951,20250322,1200,20250322,1228,20250322,1502,20250322,1502,,,,,BKG-010286,TICK-020537,ITI-010286,TRIP-000862,1,3,,COMPLETED,,28,0,,,0,0,0,0
20522,2689,4,45,6,7,0,20250224,951,20250322,1800,20250322,1815,20250323,3,20250323,35,,,,,BKG-010286,TICK-020538,ITI-010286,TRIP-000863,2,3,,COMPLETED,,15,32,178,193,0,0,0,0
20523,2689,27,50,7,13,0,20250224,951,20250323,0,20250323,26,20250323,1139,20250323,1228,20250323,1235,20250324,1035,BKG-010286,TICK-020539,ITI-010286,TRIP-002704,3,3,CLM-002336,MISSED_CONNECTION,Approved,26,49,-3,-9,1,81000,129000,50000
20524,1896,2,20,3,5,0,20251124,915,20251208,1800,20251208,1815,20251208,2046,20251208,2059,,,,,BKG-010287,TICK-020540,ITI-010287,TRIP-000655,1,2,,COMPLETED,,15,13,,,0,0,0,0
20525,1896,3,8,5,6,0,20251124,915,20251209,0,20251209,0,20251209,302,20251209,311,,,,,BKG-010287,TICK-020541,ITI-010287,TRIP-000656,2,2,,COMPLETED,,0,9,194,181,0,0,0,0
20526,4870,7,63,10,11,0,20250509,1303,20250608,1800,20250608,1807,20250609,342,20250609,342,,,,,BKG-010288,TICK-020542,ITI-010288,TRIP-000395,1,3,,COMPLETED,,7,0,,,0,0,0,0
20527,4870,8,15,11,12,0,20250509,1303,20250609,600,20250609,600,20250609,1205,20250609,1240,,,,,BKG-010288,TICK-020543,ITI-010288,TRIP-000690,2,3,,COMPLETED,,0,35,138,138,0,0,0,0
20528,4870,9,15,12,13,0,20250509,1303,20250609,1200,20250609,1209,20250609,1949,20250609,1949,20250609,2040,20250612,1940,BKG-010288,TICK-020544,ITI-010288,TRIP-001736,3,3,CLM-002337,MISSED_CONNECTION,Approved,9,0,-5,-31,1,70000,105000,50000
20529,4621,16,44,19,20,0,20250203,1226,20250208,1200,20250208,1223,20250208,1934,20250208,1934,,,,,BKG-010289,TICK-020545,ITI-010289,TRIP-003472,1,3,,COMPLETED,,23,0,,,0,0,0,0
20530,4621,17,18,20,21,0,20250203,1226,20250209,0,20250209,30,20250209,239,20250209,239,,,,,BKG-010289,TICK-020546,ITI-010289,TRIP-003905,2,3,,COMPLETED,,30,0,266,296,0,0,0,0
20531,4621,18,72,21,23,0,20250203,1226,20250209,600,20250209,636,20250209,1500,20250209,1530,,,,,BKG-010289,TICK-020547,ITI-010289,TRIP-003906,3,3,,COMPLETED,,36,30,201,237,0,0,0,0
20532,1217,27,80,8,13,0,20250726,1428,20250822,1200,20250822,1200,20250822,2339,20250823,14,,,,,BKG-010290,TICK-020548,ITI-010290,TRIP-003858,1,1,,COMPLETED,,0,35,,,0,0,0,0
20533,3900,9,54,12,13,0,20250420,1136,20250422,1200,20250422,1231,20250422,1949,20250422,2017,,,,,BKG-010291,TICK-020549,ITI-010291,TRIP-002368,1,2,,COMPLETED,,31,28,,,0,0,0,0
20534,3900,10,79,13,14,0,20250420,1136,20250423,0,20250423,21,20250423,841,20250423,923,,,,,BKG-010291,TICK-020550,ITI-010291,TRIP-002369,2,2,,COMPLETED,,21,42,251,244,0,0,0,0
20535,3823,29,72,18,25,0,20250619,1249,20250622,1200,20250622,1211,20250622,2243,20250622,2254,,,,,BKG-010292,TICK-020551,ITI-010292,TRIP-001908,1,3,,COMPLETED,,11,11,,,0,0,0,0
20536,3823,30,52,25,30,0,20250619,1249,20250623,0,20250623,0,20250623,1225,20250623,1256,,,,,BKG-010292,TICK-020552,ITI-010292,TRIP-002488,2,3,,COMPLETED,,0,31,77,66,0,0,0,0
20537,3823,25,5,30,1,0,20250619,1249,20250623,1200,20250623,1225,20250623,2138,20250623,2151,20250624,356,20250627,2056,BKG-010292,TICK-020553,ITI-010292,TRIP-002007,3,3,CLM-002338,MISSED_CONNECTION,Approved,25,13,-25,-31,1,112000,160000,50000
20538,2261,21,52,26,27,0,20250711,1258,20250808,600,20250808,600,20250808,1411,20250808,1425,,,,,BKG-010293,TICK-020554,ITI-010293,TRIP-000564,1,3,,COMPLETED,,0,14,,,0,0,0,0
20539,2261,22,47,27,28,0,20250711,1258,20250808,1800,20250808,1821,20250809,10,20250809,49,,,,,BKG-010293,TICK-020555,ITI-010293,TRIP-000565,2,3,,COMPLETED,,21,39,229,236,0,0,0,0
20540,2261,23,79,28,29,0,20250711,1258,20250809,0,20250809,28,20250809,732,20250809,805,20250809,749,20250811,349,BKG-010293,TICK-020556,ITI-010293,TRIP-003425,3,3,CLM-002339,MISSED_CONNECTION,Approved,28,33,-10,-21,1,52000,82000,50000
20541,4290,22,77,27,28,0,20250814,2146,20250822,600,20250822,600,20250822,1210,20250822,1210,,,,,BKG-010294,TICK-020557,ITI-010294,TRIP-003179,1,2,,COMPLETED,,0,0,,,0,0,0,0
20542,4290,23,71,28,29,0,20250814,2146,20250822,1200,20250822,1219,20250822,1932,20250822,2014,20250823,610,20250827,10,BKG-010294,TICK-020558,ITI-010294,TRIP-001910,2,2,CLM-002340,MISSED_CONNECTION,Approved,19,42,-10,9,1,65000,103000,75000
20543,3087,1,20,2,3,0,20251101,1308,20251108,1800,20251108,1800,20251109,144,20251109,153,,,,,BKG-010295,TICK-020559,ITI-010295,TRIP-003388,1,2,,COMPLETED,,0,9,,,0,0,0,0
20544,3087,2,52,3,5,0,20251101,1308,20251109,600,20251109,623,20251109,846,20251109,928,,,,,BKG-010295,TICK-020560,ITI-010295,TRIP-003907,2,2,,COMPLETED,,23,42,256,270,0,0,0,0
20545,3801,7,48,10,11,0,20250524,1510,20250608,1200,20250608,1236,20250608,2142,20250608,2226,,,,,BKG-010296,TICK-020561,ITI-010296,TRIP-000142,1,2,,COMPLETED,,36,44,,,0,0,0,0
20546,3801,8,65,11,12,0,20250524,1510,20250609,0,20250609,15,20250609,605,20250609,605,,,,,BKG-010296,TICK-020562,ITI-010296,TRIP-001092,2,2,,COMPLETED,,15,0,138,109,0,0,0,0
20547,1896,14,89,17,18,0,20250604,1459,20250622,600,20250622,600,20250622,1802,20250622,1802,,,,,BKG-010297,TICK-020563,ITI-010297,TRIP-001887,1,3,,COMPLETED,,0,0,,,0,0,0,0
20548,1896,29,12,18,25,0,20250604,1459,20250622,1800,20250622,1800,20250623,443,20250623,443,20250623,602,20250626,202,BKG-010297,TICK-020564,ITI-010297,TRIP-000328,2,3,CLM-002341,MISSED_CONNECTION,Approved,0,0,-2,-2,1,93000,148000,100000
20549,1896,20,14,25,26,0,20250604,1459,20250623,600,20250623,600,20250623,1210,20250623,1210,,,,,BKG-010297,TICK-020565,ITI-010297,TRIP-001890,3,3,,CANCELLED_AFTER_DISRUPTION,,0,0,,,0,0,0,0
20550,3852,19,9,23,25,0,20250214,2029,20250308,1200,20250308,1200,20250308,1511,20250308,1511,,,,,BKG-010298,TICK-020566,ITI-010298,TRIP-003908,1,2,,COMPLETED,,0,0,,,0,0,0,0
