ticket_sales_sk,passenger_sk,booking_date_sk,booking_time_sk,route_sk,sales_context_sk,promotion_sk,booking_id,ticket_number,itinerary_id,allocated_base_fare,discount_amount,tax_amount,net_ticket_revenue,loyalty_points_earned,loyalty_points_redeemed
20778,621,20251127,1539,16,36,0,BKG-010395,TICK-020778,ITI-010395,350000,0,38000,388000,39,0
20779,621,20251127,1539,17,36,0,BKG-010395,TICK-020779,ITI-010395,65000,0,7000,72000,7,0
20780,3500,20251201,742,2,12,0,BKG-010396,TICK-020780,ITI-010396,89000,0,10000,99000,10,0
20781,3500,20251201,742,3,12,0,BKG-010396,TICK-020781,ITI-010396,104000,0,11000,115000,12,0
20782,3057,20250512,1046,11,36,1,BKG-010397,TICK-020782,ITI-010397,261000,13000,27000,275000,28,0
20783,3057,20250512,1046,12,36,1,BKG-010397,TICK-020783,ITI-010397,178000,9000,19000,188000,19,0
20784,1167,20250118,1655,10,26,0,BKG-010398,TICK-020784,ITI-010398,185000,0,20000,205000,20,0
20785,1167,20250118,1655,11,26,0,BKG-010398,TICK-020785,ITI-010398,174000,0,19000,193000,19,0
20786,1167,20250118,1655,12,26,0,BKG-010398,TICK-020786,ITI-010398,88000,0,10000,98000,10,0
20787,913,20250909,858,4,9,2,BKG-010399,TICK-020787,ITI-010399,131000,13000,13000,131000,13,0
20788,913,20250909,858,5,9,2,BKG-010399,TICK-020788,ITI-010399,339000,34000,34000,339000,34,0
20789,913,20250909,858,6,9,2,BKG-010399,TICK-020789,ITI-010399,137000,14000,14000,137000,14,0
20790,4865,20250120,743,4,41,0,BKG-010400,TICK-020790,ITI-010400,131000,0,14000,145000,14,0
20791,4865,20250120,743,5,41,0,BKG-010400,TICK-020791,ITI-010400,339000,0,37000,376000,38,0
20792,4865,20250120,743,6,41,0,BKG-010400,TICK-020792,ITI-010400,102000,0,11000,113000,11,0
20793,3599,20250215,859,27,3,1,BKG-010401,TICK-020793,ITI-010401,290000,14000,30000,306000,31,0
20794,3599,20250215,859,10,3,1,BKG-010401,TICK-020794,ITI-010401,185000,9000,19000,195000,20,0
20795,2805,20250329,2159,30,10,0,BKG-010402,TICK-020795,ITI-010402,351000,0,39000,390000,39,0
20796,2805,20250329,2159,25,10,0,BKG-010402,TICK-020796,ITI-010402,267000,0,29000,296000,30,0
20797,2805,20250329,2159,26,10,0,BKG-010402,TICK-020797,ITI-010402,116000,0,13000,129000,13,0
20798,1933,20251020,1208,4,35,0,BKG-010403,TICK-020798,ITI-010403,131000,0,14000,145000,14,0
20799,1933,20251020,1208,27,35,0,BKG-010403,TICK-020799,ITI-010403,290000,0,32000,322000,32,0
20800,4879,20250625,1855,4,40,0,BKG-010404,TICK-020800,ITI-010404,197000,0,22000,219000,22,0
20801,1567,20250917,1828,9,28,0,BKG-010405,TICK-020801,ITI-010405,165000,0,18000,183000,18,10
20802,1567,20250917,1828,28,28,0,BKG-010405,TICK-020802,ITI-010405,190000,0,21000,211000,21,0
20803,4932,20250625,2144,30,11,0,BKG-010406,TICK-020803,ITI-010406,337000,0,37000,374000,37,0
20804,4932,20250625,2144,25,11,0,BKG-010406,TICK-020804,ITI-010406,257000,0,28000,285000,28,0
20805,4932,20250625,2144,26,11,0,BKG-010406,TICK-020805,ITI-010406,111000,0,12000,123000,12,0
20806,3937,20250506,828,28,45,0,BKG-010407,TICK-020806,ITI-010407,320000,0,35000,355000,36,0
20807,3937,20250506,828,15,45,0,BKG-010407,TICK-020807,ITI-010407,112000,0,12000,124000,12,0
20808,760,20250317,2024,14,33,0,BKG-010408,TICK-020808,ITI-010408,229000,0,25000,254000,25,0
20809,760,20250317,2024,15,33,0,BKG-010408,TICK-020809,ITI-010408,112000,0,12000,124000,12,0
20810,407,20250529,2018,15,12,2,BKG-010409,TICK-020810,ITI-010409,134000,13000,13000,134000,13,0
20811,407,20250529,2018,16,12,2,BKG-010409,TICK-020811,ITI-010409,208000,21000,21000,208000,21,0
20812,3855,20250621,1117,7,36,2,BKG-010410,TICK-020812,ITI-010410,294000,29000,29000,294000,29,0
20813,3855,20250621,1117,8,36,2,BKG-010410,TICK-020813,ITI-010410,155000,16000,15000,154000,15,0
20814,617,20251211,718,3,36,2,BKG-010411,TICK-020814,ITI-010411,104000,10000,10000,104000,10,0
20815,3669,20250308,1944,15,32,1,BKG-010412,TICK-020815,ITI-010412,112000,6000,12000,118000,12,0
20816,3669,20250308,1944,16,32,1,BKG-010412,TICK-020816,ITI-010412,173000,9000,18000,182000,18,0
20817,4426,20241223,1449,17,46,0,BKG-010413,TICK-020817,ITI-010413,68000,0,7000,75000,8,0
20818,4426,20241223,1449,18,46,0,BKG-010413,TICK-020818,ITI-010413,196000,0,22000,218000,22,0
20819,4894,20250626,1015,2,24,1,BKG-010414,TICK-020819,ITI-010414,89000,4000,9000,94000,9,0
20820,4894,20250626,1015,3,24,1,BKG-010414,TICK-020820,ITI-010414,83000,4000,9000,88000,9,0
20821,4894,20250626,1015,4,24,1,BKG-010414,TICK-020821,ITI-010414,157000,8000,16000,165000,16,0
20822,3485,20250326,1319,6,36,0,BKG-010415,TICK-020822,ITI-010415,102000,0,11000,113000,11,10
20823,3485,20250326,1319,7,36,0,BKG-010415,TICK-020823,ITI-010415,196000,0,22000,218000,22,0
20824,1161,20250613,952,7,29,0,BKG-010416,TICK-020824,ITI-010416,294000,0,32000,326000,33,0
20825,1161,20250613,952,8,29,0,BKG-010416,TICK-020825,ITI-010416,155000,0,17000,172000,17,0
20826,3314,20251212,1903,22,33,0,BKG-010417,TICK-020826,ITI-010417,222000,0,24000,246000,25,0
20827,3314,20251212,1903,23,33,0,BKG-010417,TICK-020827,ITI-010417,223000,0,25000,248000,25,0
20828,4684,20251208,1027,24,34,0,BKG-010418,TICK-020828,ITI-010418,348000,0,38000,386000,39,10
20829,4684,20251208,1027,25,34,0,BKG-010418,TICK-020829,ITI-010418,321000,0,35000,356000,36,0
20830,4684,20251208,1027,26,34,0,BKG-010418,TICK-020830,ITI-010418,111000,0,12000,123000,12,0
20831,1540,20250114,1259,17,6,1,BKG-010419,TICK-020831,ITI-010419,68000,3000,7000,72000,7,0
20832,1540,20250114,1259,18,6,1,BKG-010419,TICK-020832,ITI-010419,245000,12000,26000,259000,26,0
20833,1081,20251208,2143,12,33,0,BKG-010420,TICK-020833,ITI-010420,178000,0,20000,198000,20,0
20834,1081,20251208,2143,13,33,0,BKG-010420,TICK-020834,ITI-010420,273000,0,30000,303000,30,0
20835,1329,20250115,1423,7,45,0,BKG-010421,TICK-020835,ITI-010421,245000,0,27000,272000,27,0
20836,1329,20250115,1423,8,45,0,BKG-010421,TICK-020836,ITI-010421,129000,0,14000,143000,14,0
20837,4325,20250604,2116,17,32,0,BKG-010422,TICK-020837,ITI-010422,65000,0,7000,72000,7,0
20838,4325,20250604,2116,18,32,0,BKG-010422,TICK-020838,ITI-010422,235000,0,26000,261000,26,0
20839,3490,20250517,2042,3,45,2,BKG-010423,TICK-020839,ITI-010423,70000,7000,7000,70000,7,0
20840,3490,20250517,2042,4,45,2,BKG-010423,TICK-020840,ITI-010423,164000,16000,16000,164000,16,0
20841,3728,20250526,1600,22,29,0,BKG-010424,TICK-020841,ITI-010424,300000,0,33000,333000,33,0
20842,3728,20250526,1600,23,29,0,BKG-010424,TICK-020842,ITI-010424,223000,0,25000,248000,25,0
20843,3275,20251001,1220,22,46,0,BKG-010425,TICK-020843,ITI-010425,185000,0,20000,205000,20,0
20844,3275,20251001,1220,23,46,0,BKG-010425,TICK-020844,ITI-010425,251000,0,28000,279000,28,0
20845,1852,20250330,1308,9,37,0,BKG-010426,TICK-020845,ITI-010426,207000,0,23000,230000,23,0
20846,3349,20251128,1005,9,7,0,BKG-010427,TICK-020846,ITI-010427,199000,0,22000,221000,22,0
20847,3349,20251128,1005,28,7,0,BKG-010427,TICK-020847,ITI-010427,228000,0,25000,253000,25,0
20848,295,20250104,1957,25,48,0,BKG-010428,TICK-020848,ITI-010428,361000,0,40000,401000,40,0
20849,295,20250104,1957,26,48,0,BKG-010428,TICK-020849,ITI-010428,93000,0,10000,103000,10,0
20850,295,20250104,1957,5,48,0,BKG-010428,TICK-020850,ITI-010428,339000,0,37000,376000,38,0
20851,2076,20250712,1201,11,21,0,BKG-010429,TICK-020851,ITI-010429,209000,0,23000,232000,23,0
20852,151,20251219,1117,19,11,0,BKG-010430,TICK-020852,ITI-010430,90000,0,10000,100000,10,0
20853,151,20251219,1117,20,11,0,BKG-010430,TICK-020853,ITI-010430,178000,0,20000,198000,20,0
20854,151,20251219,1117,21,11,0,BKG-010430,TICK-020854,ITI-010430,187000,0,21000,208000,21,0
20855,1372,20250828,828,13,9,0,BKG-010431,TICK-020855,ITI-010431,135000,0,15000,150000,15,0
20856,37,20250612,1110,8,37,0,BKG-010432,TICK-020856,ITI-010432,155000,0,17000,172000,17,0
20857,37,20250612,1110,9,37,0,BKG-010432,TICK-020857,ITI-010432,199000,0,22000,221000,22,0
20858,4353,20250324,1020,21,38,0,BKG-010433,TICK-020858,ITI-010433,195000,0,21000,216000,22,10
20859,4353,20250324,1020,22,38,0,BKG-010433,TICK-020859,ITI-010433,148000,0,16000,164000,16,0
20860,4353,20250324,1020,23,38,0,BKG-010433,TICK-020860,ITI-010433,149000,0,16000,165000,16,0
20861,887,20250203,1123,6,36,0,BKG-010434,TICK-020861,ITI-010434,81000,0,9000,90000,9,10
20862,887,20250203,1123,7,36,0,BKG-010434,TICK-020862,ITI-010434,245000,0,27000,272000,27,0
20863,1207,20250626,1817,19,45,0,BKG-010435,TICK-020863,ITI-010435,90000,0,10000,100000,10,0
20864,1207,20250626,1817,30,45,0,BKG-010435,TICK-020864,ITI-010435,337000,0,37000,374000,37,0
20865,1694,20250219,1837,4,36,0,BKG-010436,TICK-020865,ITI-010436,131000,0,14000,145000,14,0
20866,1694,20250219,1837,5,36,0,BKG-010436,TICK-020866,ITI-010436,339000,0,37000,376000,38,0
20867,3917,20250610,1620,1,10,0,BKG-010437,TICK-020867,ITI-010437,248000,0,27000,275000,28,0
20868,3917,20250610,1620,2,10,0,BKG-010437,TICK-020868,ITI-010437,89000,0,10000,99000,10,0
20869,3917,20250610,1620,3,10,0,BKG-010437,TICK-020869,ITI-010437,104000,0,11000,115000,12,0
20870,1737,20250701,1716,19,44,2,BKG-010438,TICK-020870,ITI-010438,112000,11000,11000,112000,11,0
20871,1737,20250701,1716,20,44,2,BKG-010438,TICK-020871,ITI-010438,178000,18000,18000,178000,18,0
20872,1737,20250701,1716,21,44,2,BKG-010438,TICK-020872,ITI-010438,187000,19000,18000,186000,19,0
20873,459,20250730,1314,21,31,1,BKG-010439,TICK-020873,ITI-010439,156000,8000,16000,164000,16,0
20874,459,20250730,1314,22,31,1,BKG-010439,TICK-020874,ITI-010439,148000,7000,16000,157000,16,0
20875,459,20250730,1314,23,31,1,BKG-010439,TICK-020875,ITI-010439,149000,7000,16000,158000,16,0
20876,2952,20250720,1128,8,9,0,BKG-010440,TICK-020876,ITI-010440,218000,0,24000,242000,24,10
20877,2952,20250720,1128,9,9,0,BKG-010440,TICK-020877,ITI-010440,207000,0,23000,230000,23,0
20878,1210,20251126,1846,23,33,0,BKG-010441,TICK-020878,ITI-010441,223000,0,25000,248000,25,0
20879,1210,20251126,1846,24,33,0,BKG-010441,TICK-020879,ITI-010441,348000,0,38000,386000,39,0
20880,4754,20250322,2129,11,35,0,BKG-010442,TICK-020880,ITI-010442,218000,0,24000,242000,24,0
20881,4754,20250322,2129,12,35,0,BKG-010442,TICK-020881,ITI-010442,148000,0,16000,164000,16,0
20882,4754,20250322,2129,13,35,0,BKG-010442,TICK-020882,ITI-010442,135000,0,15000,150000,15,0
20883,2561,20250619,1427,12,26,2,BKG-010443,TICK-020883,ITI-010443,106000,11000,10000,105000,10,0
20884,2561,20250619,1427,13,26,2,BKG-010443,TICK-020884,ITI-010443,162000,16000,16000,162000,16,0
20885,164,20250603,800,13,36,0,BKG-010444,TICK-020885,ITI-010444,202000,0,22000,224000,22,0
20886,164,20250603,800,14,36,0,BKG-010444,TICK-020886,ITI-010444,463000,0,51000,514000,51,0
20887,164,20250603,800,29,36,0,BKG-010444,TICK-020887,ITI-010444,334000,0,37000,371000,37,0
20888,336,20251018,1930,3,30,0,BKG-010445,TICK-020888,ITI-010445,70000,0,8000,78000,8,0
20889,336,20251018,1930,4,30,0,BKG-010445,TICK-020889,ITI-010445,221000,0,24000,245000,24,0
20890,2577,20241231,821,11,46,2,BKG-010446,TICK-020890,ITI-010446,218000,22000,22000,218000,22,10
20891,2577,20241231,821,12,46,2,BKG-010446,TICK-020891,ITI-010446,88000,9000,9000,88000,9,0
20892,1460,20251129,1935,8,48,0,BKG-010447,TICK-020892,ITI-010447,155000,0,17000,172000,17,0
20893,4525,20251116,2001,21,2,0,BKG-010448,TICK-020893,ITI-010448,156000,0,17000,173000,17,0
20894,3302,20250617,1923,28,24,0,BKG-010449,TICK-020894,ITI-010449,284000,0,31000,315000,32,0
20895,3777,20250824,1108,24,2,0,BKG-010450,TICK-020895,ITI-010450,290000,0,32000,322000,32,0
20896,2097,20241214,814,16,41,0,BKG-010451,TICK-020896,ITI-010451,216000,0,24000,240000,24,0
20897,2097,20241214,814,17,41,0,BKG-010451,TICK-020897,ITI-010451,55000,0,6000,61000,6,0
20898,2097,20241214,814,18,41,0,BKG-010451,TICK-020898,ITI-010451,196000,0,22000,218000,22,0
20899,1042,20250516,1512,8,26,0,BKG-010452,TICK-020899,ITI-010452,262000,0,29000,291000,29,0
20900,1042,20250516,1512,9,26,0,BKG-010452,TICK-020900,ITI-010452,248000,0,27000,275000,28,0
20901,2464,20250606,1510,3,32,0,BKG-010453,TICK-020901,ITI-010453,104000,0,11000,115000,12,0
20902,2464,20250606,1510,4,32,0,BKG-010453,TICK-020902,ITI-010453,197000,0,22000,219000,22,0
20903,345,20250726,1558,24,45,2,BKG-010454,TICK-020903,ITI-010454,232000,23000,23000,232000,23,0
20904,345,20250726,1558,25,45,2,BKG-010454,TICK-020904,ITI-010454,214000,21000,21000,214000,21,0
20905,2331,20250530,1251,13,36,1,BKG-010455,TICK-020905,ITI-010455,202000,10000,21000,213000,21,0
20906,2331,20250530,1251,14,36,1,BKG-010455,TICK-020906,ITI-010455,463000,23000,48000,488000,49,0
20907,2331,20250530,1251,29,36,1,BKG-010455,TICK-020907,ITI-010455,334000,17000,35000,352000,35,0
20908,244,20250725,1156,12,35,0,BKG-010456,TICK-020908,ITI-010456,148000,0,16000,164000,16,0
20909,244,20250725,1156,13,35,0,BKG-010456,TICK-020909,ITI-010456,135000,0,15000,150000,15,0
20910,244,20250725,1156,14,35,0,BKG-010456,TICK-020910,ITI-010456,286000,0,31000,317000,32,0
20911,3810,20250617,2157,13,26,0,BKG-010457,TICK-020911,ITI-010457,202000,0,22000,224000,22,0
20912,3810,20250617,2157,14,26,0,BKG-010457,TICK-020912,ITI-010457,343000,0,38000,381000,38,0
20913,1252,20250719,1417,25,35,2,BKG-010458,TICK-020913,ITI-010458,257000,26000,25000,256000,26,0
20914,1252,20250719,1417,26,35,2,BKG-010458,TICK-020914,ITI-010458,111000,11000,11000,111000,11,0
20915,2055,20250110,1559,23,6,1,BKG-010459,TICK-020915,ITI-010459,149000,7000,16000,158000,16,0
20916,2055,20250110,1559,24,6,1,BKG-010459,TICK-020916,ITI-010459,232000,12000,24000,244000,24,0
20917,767,20251206,1844,20,10,1,BKG-010460,TICK-020917,ITI-010460,223000,11000,23000,235000,24,0
20918,767,20251206,1844,21,10,1,BKG-010460,TICK-020918,ITI-010460,187000,9000,20000,198000,20,0
20919,1571,20250522,1923,14,9,0,BKG-010461,TICK-020919,ITI-010461,275000,0,30000,305000,30,0
20920,4759,20250627,1357,19,44,0,BKG-010462,TICK-020920,ITI-010462,90000,0,10000,100000,10,0
20921,4759,20250627,1357,20,44,0,BKG-010462,TICK-020921,ITI-010462,178000,0,20000,198000,20,0
20922,3742,20251202,2159,7,45,0,BKG-010463,TICK-020922,ITI-010463,294000,0,32000,326000,33,0
20923,1329,20250117,1610,22,3,0,BKG-010464,TICK-020923,ITI-010464,185000,0,20000,205000,20,0
20924,1329,20250117,1610,23,3,0,BKG-010464,TICK-020924,ITI-010464,149000,0,16000,165000,16,0
20925,1329,20250117,1610,24,3,0,BKG-010464,TICK-020925,ITI-010464,232000,0,26000,258000,26,0
20926,4011,20251117,1045,12,6,0,BKG-010465,TICK-020926,ITI-010465,106000,0,12000,118000,12,0
20927,4011,20251117,1045,13,6,0,BKG-010465,TICK-020927,ITI-010465,162000,0,18000,180000,18,0
20928,4011,20251117,1045,14,6,0,BKG-010465,TICK-020928,ITI-010465,275000,0,30000,305000,30,0
20929,3015,20250914,1754,19,11,0,BKG-010466,TICK-020929,ITI-010466,94000,0,10000,104000,10,0
20930,3015,20250914,1754,20,11,0,BKG-010466,TICK-020930,ITI-010466,251000,0,28000,279000,28,0
20931,936,20251207,1820,6,33,3,BKG-010467,TICK-020931,ITI-010467,165000,8000,17000,174000,17,0
20932,384,20250817,1703,14,45,0,BKG-010468,TICK-020932,ITI-010468,229000,0,25000,254000,25,0
20933,384,20250817,1703,15,45,0,BKG-010468,TICK-020933,ITI-010468,140000,0,15000,155000,16,0
20934,922,20251129,750,1,33,0,BKG-010469,TICK-020934,ITI-010469,248000,0,27000,275000,28,20
20935,922,20251129,750,2,33,0,BKG-010469,TICK-020935,ITI-010469,71000,0,8000,79000,8,0
20936,3252,20250227,1555,6,33,1,BKG-010470,TICK-020936,ITI-010470,81000,4000,8000,85000,8,0
20937,2906,20250803,1831,17,36,0,BKG-010471,TICK-020937,ITI-010471,68000,0,7000,75000,8,0
20938,320,20250717,1241,14,45,0,BKG-010472,TICK-020938,ITI-010472,286000,0,31000,317000,32,0
20939,320,20250717,1241,15,45,0,BKG-010472,TICK-020939,ITI-010472,112000,0,12000,124000,12,0
20940,516,20251122,2128,5,36,0,BKG-010473,TICK-020940,ITI-010473,407000,0,45000,452000,45,0
20941,289,20250523,1317,18,36,0,BKG-010474,TICK-020941,ITI-010474,235000,0,26000,261000,26,0
20942,289,20250523,1317,19,36,0,BKG-010474,TICK-020942,ITI-010474,90000,0,10000,100000,10,0
20943,642,20250806,1917,15,33,3,BKG-010475,TICK-020943,ITI-010475,140000,7000,15000,148000,15,10
20944,642,20250806,1917,16,33,3,BKG-010475,TICK-020944,ITI-010475,292000,15000,30000,307000,31,0
20945,4580,20250604,1231,6,34,2,BKG-010476,TICK-020945,ITI-010476,98000,10000,10000,98000,10,10
20946,2596,20251128,1800,13,29,0,BKG-010477,TICK-020946,ITI-010477,162000,0,18000,180000,18,0
20947,625,20251127,713,13,36,0,BKG-010478,TICK-020947,ITI-010478,162000,0,18000,180000,18,0
20948,4153,20250602,1156,11,26,1,BKG-010479,TICK-020948,ITI-010479,261000,13000,27000,275000,28,0
20949,4153,20250602,1156,12,26,1,BKG-010479,TICK-020949,ITI-010479,178000,9000,19000,188000,19,0
20950,4087,20250607,856,11,25,1,BKG-010480,TICK-020950,ITI-010480,261000,13000,27000,275000,28,0
20951,4087,20250607,856,12,25,1,BKG-010480,TICK-020951,ITI-010480,106000,5000,11000,112000,11,0
20952,4087,20250607,856,13,25,1,BKG-010480,TICK-020952,ITI-010480,202000,10000,21000,213000,21,0
20953,2475,20250819,1225,11,36,0,BKG-010481,TICK-020953,ITI-010481,294000,0,32000,326000,33,30
20954,2475,20250819,1225,12,36,0,BKG-010481,TICK-020954,ITI-010481,88000,0,10000,98000,10,0
20955,4684,20250827,918,7,36,0,BKG-010482,TICK-020955,ITI-010482,196000,0,22000,218000,22,0
20956,2057,20250601,917,19,24,2,BKG-010483,TICK-020956,ITI-010483,90000,9000,9000,90000,9,0
20957,2057,20250601,917,30,24,2,BKG-010483,TICK-020957,ITI-010483,422000,42000,42000,422000,42,0
20958,2057,20250601,917,25,24,2,BKG-010483,TICK-020958,ITI-010483,257000,26000,25000,256000,26,0
20959,1035,20250702,1230,15,41,1,BKG-010484,TICK-020959,ITI-010484,134000,7000,14000,141000,14,0
20960,1035,20250702,1230,16,41,1,BKG-010484,TICK-020960,ITI-010484,208000,10000,22000,220000,22,0
20961,1035,20250702,1230,17,41,1,BKG-010484,TICK-020961,ITI-010484,65000,3000,7000,69000,7,0
20962,1177,20250604,2106,12,9,0,BKG-010485,TICK-020962,ITI-010485,132000,0,15000,147000,15,0
20963,4918,20250116,1716,22,12,0,BKG-010486,TICK-020963,ITI-010486,250000,0,28000,278000,28,30
20964,4918,20250116,1716,23,12,0,BKG-010486,TICK-020964,ITI-010486,149000,0,16000,165000,16,0
20965,4082,20250325,826,17,25,2,BKG-010487,TICK-020965,ITI-010487,68000,7000,7000,68000,7,0
20966,4082,20250325,826,18,25,2,BKG-010487,TICK-020966,ITI-010487,245000,24000,24000,245000,24,0
20967,4082,20250325,826,19,25,2,BKG-010487,TICK-020967,ITI-010487,75000,8000,7000,74000,7,0
20968,1859,20250715,1531,6,36,0,BKG-010488,TICK-020968,ITI-010488,98000,0,11000,109000,11,10
20969,1859,20250715,1531,7,36,0,BKG-010488,TICK-020969,ITI-010488,294000,0,32000,326000,33,0
20970,1859,20250715,1531,8,36,0,BKG-010488,TICK-020970,ITI-010488,155000,0,17000,172000,17,0
20971,4109,20250616,1955,30,21,0,BKG-010489,TICK-020971,ITI-010489,422000,0,46000,468000,47,0
20972,4109,20250616,1955,25,21,0,BKG-010489,TICK-020972,ITI-010489,257000,0,28000,285000,28,0
20973,1233,20250527,1325,8,33,3,BKG-010490,TICK-020973,ITI-010490,155000,8000,16000,163000,16,0
20974,1233,20250527,1325,9,33,3,BKG-010490,TICK-020974,ITI-010490,199000,10000,21000,210000,21,0
20975,4390,20250528,1849,19,36,0,BKG-010491,TICK-020975,ITI-010491,90000,0,10000,100000,10,0
20976,4390,20250528,1849,20,36,0,BKG-010491,TICK-020976,ITI-010491,223000,0,25000,248000,25,0
20977,4694,20251117,1359,18,40,0,BKG-010492,TICK-020977,ITI-010492,235000,0,26000,261000,26,0
20978,4694,20251117,1359,19,40,0,BKG-010492,TICK-020978,ITI-010492,112000,0,12000,124000,12,0
20979,2046,20250429,1647,6,36,0,BKG-010493,TICK-020979,ITI-010493,81000,0,9000,90000,9,0
20980,2046,20250429,1647,7,36,0,BKG-010493,TICK-020980,ITI-010493,196000,0,22000,218000,22,0
20981,2046,20250429,1647,8,36,0,BKG-010493,TICK-020981,ITI-010493,129000,0,14000,143000,14,0
20982,384,20250426,1439,22,48,0,BKG-010494,TICK-020982,ITI-010494,148000,0,16000,164000,16,0
20983,1510,20250711,807,7,34,0,BKG-010495,TICK-020983,ITI-010495,294000,0,32000,326000,33,0
20984,1510,20250711,807,8,34,0,BKG-010495,TICK-020984,ITI-010495,155000,0,17000,172000,17,0
20985,1510,20250711,807,9,34,0,BKG-010495,TICK-020985,ITI-010495,248000,0,27000,275000,28,0
20986,4023,20251130,841,5,4,0,BKG-010496,TICK-020986,ITI-010496,326000,0,36000,362000,36,0
20987,3028,20251211,1242,9,33,0,BKG-010497,TICK-020987,ITI-010497,199000,0,22000,221000,22,0
20988,3197,20250705,1208,22,4,1,BKG-010498,TICK-020988,ITI-010498,178000,9000,19000,188000,19,0
20989,3048,20251123,1147,6,34,2,BKG-010499,TICK-020989,ITI-010499,122000,12000,12000,122000,12,0
20990,3048,20251123,1147,7,34,2,BKG-010499,TICK-020990,ITI-010499,294000,29000,29000,294000,29,0
20991,2854,20250906,1453,14,34,0,BKG-010500,TICK-020991,ITI-010500,229000,0,25000,254000,25,0
20992,3440,20250725,1923,22,44,0,BKG-010501,TICK-020992,ITI-010501,148000,0,16000,164000,16,0
20993,3440,20250725,1923,23,44,0,BKG-010501,TICK-020993,ITI-010501,149000,0,16000,165000,16,0
20994,4038,20251201,1850,29,13,0,BKG-010502,TICK-020994,ITI-010502,267000,0,29000,296000,30,0
20995,4038,20251201,1850,30,13,0,BKG-010502,TICK-020995,ITI-010502,337000,0,37000,374000,37,0
20996,4190,20250427,706,2,11,0,BKG-010503,TICK-020996,ITI-010503,59000,0,6000,65000,6,0
20997,3208,20250326,2136,19,10,0,BKG-010504,TICK-020997,ITI-010504,75000,0,8000,83000,8,0
20998,3208,20250326,2136,20,10,0,BKG-010504,TICK-020998,ITI-010504,149000,0,16000,165000,16,0
20999,3208,20250326,2136,21,10,0,BKG-010504,TICK-020999,ITI-010504,195000,0,21000,216000,22,0
21000,437,20251130,811,11,12,1,BKG-010505,TICK-021000,ITI-010505,261000,13000,27000,275000,28,0
21001,437,20251130,811,12,12,1,BKG-010505,TICK-021001,ITI-010505,106000,5000,11000,112000,11,0
21002,3422,20251109,945,18,29,0,BKG-010506,TICK-021002,ITI-010506,235000,0,26000,261000,26,20
21003,3422,20251109,945,19,29,0,BKG-010506,TICK-021003,ITI-010506,112000,0,12000,124000,12,0
21004,3109,20250616,2055,20,48,3,BKG-010507,TICK-021004,ITI-010507,178000,9000,19000,188000,19,0
21005,822,20250924,1056,22,24,0,BKG-010508,TICK-021005,ITI-010508,185000,0,20000,205000,20,0
21006,822,20250924,1056,23,24,0,BKG-010508,TICK-021006,ITI-010508,186000,0,20000,206000,21,0
21007,4417,20250704,1810,2,33,0,BKG-010509,TICK-021007,ITI-010509,120000,0,13000,133000,13,0
21008,4417,20250704,1810,3,33,0,BKG-010509,TICK-021008,ITI-010509,83000,0,9000,92000,9,0
21009,1740,20250606,953,7,44,0,BKG-010510,TICK-021009,ITI-010510,294000,0,32000,326000,33,0
21010,1740,20250606,953,8,44,0,BKG-010510,TICK-021010,ITI-010510,262000,0,29000,291000,29,0
21011,1305,20250703,1216,25,33,0,BKG-010511,TICK-021011,ITI-010511,257000,0,28000,285000,28,0
21012,2935,20250516,1124,18,1,0,BKG-010512,TICK-021012,ITI-010512,235000,0,26000,261000,26,0
21013,746,20251011,1836,12,9,1,BKG-010513,TICK-021013,ITI-010513,110000,6000,11000,115000,12,0
21014,746,20251011,1836,13,9,1,BKG-010513,TICK-021014,ITI-010513,168000,8000,18000,178000,18,0
21015,3626,20250225,1206,30,32,0,BKG-010514,TICK-021015,ITI-010514,281000,0,31000,312000,31,0
21016,3626,20250225,1206,25,32,0,BKG-010514,TICK-021016,ITI-010514,267000,0,29000,296000,30,0
21017,3983,20250530,1224,17,40,1,BKG-010515,TICK-021017,ITI-010515,65000,3000,7000,69000,7,0
21018,3983,20250530,1224,18,40,1,BKG-010515,TICK-021018,ITI-010515,294000,15000,31000,310000,31,0
21019,2646,20250102,1656,23,23,0,BKG-010516,TICK-021019,ITI-010516,149000,0,16000,165000,16,0
21020,2646,20250102,1656,24,23,0,BKG-010516,TICK-021020,ITI-010516,392000,0,43000,435000,44,0
21021,2646,20250102,1656,25,23,0,BKG-010516,TICK-021021,ITI-010516,214000,0,24000,238000,24,0
21022,810,20251029,1106,6,28,0,BKG-010517,TICK-021022,ITI-010517,102000,0,11000,113000,11,0
21023,810,20251029,1106,7,28,0,BKG-010517,TICK-021023,ITI-010517,245000,0,27000,272000,27,0
21024,4582,20251213,1435,13,29,0,BKG-010518,TICK-021024,ITI-010518,162000,0,18000,180000,18,0
21025,4582,20251213,1435,14,29,0,BKG-010518,TICK-021025,ITI-010518,275000,0,30000,305000,30,0
21026,2617,20250909,1931,14,28,0,BKG-010519,TICK-021026,ITI-010519,229000,0,25000,254000,25,0
21027,2617,20250909,1931,29,28,0,BKG-010519,TICK-021027,ITI-010519,223000,0,25000,248000,25,0
21028,2617,20250909,1931,20,28,0,BKG-010519,TICK-021028,ITI-010519,149000,0,16000,165000,16,0
21029,2848,20250502,1450,9,9,0,BKG-010520,TICK-021029,ITI-010520,279000,0,31000,310000,31,0
