loyalty_transaction_sk,passenger_sk,transaction_date_sk,transaction_time_sk,loyalty_transaction_type_sk,loyalty_transaction_id,reference_id,points_transacted,points_balance_after
12516,3040,20251110,900,1,LTX-0012516,BKG-006443,22,116
12517,187,20250524,900,1,LTX-0012517,BKG-012374,27,27
12518,187,20250716,900,1,LTX-0012518,BKG-011425,37,64
12519,187,20251102,900,1,LTX-0012519,BKG-006449,39,103
12520,1321,20251027,900,1,LTX-0012520,BKG-007475,44,44
12521,1321,20251203,900,1,LTX-0012521,BKG-006455,48,92
12522,4045,20250127,900,1,LTX-0012522,BKG-010959,63,63
12523,4045,20251204,900,1,LTX-0012523,BKG-006468,59,122
12524,3711,20250607,900,1,LTX-0012524,BKG-010706,20,20
12525,3711,20251006,900,1,LTX-0012525,BKG-006480,31,51
12526,679,20251203,900,1,LTX-0012526,BKG-006485,10,10
12527,572,20241218,900,1,LTX-0012527,BKG-011280,77,77
12528,572,20250610,900,1,LTX-0012528,BKG-008867,22,99
12529,572,20250808,900,1,LTX-0012529,BKG-006501,31,130
12530,1934,20250414,900,1,LTX-0012530,BKG-006508,34,34
12531,1934,20250414,1800,2,LTX-0012531,BKG-006508,-30,4
12532,1934,20250428,900,1,LTX-0012532,BKG-008993,42,46
12533,1934,20250815,900,1,LTX-0012533,BKG-011574,53,99
12534,1511,20250408,900,1,LTX-0012534,BKG-006511,45,45
12535,1511,20250603,900,1,LTX-0012535,BKG-007318,54,99
12536,1511,20251201,900,1,LTX-0012536,BKG-012049,27,126
12537,773,20250609,900,1,LTX-0012537,BKG-011222,42,42
12538,773,20250712,900,1,LTX-0012538,BKG-006518,68,110
12539,773,20250712,1800,2,LTX-0012539,BKG-006518,-30,80
12540,773,20251210,900,1,LTX-0012540,BKG-011091,12,92
12541,3827,20250912,900,1,LTX-0012541,BKG-006523,37,37
12542,3827,20250912,1800,2,LTX-0012542,BKG-006523,-20,17
12543,3827,20251203,900,1,LTX-0012543,BKG-007529,55,72
12544,1288,20250330,900,1,LTX-0012544,BKG-006526,18,18
12545,1288,20251006,900,1,LTX-0012545,BKG-008669,28,46
12546,3174,20250312,900,1,LTX-0012546,BKG-006589,69,69
12547,3175,20250721,900,1,LTX-0012547,BKG-006528,14,83
12548,3175,20250909,900,1,LTX-0012548,BKG-008342,48,131
12549,3175,20251018,900,1,LTX-0012549,BKG-009775,25,156
12550,3459,20241221,900,1,LTX-0012550,BKG-011229,19,19
12551,3459,20251018,900,1,LTX-0012551,BKG-006534,44,63
12552,130,20251107,900,1,LTX-0012552,BKG-008462,73,73
12553,130,20251107,1800,2,LTX-0012553,BKG-008462,-30,43
12554,130,20251216,900,1,LTX-0012554,BKG-006535,52,95
12555,4931,20250303,900,1,LTX-0012555,BKG-012127,29,29
12556,4931,20251102,900,1,LTX-0012556,BKG-006536,73,102
12557,4931,20251102,1800,2,LTX-0012557,BKG-006536,-30,72
12558,2598,20250105,900,1,LTX-0012558,BKG-006545,27,27
12559,2598,20250408,900,1,LTX-0012559,BKG-008539,36,63
12560,2598,20250616,900,1,LTX-0012560,BKG-012085,40,103
12561,2905,20250717,900,1,LTX-0012561,BKG-006551,62,62
12562,2905,20251104,900,1,LTX-0012562,BKG-011429,38,100
12563,1150,20250324,900,1,LTX-0012563,BKG-008981,31,31
12564,1150,20250324,1800,2,LTX-0012564,BKG-008981,-20,11
12565,1150,20250606,900,1,LTX-0012565,BKG-006553,58,69
12566,965,20250113,900,1,LTX-0012566,BKG-006555,77,77
12567,966,20250623,900,1,LTX-0012567,BKG-009131,11,88
12568,966,20250701,900,1,LTX-0012568,BKG-009810,22,110
12569,966,20250911,900,1,LTX-0012569,BKG-008593,18,128
12570,2099,20250709,900,1,LTX-0012570,BKG-012039,32,32
12571,2100,20251005,900,1,LTX-0012571,BKG-006558,31,63
12572,4048,20250109,900,1,LTX-0012572,BKG-008201,33,33
12573,4049,20250517,900,1,LTX-0012573,BKG-009038,29,62
12574,4049,20250709,900,1,LTX-0012574,BKG-006569,85,147
12575,4049,20250803,900,1,LTX-0012575,BKG-007840,64,211
12576,4049,20251202,900,1,LTX-0012576,BKG-006726,77,288
12577,4049,20251202,1800,2,LTX-0012577,BKG-006726,-30,258
12578,3041,20251126,900,1,LTX-0012578,BKG-006571,37,37
12579,1335,20250125,900,1,LTX-0012579,BKG-006572,62,62
12580,1335,20250604,900,1,LTX-0012580,BKG-007800,20,82
12581,1335,20251207,900,1,LTX-0012581,BKG-011858,12,94
12582,2966,20250211,900,1,LTX-0012582,BKG-012316,19,19
12583,2966,20250507,900,1,LTX-0012583,BKG-006575,54,73
12584,2966,20250507,1800,2,LTX-0012584,BKG-006575,-20,53
12585,2966,20250714,900,1,LTX-0012585,BKG-010917,86,139
12586,135,20250522,900,1,LTX-0012586,BKG-006580,25,25
12587,135,20250714,900,1,LTX-0012587,BKG-006961,60,85
12588,2117,20250530,900,1,LTX-0012588,BKG-006592,12,12
12589,2117,20250729,900,1,LTX-0012589,BKG-010207,14,26
12590,2117,20251205,900,1,LTX-0012590,BKG-008800,17,43
12591,131,20251204,900,1,LTX-0012591,BKG-006594,69,69
12592,4081,20250321,900,1,LTX-0012592,BKG-009801,38,38
12593,4081,20250601,900,1,LTX-0012593,BKG-006595,89,127
12594,4081,20250605,900,1,LTX-0012594,BKG-012031,85,212
12595,4081,20250605,1800,2,LTX-0012595,BKG-012031,-20,192
12596,4911,20250125,900,1,LTX-0012596,BKG-010059,53,53
12597,4911,20250125,1800,2,LTX-0012597,BKG-010059,-30,23
12598,4911,20250327,900,1,LTX-0012598,BKG-006597,47,70
12599,4911,20250327,1800,2,LTX-0012599,BKG-006597,-10,60
12600,2545,20250425,900,1,LTX-0012600,BKG-006603,37,37
12601,2545,20250502,900,1,LTX-0012601,BKG-011959,30,67
12602,2545,20251205,900,1,LTX-0012602,BKG-010135,7,74
12603,1902,20241210,900,1,LTX-0012603,BKG-006618,60,60
12604,1902,20250630,900,1,LTX-0012604,BKG-011509,26,86
12605,1902,20250718,900,1,LTX-0012605,BKG-011792,36,122
12606,2008,20250517,900,1,LTX-0012606,BKG-008243,53,53
12607,2008,20250602,900,1,LTX-0012607,BKG-006619,63,116
12608,2009,20251023,900,1,LTX-0012608,BKG-006983,51,167
12609,1564,20250628,900,1,LTX-0012609,BKG-011925,9,9
12610,1564,20251202,900,1,LTX-0012610,BKG-006630,55,64
12611,158,20250211,900,1,LTX-0012611,BKG-007119,52,52
12612,158,20251016,900,1,LTX-0012612,BKG-006634,21,73
12613,158,20251125,900,1,LTX-0012613,BKG-009149,17,90
12614,158,20251125,1800,2,LTX-0012614,BKG-009149,-20,70
12615,4499,20250109,900,1,LTX-0012615,BKG-006635,24,24
12616,4500,20250606,900,1,LTX-0012616,BKG-008203,32,56
12617,3752,20250704,900,1,LTX-0012617,BKG-010691,71,71
12618,3752,20251205,900,1,LTX-0012618,BKG-006636,48,119
12619,742,20250313,900,1,LTX-0012619,BKG-006639,66,66
12620,742,20250823,900,1,LTX-0012620,BKG-012432,36,102
12621,742,20251127,900,1,LTX-0012621,BKG-009494,20,122
12622,4050,20250209,900,1,LTX-0012622,BKG-010600,21,21
12623,4050,20250707,900,1,LTX-0012623,BKG-006641,31,52
12624,4050,20250802,900,1,LTX-0012624,BKG-010371,44,96
12625,4050,20251109,900,1,LTX-0012625,BKG-010778,56,152
12626,3460,20250425,900,1,LTX-0012626,BKG-006648,9,9
12627,3460,20250527,900,1,LTX-0012627,BKG-011411,32,41
12628,4910,20250618,900,1,LTX-0012628,BKG-009537,39,39
12629,4910,20251117,900,1,LTX-0012629,BKG-006651,39,78
12630,4590,20250406,900,1,LTX-0012630,BKG-006656,31,31
12631,4590,20250620,900,1,LTX-0012631,BKG-008418,46,77
12632,4591,20251205,900,1,LTX-0012632,BKG-010360,26,103
12633,4591,20251205,1800,2,LTX-0012633,BKG-010360,-10,93
12634,869,20250605,900,1,LTX-0012634,BKG-006660,10,10
12635,1859,20250715,900,1,LTX-0012635,BKG-010488,61,61
12636,1859,20250715,1800,2,LTX-0012636,BKG-010488,-10,51
12637,1859,20250725,900,1,LTX-0012637,BKG-006662,68,119
12638,2706,20250325,900,1,LTX-0012638,BKG-007155,38,38
12639,2706,20250625,900,1,LTX-0012639,BKG-006667,67,105
12640,2575,20250616,900,1,LTX-0012640,BKG-006674,54,54
12641,2575,20250616,1800,2,LTX-0012641,BKG-006674,-20,34
12642,2576,20251129,900,1,LTX-0012642,BKG-012304,65,99
12643,1723,20250827,900,1,LTX-0012643,BKG-011173,70,70
12644,1723,20251126,900,1,LTX-0012644,BKG-006678,33,103
12645,4792,20251024,900,1,LTX-0012645,BKG-006680,63,63
12646,232,20250530,900,1,LTX-0012646,BKG-007559,49,49
12647,232,20250530,1800,2,LTX-0012647,BKG-007559,-30,19
12648,232,20250615,900,1,LTX-0012648,BKG-006681,70,89
12649,232,20251112,900,1,LTX-0012649,BKG-011313,37,126
12650,1590,20250623,900,1,LTX-0012650,BKG-009796,58,58
12651,1590,20250623,1800,2,LTX-0012651,BKG-009796,-30,28
12652,1590,20250908,900,1,LTX-0012652,BKG-006698,45,73
12653,1595,20250222,900,1,LTX-0012653,BKG-006704,89,89
12654,4073,20250729,900,1,LTX-0012654,BKG-007253,50,50
12655,4073,20251212,900,1,LTX-0012655,BKG-006705,75,125
12656,2638,20250406,900,1,LTX-0012656,BKG-011844,36,36
12657,2638,20250414,900,1,LTX-0012657,BKG-009798,10,46
12658,2638,20250617,900,1,LTX-0012658,BKG-006706,11,57
12659,2638,20251023,900,1,LTX-0012659,BKG-007404,45,102
12660,1648,20250612,900,1,LTX-0012660,BKG-006709,22,22
12661,2254,20251124,900,1,LTX-0012661,BKG-006713,26,26
12662,2254,20251124,1800,2,LTX-0012662,BKG-006713,-20,6
12663,1928,20251026,900,1,LTX-0012663,BKG-006714,36,36
12664,3951,20250617,900,1,LTX-0012664,BKG-009592,30,30
12665,3951,20251006,900,1,LTX-0012665,BKG-006716,26,56
12666,2490,20250703,900,1,LTX-0012666,BKG-009263,45,45
12667,2490,20251102,900,1,LTX-0012667,BKG-011391,65,110
12668,2490,20251114,900,1,LTX-0012668,BKG-006727,30,140
12669,2490,20251216,900,1,LTX-0012669,BKG-012267,39,179
12670,936,20250223,900,1,LTX-0012670,BKG-007387,59,59
12671,936,20250519,900,1,LTX-0012671,BKG-006729,33,92
12672,936,20251207,900,1,LTX-0012672,BKG-010467,17,109
12673,4076,20250228,900,1,LTX-0012673,BKG-009333,78,78
12674,4076,20250707,900,1,LTX-0012674,BKG-006993,32,110
12675,4076,20251109,900,1,LTX-0012675,BKG-006734,28,138
12676,611,20250918,900,1,LTX-0012676,BKG-007764,59,59
12677,611,20251027,900,1,LTX-0012677,BKG-009378,33,92
12678,611,20251206,900,1,LTX-0012678,BKG-006738,67,159
12679,4889,20250528,900,1,LTX-0012679,BKG-009630,52,52
12680,4889,20250719,900,1,LTX-0012680,BKG-011164,59,111
12681,4889,20250826,900,1,LTX-0012681,BKG-006742,24,135
12682,4889,20251216,900,1,LTX-0012682,BKG-010650,30,165
12683,3875,20250113,900,1,LTX-0012683,BKG-009909,35,35
12684,3875,20250608,900,1,LTX-0012684,BKG-006752,58,93
12685,225,20250925,900,1,LTX-0012685,BKG-011153,29,29
12686,225,20251129,900,1,LTX-0012686,BKG-006755,46,75
12687,225,20251129,1800,2,LTX-0012687,BKG-006755,-20,55
12688,2681,20250520,900,1,LTX-0012688,BKG-009264,8,8
12689,2681,20250621,900,1,LTX-0012689,BKG-006763,41,49
12690,2681,20250621,1800,2,LTX-0012690,BKG-006763,-20,29
12691,2102,20250610,900,1,LTX-0012691,BKG-007753,30,30
12692,2102,20250918,900,1,LTX-0012692,BKG-011705,18,48
12693,2103,20251112,900,1,LTX-0012693,BKG-006783,71,119
12694,4313,20250116,900,1,LTX-0012694,BKG-011656,42,42
12695,4313,20250502,900,1,LTX-0012695,BKG-008549,30,72
12696,4313,20250518,900,1,LTX-0012696,BKG-006787,7,79
12697,623,20250612,900,1,LTX-0012697,BKG-011508,54,54
12698,623,20251123,900,1,LTX-0012698,BKG-006790,60,114
12699,23,20250225,900,1,LTX-0012699,BKG-012057,42,42
12700,23,20250225,1800,2,LTX-0012700,BKG-012057,-20,22
12701,23,20250523,900,1,LTX-0012701,BKG-006798,53,75
12702,23,20250523,1800,2,LTX-0012702,BKG-006798,-30,45
12703,23,20251210,900,1,LTX-0012703,BKG-009283,54,99
12704,2986,20250610,900,1,LTX-0012704,BKG-006805,29,29
12705,2986,20250704,900,1,LTX-0012705,BKG-009017,57,86
12706,4221,20250329,900,1,LTX-0012706,BKG-009247,45,45
12707,4221,20250919,900,1,LTX-0012707,BKG-006809,58,103
12708,3953,20250206,900,1,LTX-0012708,BKG-006811,56,56
12709,3953,20250717,900,1,LTX-0012709,BKG-009709,46,102
12710,1483,20250515,900,1,LTX-0012710,BKG-006814,26,26
12711,1483,20251109,900,1,LTX-0012711,BKG-008688,52,78
12712,1483,20251129,900,1,LTX-0012712,BKG-012256,67,145
12713,1483,20251219,900,1,LTX-0012713,BKG-008888,81,226
12714,1979,20250218,900,1,LTX-0012714,BKG-010182,23,23
12715,1979,20250310,900,1,LTX-0012715,BKG-007575,25,48
12716,1979,20250526,900,1,LTX-0012716,BKG-009106,27,75
12717,1979,20250809,900,1,LTX-0012717,BKG-006818,30,105
12718,2161,20250830,900,1,LTX-0012718,BKG-006820,9,9
12719,2161,20251106,900,1,LTX-0012719,BKG-010736,65,74
12720,4204,20250511,900,1,LTX-0012720,BKG-010991,34,34
12721,4204,20250528,900,1,LTX-0012721,BKG-012030,28,62
12722,4204,20250621,900,1,LTX-0012722,BKG-006835,36,98
12723,4827,20250319,900,1,LTX-0012723,BKG-010363,36,36
12724,4827,20250523,900,1,LTX-0012724,BKG-006840,51,87
12725,4827,20250704,900,1,LTX-0012725,BKG-011332,59,146
12726,4827,20250704,1800,2,LTX-0012726,BKG-011332,-20,126
12727,4827,20250804,900,1,LTX-0012727,BKG-009629,53,179
12728,4678,20250212,900,1,LTX-0012728,BKG-012367,47,47
12729,4678,20251020,900,1,LTX-0012729,BKG-006842,50,97
12730,4678,20251124,900,1,LTX-0012730,BKG-008173,29,126
12731,4391,20250128,900,1,LTX-0012731,BKG-009172,39,39
12732,4391,20250425,900,1,LTX-0012732,BKG-006846,57,96
12733,1382,20250523,900,1,LTX-0012733,BKG-006882,23,23
12734,1839,20250223,900,1,LTX-0012734,BKG-009084,46,46
12735,1839,20250603,900,1,LTX-0012735,BKG-009754,9,55
12736,1839,20250716,900,1,LTX-0012736,BKG-006891,57,112
12737,2928,20250217,900,1,LTX-0012737,BKG-007777,36,36
12738,2928,20250531,900,1,LTX-0012738,BKG-007829,77,113
12739,2928,20250531,1800,2,LTX-0012739,BKG-007829,-10,103
12740,2928,20250604,900,1,LTX-0012740,BKG-008004,67,170
12741,2928,20250927,900,1,LTX-0012741,BKG-010947,36,206
12742,2928,20251011,900,1,LTX-0012742,BKG-006900,84,290
12743,783,20250501,900,1,LTX-0012743,BKG-010100,45,45
12744,783,20251203,900,1,LTX-0012744,BKG-006905,80,125
12745,3687,20251125,900,1,LTX-0012745,BKG-006919,46,46
12746,3361,20250514,900,1,LTX-0012746,BKG-006922,77,77
12747,3362,20250720,900,1,LTX-0012747,BKG-008626,68,145
12748,3362,20250916,900,1,LTX-0012748,BKG-011423,71,216
12749,3362,20251209,900,1,LTX-0012749,BKG-010631,71,287
12750,372,20250301,900,1,LTX-0012750,BKG-006929,54,54
12751,372,20250929,900,1,LTX-0012751,BKG-010354,105,159
12752,4702,20250904,900,1,LTX-0012752,BKG-006932,46,46
12753,3481,20251110,900,1,LTX-0012753,BKG-006933,61,61
12754,3103,20250225,900,1,LTX-0012754,BKG-006944,37,37
12755,3103,20250225,1800,2,LTX-0012755,BKG-006944,-10,27
12756,4230,20241222,900,1,LTX-0012756,BKG-010652,28,28
12757,4230,20250621,900,1,LTX-0012757,BKG-006948,33,61
12758,4230,20251117,900,1,LTX-0012758,BKG-007142,25,86
12759,3087,20250720,900,1,LTX-0012759,BKG-006958,16,16
12760,3087,20251101,900,1,LTX-0012760,BKG-010295,26,42
12761,3087,20251202,900,1,LTX-0012761,BKG-008899,41,83
12762,4509,20241229,900,1,LTX-0012762,BKG-006964,15,15
12763,4509,20250203,900,1,LTX-0012763,BKG-008502,38,53
12764,4509,20250615,900,1,LTX-0012764,BKG-007758,17,70
12765,4509,20250920,900,1,LTX-0012765,BKG-010124,50,120
12766,4509,20251123,900,1,LTX-0012766,BKG-007831,62,182
12767,3534,20251004,900,1,LTX-0012767,BKG-007585,63,63
12768,3534,20251011,900,1,LTX-0012768,BKG-006965,20,83
12769,3534,20251126,900,1,LTX-0012769,BKG-008618,37,120
12770,3534,20251215,900,1,LTX-0012770,BKG-012225,63,183
12771,169,20250509,900,1,LTX-0012771,BKG-006974,70,70
12772,169,20250617,900,1,LTX-0012772,BKG-010820,18,88
12773,3541,20250514,900,1,LTX-0012773,BKG-009034,42,42
12774,3541,20250607,900,1,LTX-0012774,BKG-010174,62,104
12775,3541,20250827,900,1,LTX-0012775,BKG-012163,57,161
12776,3541,20251027,900,1,LTX-0012776,BKG-006984,42,203
12777,3541,20251110,900,1,LTX-0012777,BKG-008636,26,229
12778,3541,20251116,900,1,LTX-0012778,BKG-008140,22,251
12779,4735,20250316,900,1,LTX-0012779,BKG-008003,76,76
12780,4735,20250706,900,1,LTX-0012780,BKG-006987,22,98
12781,4735,20250720,900,1,LTX-0012781,BKG-012271,56,154
12782,2209,20250304,900,1,LTX-0012782,BKG-006998,23,23
12783,3507,20250526,900,1,LTX-0012783,BKG-007000,18,18
12784,3507,20250526,1800,2,LTX-0012784,BKG-007000,-10,8
12785,3507,20250608,900,1,LTX-0012785,BKG-008020,28,36
12786,3507,20250810,900,1,LTX-0012786,BKG-011950,42,78
12787,1433,20250601,900,1,LTX-0012787,BKG-008474,78,78
12788,1433,20251031,900,1,LTX-0012788,BKG-007001,36,114
12789,3305,20250512,900,1,LTX-0012789,BKG-007006,31,31
12790,3306,20250623,900,1,LTX-0012790,BKG-008012,9,40
12791,3306,20250806,900,1,LTX-0012791,BKG-009574,82,122
12792,3306,20251115,900,1,LTX-0012792,BKG-007793,50,172
12793,4704,20250226,900,1,LTX-0012793,BKG-009484,31,31
12794,4704,20250516,900,1,LTX-0012794,BKG-012227,96,127
12795,4704,20250701,900,1,LTX-0012795,BKG-007883,83,210
12796,4704,20251124,900,1,LTX-0012796,BKG-007009,12,222
12797,4704,20251124,1800,2,LTX-0012797,BKG-007009,-20,202
12798,1119,20250511,900,1,LTX-0012798,BKG-007012,72,72
12799,1119,20250511,900,1,LTX-0012799,BKG-011903,62,134
12800,377,20250212,900,1,LTX-0012800,BKG-011130,60,60
12801,377,20251202,900,1,LTX-0012801,BKG-007016,72,132
12802,377,20251205,900,1,LTX-0012802,BKG-007948,32,164
12803,2224,20250109,900,1,LTX-0012803,BKG-007042,34,34
12804,2224,20250818,900,1,LTX-0012804,BKG-007019,36,70
12805,2224,20250818,1800,2,LTX-0012805,BKG-007019,-30,40
12806,2224,20250914,900,1,LTX-0012806,BKG-010192,14,54
12807,1271,20241226,900,1,LTX-0012807,BKG-009896,20,20
12808,1272,20250627,900,1,LTX-0012808,BKG-007651,67,87
12809,1272,20250830,900,1,LTX-0012809,BKG-008428,28,115
12810,1272,20250830,1800,2,LTX-0012810,BKG-008428,-30,85
12811,1272,20251124,900,1,LTX-0012811,BKG-007023,29,114
12812,1272,20251125,900,1,LTX-0012812,BKG-008365,76,190
12813,1280,20250421,900,1,LTX-0012813,BKG-010874,23,23
12814,1280,20250505,900,1,LTX-0012814,BKG-007027,55,78
12815,1280,20250530,900,1,LTX-0012815,BKG-010791,71,149
12816,1281,20251115,900,1,LTX-0012816,BKG-007693,65,214
12817,1281,20251128,900,1,LTX-0012817,BKG-009615,48,262
12818,441,20250404,900,1,LTX-0012818,BKG-007031,15,15
12819,441,20251129,900,1,LTX-0012819,BKG-008290,22,37
12820,441,20251203,900,1,LTX-0012820,BKG-011909,73,110
12821,1389,20250527,900,1,LTX-0012821,BKG-008995,83,83
12822,1389,20250527,1800,2,LTX-0012822,BKG-008995,-10,73
12823,1389,20250608,900,1,LTX-0012823,BKG-007033,58,131
12824,1389,20250923,900,1,LTX-0012824,BKG-011136,23,154
12825,1389,20250923,1800,2,LTX-0012825,BKG-011136,-10,144
12826,1389,20251012,900,1,LTX-0012826,BKG-007854,10,154
12827,1389,20251125,900,1,LTX-0012827,BKG-010039,72,226
12828,1135,20250603,900,1,LTX-0012828,BKG-009931,47,47
12829,1135,20250610,900,1,LTX-0012829,BKG-010846,30,77
12830,1135,20250622,900,1,LTX-0012830,BKG-007035,42,119
12831,1136,20251123,900,1,LTX-0012831,BKG-011559,53,172
12832,1136,20251123,1800,2,LTX-0012832,BKG-011559,-30,142
12833,4329,20250428,900,1,LTX-0012833,BKG-007036,25,25
12834,4329,20250720,900,1,LTX-0012834,BKG-008212,47,72
12835,1677,20241210,900,1,LTX-0012835,BKG-012110,50,50
12836,1677,20250501,900,1,LTX-0012836,BKG-007037,43,93
12837,1677,20250516,900,1,LTX-0012837,BKG-010210,44,137
12838,3202,20250626,900,1,LTX-0012838,BKG-007043,25,25
12839,3202,20250626,1800,2,LTX-0012839,BKG-007043,-20,5
12840,2123,20250604,900,1,LTX-0012840,BKG-007050,58,58
12841,2123,20250728,900,1,LTX-0012841,BKG-012015,30,88
12842,2123,20250803,900,1,LTX-0012842,BKG-010557,41,129
12843,4144,20250522,900,1,LTX-0012843,BKG-007056,26,26
12844,4144,20250625,900,1,LTX-0012844,BKG-012069,32,58
12845,4144,20251125,900,1,LTX-0012845,BKG-010373,60,118
12846,2106,20251109,900,1,LTX-0012846,BKG-007070,48,48
12847,4895,20250429,900,1,LTX-0012847,BKG-007080,96,96
12848,4895,20250618,900,1,LTX-0012848,BKG-008632,18,114
12849,4896,20251016,900,1,LTX-0012849,BKG-009755,42,156
12850,729,20250613,900,1,LTX-0012850,BKG-007084,56,56
12851,3342,20250204,900,1,LTX-0012851,BKG-007086,8,8
12852,3342,20250315,900,1,LTX-0012852,BKG-007518,44,52
12853,3343,20250514,900,1,LTX-0012853,BKG-012179,32,84
12854,3343,20250720,900,1,LTX-0012854,BKG-009835,51,135
12855,1425,20250901,900,1,LTX-0012855,BKG-007091,11,11
12856,1425,20251022,900,1,LTX-0012856,BKG-007525,37,48
12857,4212,20250209,900,1,LTX-0012857,BKG-008744,34,34
12858,4212,20250220,900,1,LTX-0012858,BKG-007340,28,62
12859,4212,20250318,900,1,LTX-0012859,BKG-007093,65,127
12860,420,20250323,900,1,LTX-0012860,BKG-008627,34,34
12861,420,20250529,900,1,LTX-0012861,BKG-008460,90,124
12862,420,20250529,1800,2,LTX-0012862,BKG-008460,-20,104
12863,420,20251125,900,1,LTX-0012863,BKG-007101,71,175
12864,3746,20250823,900,1,LTX-0012864,BKG-007109,15,15
12865,487,20250613,900,1,LTX-0012865,BKG-007111,32,32
12866,631,20250121,900,1,LTX-0012866,BKG-007124,21,21
12867,631,20250530,900,1,LTX-0012867,BKG-010692,83,104
12868,631,20250530,1800,2,LTX-0012868,BKG-010692,-10,94
12869,631,20250622,900,1,LTX-0012869,BKG-011479,70,164
12870,631,20250622,1800,2,LTX-0012870,BKG-011479,-20,144
12871,631,20250703,900,1,LTX-0012871,BKG-009099,51,195
12872,832,20251206,900,1,LTX-0012872,BKG-007126,64,64
12873,832,20251206,1800,2,LTX-0012873,BKG-007126,-20,44
12874,1313,20250702,900,1,LTX-0012874,BKG-007128,37,37
12875,2038,20250611,900,1,LTX-0012875,BKG-011338,36,36
12876,2038,20250712,900,1,LTX-0012876,BKG-007132,31,67
12877,3929,20250703,900,1,LTX-0012877,BKG-007134,22,22
12878,4893,20241219,900,1,LTX-0012878,BKG-007140,69,69
12879,4894,20250626,900,1,LTX-0012879,BKG-010414,35,104
12880,3336,20250601,900,1,LTX-0012880,BKG-007141,61,61
12881,3336,20250625,900,1,LTX-0012881,BKG-009305,18,79
12882,3336,20250806,900,1,LTX-0012882,BKG-011874,44,123
12883,1516,20250607,900,1,LTX-0012883,BKG-007145,70,70
12884,1516,20250711,900,1,LTX-0012884,BKG-010201,16,86
12885,1516,20251108,900,1,LTX-0012885,BKG-012433,63,149
12886,1516,20251129,900,1,LTX-0012886,BKG-012202,33,182
12887,852,20250620,900,1,LTX-0012887,BKG-007153,36,36
12888,3106,20250628,900,1,LTX-0012888,BKG-007158,61,61
12889,3861,20250102,900,1,LTX-0012889,BKG-007516,64,64
12890,3862,20250501,900,1,LTX-0012890,BKG-007159,45,109
12891,2193,20250417,900,1,LTX-0012891,BKG-007463,37,37
12892,2193,20250604,900,1,LTX-0012892,BKG-007355,36,73
12893,2193,20250606,900,1,LTX-0012893,BKG-007162,76,149
12894,2193,20250704,900,1,LTX-0012894,BKG-010092,57,206
12895,2194,20250919,900,1,LTX-0012895,BKG-011731,77,283
12896,3837,20250214,900,1,LTX-0012896,BKG-007163,47,47
12897,4526,20250207,900,1,LTX-0012897,BKG-009602,15,15
12898,4526,20250226,900,1,LTX-0012898,BKG-007167,72,87
12899,4526,20250425,900,1,LTX-0012899,BKG-007869,43,130
12900,3566,20250521,900,1,LTX-0012900,BKG-007168,24,24
12901,3566,20250814,900,1,LTX-0012901,BKG-009414,29,53
12902,3566,20251007,900,1,LTX-0012902,BKG-012019,39,92
12903,3566,20251007,1800,2,LTX-0012903,BKG-012019,-20,72
12904,467,20241230,900,1,LTX-0012904,BKG-007171,56,56
12905,3030,20241230,900,1,LTX-0012905,BKG-009473,25,25
12906,3030,20250701,900,1,LTX-0012906,BKG-007172,35,60
12907,3030,20250921,900,1,LTX-0012907,BKG-011507,41,101
12908,490,20250617,900,1,LTX-0012908,BKG-011385,9,9
12909,490,20251015,900,1,LTX-0012909,BKG-007174,40,49
12910,490,20251206,900,1,LTX-0012910,BKG-010215,9,58
12911,1948,20250206,900,1,LTX-0012911,BKG-007188,66,66
12912,2337,20250604,900,1,LTX-0012912,BKG-012384,28,28
12913,2337,20250627,900,1,LTX-0012913,BKG-007195,68,96
12914,1687,20250315,900,1,LTX-0012914,BKG-009110,44,44
12915,1687,20250504,900,1,LTX-0012915,BKG-011159,57,101
12916,1687,20250523,900,1,LTX-0012916,BKG-009207,40,141
12917,1687,20250529,900,1,LTX-0012917,BKG-007201,100,241
12918,1687,20250923,900,1,LTX-0012918,BKG-007966,46,287
12919,1008,20250325,900,1,LTX-0012919,BKG-007203,60,60
12920,1008,20251126,900,1,LTX-0012920,BKG-010823,38,98
12921,27,20250530,900,1,LTX-0012921,BKG-007206,20,20
12922,27,20250806,900,1,LTX-0012922,BKG-009214,40,60
12923,27,20251212,900,1,LTX-0012923,BKG-010234,49,109
12924,2270,20250412,900,1,LTX-0012924,BKG-007208,22,22
12925,2270,20250508,900,1,LTX-0012925,BKG-009727,37,59
12926,297,20251014,900,1,LTX-0012926,BKG-007211,29,29
12927,4821,20250616,900,1,LTX-0012927,BKG-011653,79,79
12928,4821,20250620,900,1,LTX-0012928,BKG-007220,122,201
12929,4821,20250829,900,1,LTX-0012929,BKG-012216,48,249
12930,4301,20250217,900,1,LTX-0012930,BKG-010993,42,42
12931,4301,20250217,1800,2,LTX-0012931,BKG-010993,-10,32
12932,4301,20250521,900,1,LTX-0012932,BKG-007224,64,96
12933,4302,20250715,900,1,LTX-0012933,BKG-009505,60,156
12934,4302,20250720,900,1,LTX-0012934,BKG-011374,99,255
12935,3058,20250708,900,1,LTX-0012935,BKG-007238,38,38
12936,3058,20250708,1800,2,LTX-0012936,BKG-007238,-10,28
